PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23242378","The effect of remnant preservation on tibial tunnel enlargement in ACL reconstruction with hamstring autograft: a prospective randomized controlled trial","Zhang Q, Zhang S, Cao X, Liu L, Liu Y, Li R.","Knee Surg Sports Traumatol Arthrosc. 2014 Jan;22(1):166-73. doi: 10.1007/s00167-012-2341-7. Epub 2012 Dec 15.","Zhang Q","Knee Surg Sports Traumatol Arthrosc","2014","2012/12/18","","","10.1007/s00167-012-2341-7"
"23203338","Short-term functional and clinical outcomes after ACL reconstruction with hamstrings autograft: transtibial versus anteromedial portal technique","Koutras G, Papadopoulos P, Terzidis IP, Gigis I, Pappas E.","Knee Surg Sports Traumatol Arthrosc. 2013 Aug;21(8):1904-9. doi: 10.1007/s00167-012-2323-9. Epub 2012 Dec 1.","Koutras G","Knee Surg Sports Traumatol Arthrosc","2013","2012/12/04","","","10.1007/s00167-012-2323-9"
"23145756","A comparison of clinical outcome of augmentation and standard reconstruction techniques for partial anterior cruciate ligament tears","Demirağ B, Ermutlu C, Aydemir F, Durak K.","Eklem Hastalik Cerrahisi. 2012;23(3):140-4.","Demirağ B","Eklem Hastalik Cerrahisi","2012","2012/11/14","","",""
"22850710","Comparison of two methods of femoral tunnel preparation in single-bundle anterior cruciate ligament reconstruction: a prospective randomized study","Zhang Q, Zhang S, Li R, Liu Y, Cao X.","Acta Cir Bras. 2012 Aug;27(8):572-6. doi: 10.1590/s0102-86502012000800010.","Zhang Q","Acta Cir Bras","2012","2012/08/02","","","10.1590/s0102-86502012000800010"
"22816221","Results of the surgical reconstruction of the anterior cruciate ligament","Zelić Z, Jovanović S, Wertheimer V, Sarić G, Biuk E, Gulan G.","Coll Antropol. 2012 Mar;36(1):201-6.","Zelić Z","Coll Antropol","2012","2012/07/24","","",""
"22713551","Effect of calcium phosphate-hybridized tendon graft in anterior cruciate ligament reconstruction: a randomized controlled trial","Mutsuzaki H, Kanamori A, Ikeda K, Hioki S, Kinugasa T, Sakane M.","Am J Sports Med. 2012 Aug;40(8):1772-80. doi: 10.1177/0363546512449618. Epub 2012 Jun 19.","Mutsuzaki H","Am J Sports Med","2012","2012/06/21","","","10.1177/0363546512449618"
"22691456","Double-bundle versus single-bundle anterior cruciate ligament reconstruction: a prospective randomized study with 5-year results","Suomalainen P, Järvelä T, Paakkala A, Kannus P, Järvinen M.","Am J Sports Med. 2012 Jul;40(7):1511-8. doi: 10.1177/0363546512448177. Epub 2012 Jun 11.","Suomalainen P","Am J Sports Med","2012","2012/06/14","","","10.1177/0363546512448177"
"22425308","A randomized controlled trial comparing bone mineral density changes of three different ACL reconstruction techniques","Lui PP, Cheng YY, Yung SH, Hung AS, Chan KM.","Knee. 2012 Dec;19(6):779-85. doi: 10.1016/j.knee.2012.02.005. Epub 2012 Mar 16.","Lui PP","Knee","2012","2012/03/20","","","10.1016/j.knee.2012.02.005"
"22407182","Long-term follow-up of patellar tendon grafts or hamstring tendon grafts in endoscopic ACL reconstructions","Gifstad T, Sole A, Strand T, Uppheim G, Grøntvedt T, Drogset JO.","Knee Surg Sports Traumatol Arthrosc. 2013 Mar;21(3):576-83. doi: 10.1007/s00167-012-1947-0. Epub 2012 Mar 10.","Gifstad T","Knee Surg Sports Traumatol Arthrosc","2013","2012/03/13","","","10.1007/s00167-012-1947-0"
"22407095","[Outcome 4 years after isolated single-bundle posterior cruciate ligament reconstruction]","Lahner M, Vogel T, Schulz MS, Strobel MJ.","Orthopade. 2012 Mar;41(3):206-11. doi: 10.1007/s00132-012-1898-7.","Lahner M","Orthopade","2012","2012/03/13","","","10.1007/s00132-012-1898-7"
"22273781","Comparison of anterior and rotatory laxity using navigation between single- and double-bundle ACL reconstruction: prospective randomized trial","Lee S, Kim H, Jang J, Seong SC, Lee MC.","Knee Surg Sports Traumatol Arthrosc. 2012 Apr;20(4):752-61. doi: 10.1007/s00167-012-1880-2. Epub 2012 Jan 25.","Lee S","Knee Surg Sports Traumatol Arthrosc","2012","2012/01/26","","","10.1007/s00167-012-1880-2"
"22184280","Clinical results and risk factors for reinjury 15 years after anterior cruciate ligament reconstruction: a prospective study of hamstring and patellar tendon grafts","Leys T, Salmon L, Waller A, Linklater J, Pinczewski L.","Am J Sports Med. 2012 Mar;40(3):595-605. doi: 10.1177/0363546511430375. Epub 2011 Dec 19.","Leys T","Am J Sports Med","2012","2011/12/21","","","10.1177/0363546511430375"
"22154365","A pilot study of anatomic double-bundle anterior cruciate ligament reconstruction with ligament remnant tissue preservation","Yasuda K, Kondo E, Kitamura N, Kawaguchi Y, Kai S, Tanabe Y.","Arthroscopy. 2012 Mar;28(3):343-53. doi: 10.1016/j.arthro.2011.08.305. Epub 2011 Dec 7.","Yasuda K","Arthroscopy","2012","2011/12/14","","","10.1016/j.arthro.2011.08.305"
"22085729","Prospective randomized clinical evaluation of conventional single-bundle, anatomic single-bundle, and anatomic double-bundle anterior cruciate ligament reconstruction: 281 cases with 3- to 5-year follow-up","Hussein M, van Eck CF, Cretnik A, Dinevski D, Fu FH.","Am J Sports Med. 2012 Mar;40(3):512-20. doi: 10.1177/0363546511426416. Epub 2011 Nov 15.","Hussein M","Am J Sports Med","2012","2011/11/17","","","10.1177/0363546511426416"
"21924856","Anterior cruciate ligament reconstruction using 4-strand hamstring autograft: conventional single-bundle technique versus oval-footprint technique","Noh JH, Yang BG, Roh YH, Kim SW, Kim W.","Arthroscopy. 2011 Nov;27(11):1502-10. doi: 10.1016/j.arthro.2011.06.027. Epub 2011 Sep 15.","Noh JH","Arthroscopy","2011","2011/09/20","","","10.1016/j.arthro.2011.06.027"
"21712483","Quality of life and clinical outcome comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: an 11-year follow-up of a randomized controlled trial","Sajovic M, Strahovnik A, Dernovsek MZ, Skaza K.","Am J Sports Med. 2011 Oct;39(10):2161-9. doi: 10.1177/0363546511411702. Epub 2011 Jun 28.","Sajovic M","Am J Sports Med","2011","2011/06/30","","","10.1177/0363546511411702"
"21694588","Anterior cruciate ligament reconstruction: a multicenter prospective cohort study evaluating 3 different grafts using same bone drilling method","Leal-Blanquet J, Alentorn-Geli E, Tuneu J, Valentí JR, Maestro A.","Clin J Sport Med. 2011 Jul;21(4):294-300. doi: 10.1097/JSM.0b013e31822153cb.","Leal-Blanquet J","Clin J Sport Med","2011","2011/06/23","","","10.1097/JSM.0b013e31822153cb"
"21667181","Single- versus double-bundle ACL reconstruction: is there any difference in stability and function at 3-year followup?","Gobbi A, Mahajan V, Karnatzikos G, Nakamura N.","Clin Orthop Relat Res. 2012 Mar;470(3):824-34. doi: 10.1007/s11999-011-1940-9.","Gobbi A","Clin Orthop Relat Res","2012","2011/06/14","PMC3270186","","10.1007/s11999-011-1940-9"
"21663722","Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: a prospective comparative study with 9-year follow-up","Wipfler B, Donner S, Zechmann CM, Springer J, Siebold R, Paessler HH.","Arthroscopy. 2011 May;27(5):653-65. doi: 10.1016/j.arthro.2011.01.015.","Wipfler B","Arthroscopy","2011","2011/06/14","","","10.1016/j.arthro.2011.01.015"
"21624672","Tunnel widening after anterior cruciate ligament reconstruction: a prospective randomized computed tomography--based study comparing 2 different femoral fixation methods for hamstring graft","Sabat D, Kundu K, Arora S, Kumar V.","Arthroscopy. 2011 Jun;27(6):776-83. doi: 10.1016/j.arthro.2011.02.009.","Sabat D","Arthroscopy","2011","2011/06/01","","","10.1016/j.arthro.2011.02.009"
"21622815","Tibial fixation in anterior cruciate ligament reconstruction: a prospective randomized study comparing metal interference screw and staples with a centrally placed polyethylene screw and sheath","De Wall M, Scholes CJ, Patel S, Coolican MR, Parker DA.","Am J Sports Med. 2011 Sep;39(9):1858-64. doi: 10.1177/0363546511406234. Epub 2011 May 27.","De Wall M","Am J Sports Med","2011","2011/05/31","","","10.1177/0363546511406234"
"21610263","Double-bundle versus single-bundle anterior cruciate ligament reconstruction: randomized clinical and magnetic resonance imaging study with 2-year follow-up","Suomalainen P, Moisala AS, Paakkala A, Kannus P, Järvelä T.","Am J Sports Med. 2011 Aug;39(8):1615-22. doi: 10.1177/0363546511405024. Epub 2011 May 24.","Suomalainen P","Am J Sports Med","2011","2011/05/26","","","10.1177/0363546511405024"
"21590280","Will early reconstruction prevent abnormal kinematics after ACL injury? Two-year follow-up using dynamic radiostereometry in 14 patients operated with hamstring autografts","Isberg J, Faxén E, Laxdal G, Eriksson BI, Kärrholm J, Karlsson J.","Knee Surg Sports Traumatol Arthrosc. 2011 Oct;19(10):1634-42. doi: 10.1007/s00167-011-1399-y. Epub 2011 May 18.","Isberg J","Knee Surg Sports Traumatol Arthrosc","2011","2011/05/19","","","10.1007/s00167-011-1399-y"
"21350065","Comparison of rotatory stability after anterior cruciate ligament reconstruction between single-bundle and double-bundle techniques","Izawa T, Okazaki K, Tashiro Y, Matsubara H, Miura H, Matsuda S, Hashizume M, Iwamoto Y.","Am J Sports Med. 2011 Jul;39(7):1470-7. doi: 10.1177/0363546510397172. Epub 2011 Feb 24.","Izawa T","Am J Sports Med","2011","2011/02/26","","","10.1177/0363546510397172"
"21036618","Comparative outcome analysis of malpositioned and properly positioned fixation groups after hamstring autograft ACL reconstruction with femoral cross-pin fixation","Lee YS, Ha JK, Kim YJ, Yang SJ, Lee MY, Kim JG.","Knee. 2011 Jan;18(1):30-3. doi: 10.1016/j.knee.2010.09.004. Epub 2010 Oct 30.","Lee YS","Knee","2011","2010/11/02","","","10.1016/j.knee.2010.09.004"
"20934845","Neurovascular safety and clinical outcome of outside-in repair of tears of the posterior horn of the medial meniscus","Sobhy MH, AbouElsoud MM, Kamel EM, Desouki AM.","Arthroscopy. 2010 Dec;26(12):1648-54. doi: 10.1016/j.arthro.2010.05.018. Epub 2010 Oct 8.","Sobhy MH","Arthroscopy","2010","2010/10/12","","","10.1016/j.arthro.2010.05.018"
"20668835","Single-bundle patellar tendon versus non-anatomical double-bundle hamstrings ACL reconstruction: a prospective randomized study at 8-year minimum follow-up","Zaffagnini S, Bruni D, Marcheggiani Muccioli GM, Bonanzinga T, Lopomo N, Bignozzi S, Marcacci M.","Knee Surg Sports Traumatol Arthrosc. 2011 Mar;19(3):390-7. doi: 10.1007/s00167-010-1225-y. Epub 2010 Jul 29.","Zaffagnini S","Knee Surg Sports Traumatol Arthrosc","2011","2010/07/30","","","10.1007/s00167-010-1225-y"
"20575918","Prospective randomized comparison of endobutton versus cross-pin femoral fixation in hamstring anterior cruciate ligament reconstruction with 2-year follow-up","Price R, Stoney J, Brown G.","ANZ J Surg. 2010 Mar;80(3):162-5. doi: 10.1111/j.1445-2197.2009.05128.x.","Price R","ANZ J Surg","2010","2010/06/26","","","10.1111/j.1445-2197.2009.05128.x"
"20566719","Quality of life and clinical outcome after anterior cruciate ligament reconstruction using patellar tendon graft or quadrupled semitendinosus graft: an 8-year follow-up of a randomized controlled trial","Barenius B, Nordlander M, Ponzer S, Tidermark J, Eriksson K.","Am J Sports Med. 2010 Aug;38(8):1533-41. doi: 10.1177/0363546510369549. Epub 2010 Jun 21.","Barenius B","Am J Sports Med","2010","2010/06/23","","","10.1177/0363546510369549"
"20517680","The effect of platelet-derived growth factors on knee stability after anterior cruciate ligament reconstruction: a prospective randomized clinical study","Vogrin M, Rupreht M, Crnjac A, Dinevski D, Krajnc Z, Recnik G.","Wien Klin Wochenschr. 2010 May;122 Suppl 2:91-5. doi: 10.1007/s00508-010-1340-2.","Vogrin M","Wien Klin Wochenschr","2010","2010/06/03","","","10.1007/s00508-010-1340-2"
"20392970","A long-term, prospective, randomized study comparing biodegradable and metal interference screws in anterior cruciate ligament reconstruction surgery: radiographic results and clinical outcome","Stener S, Ejerhed L, Sernert N, Laxdal G, Rostgård-Christensen L, Kartus J.","Am J Sports Med. 2010 Aug;38(8):1598-605. doi: 10.1177/0363546510361952. Epub 2010 Apr 14.","Stener S","Am J Sports Med","2010","2010/04/16","","","10.1177/0363546510361952"
"20357328","A comparison of early and delayed arthroscopically-assisted reconstruction of the anterior cruciate ligament using hamstring autograft","Raviraj A, Anand A, Kodikal G, Chandrashekar M, Pai S.","J Bone Joint Surg Br. 2010 Apr;92(4):521-6. doi: 10.1302/0301-620X.92B4.22973.","Raviraj A","J Bone Joint Surg Br","2010","2010/04/02","","","10.1302/0301-620X.92B4.22973"
"20194956","Early versus late start of isokinetic hamstring-strengthening exercise after anterior cruciate ligament reconstruction with patellar tendon graft","Sekir U, Gur H, Akova B.","Am J Sports Med. 2010 Mar;38(3):492-500. doi: 10.1177/0363546509349490.","Sekir U","Am J Sports Med","2010","2010/03/03","","","10.1177/0363546509349490"
"20175049","[Comparative study after hamstring ACL plasty with RigidFix (pin fixation) and EndoButton (anchor fixation)]","Basad E, Kipper A, Wüsten OA, Stürz H, Ishaque BA.","Z Orthop Unfall. 2010 May;148(3):276-81. doi: 10.1055/s-0029-1240737. Epub 2010 Feb 19.","Basad E","Z Orthop Unfall","2010","2010/02/23","","","10.1055/s-0029-1240737"
"20097928","No difference in knee function or prevalence of osteoarthritis after reconstruction of the anterior cruciate ligament with 4-strand hamstring autograft versus patellar tendon-bone autograft: a randomized study with 10-year follow-up","Holm I, Oiestad BE, Risberg MA, Aune AK.","Am J Sports Med. 2010 Mar;38(3):448-54. doi: 10.1177/0363546509350301. Epub 2010 Jan 23.","Holm I","Am J Sports Med","2010","2010/01/26","","","10.1177/0363546509350301"
"20044497","Biodegradable screw versus a press-fit bone plug fixation for hamstring anterior cruciate ligament reconstruction: a prospective randomized study","Jagodzinski M, Geiges B, von Falck C, Knobloch K, Haasper C, Brand J, Hankemeier S, Krettek C, Meller R.","Am J Sports Med. 2010 Mar;38(3):501-8. doi: 10.1177/0363546509350325. Epub 2009 Dec 31.","Jagodzinski M","Am J Sports Med","2010","2010/01/02","","","10.1177/0363546509350325"
"19956928","Autologous patellar tendon and quadrupled hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized multicenter review of different fixation methods","Drogset JO, Strand T, Uppheim G, Odegård B, Bøe A, Grøntvedt T.","Knee Surg Sports Traumatol Arthrosc. 2010 Aug;18(8):1085-93. doi: 10.1007/s00167-009-0996-5. Epub 2009 Dec 3.","Drogset JO","Knee Surg Sports Traumatol Arthrosc","2010","2009/12/04","","","10.1007/s00167-009-0996-5"
"19794165","Anterior cruciate ligament reconstruction using autologous hamstring double bundle graft compared with single bundle procedures","Ibrahim SA, Hamido F, Al Misfer AK, Mahgoob A, Ghafar SA, Alhran H.","J Bone Joint Surg Br. 2009 Oct;91(10):1310-5. doi: 10.1302/0301-620X.91B10.21886.","Ibrahim SA","J Bone Joint Surg Br","2009","2009/10/02","","","10.1302/0301-620X.91B10.21886"
"19793927","Comparison between single-and double-bundle anterior cruciate ligament reconstruction: a prospective, randomized, single-blinded clinical trial","Aglietti P, Giron F, Losco M, Cuomo P, Ciardullo A, Mondanelli N.","Am J Sports Med. 2010 Jan;38(1):25-34. doi: 10.1177/0363546509347096. Epub 2009 Sep 30.","Aglietti P","Am J Sports Med","2010","2009/10/02","","","10.1177/0363546509347096"
"19684298","Patellar tendon versus hamstring tendon autografts for anterior cruciate ligament reconstruction: a randomized controlled trial using similar femoral and tibial fixation methods","Taylor DC, DeBerardino TM, Nelson BJ, Duffey M, Tenuta J, Stoneman PD, Sturdivant RX, Mountcastle S.","Am J Sports Med. 2009 Oct;37(10):1946-57. doi: 10.1177/0363546509339577. Epub 2009 Aug 14.","Taylor DC","Am J Sports Med","2009","2009/08/18","","","10.1177/0363546509339577"
"19575180","Knee laxity measurements after anterior cruciate ligament reconstruction, using either bone-patellar-tendon-bone or hamstring tendon autografts, with special emphasis on comparison over time","Ahldén M, Kartus J, Ejerhed L, Karlsson J, Sernert N.","Knee Surg Sports Traumatol Arthrosc. 2009 Sep;17(9):1117-24. doi: 10.1007/s00167-009-0846-5. Epub 2009 Jul 3.","Ahldén M","Knee Surg Sports Traumatol Arthrosc","2009","2009/07/04","","","10.1007/s00167-009-0846-5"
"19557391","Double-bundle versus single-bundle ACL reconstruction using the horizontal femoral position: a prospective, randomized study","Sastre S, Popescu D, Núñez M, Pomes J, Tomas X, Peidro L.","Knee Surg Sports Traumatol Arthrosc. 2010 Jan;18(1):32-6. doi: 10.1007/s00167-009-0844-7. Epub 2009 Jun 26.","Sastre S","Knee Surg Sports Traumatol Arthrosc","2010","2009/06/27","","","10.1007/s00167-009-0844-7"
"19486478","Tibial translation and muscle activation during rehabilitation exercises 5 weeks after anterior cruciate ligament reconstruction","Tagesson S, Oberg B, Kvist J.","Scand J Med Sci Sports. 2010 Feb;20(1):154-64. doi: 10.1111/j.1600-0838.2009.00903.x.","Tagesson S","Scand J Med Sci Sports","2010","2009/06/03","","","10.1111/j.1600-0838.2009.00903.x"
"19483077","Bioresorbable pins and interference screws for fixation of hamstring tendon grafts in anterior cruciate ligament reconstruction surgery: a randomized controlled trial","Stengel D, Casper D, Bauwens K, Ekkernkamp A, Wich M.","Am J Sports Med. 2009 Sep;37(9):1692-8. doi: 10.1177/0363546509333008. Epub 2009 May 29.","Stengel D","Am J Sports Med","2009","2009/06/02","","","10.1177/0363546509333008"
"19423416","A new knee arthrometer, the GNRB: experience in ACL complete and partial tears","Robert H, Nouveau S, Gageot S, Gagnière B.","Orthop Traumatol Surg Res. 2009 May;95(3):171-6. doi: 10.1016/j.otsr.2009.03.009. Epub 2009 May 7.","Robert H","Orthop Traumatol Surg Res","2009","2009/05/09","","","10.1016/j.otsr.2009.03.009"
"19374299","Clinical comparison between six-strand hamstring tendon and patellar tendon autograft in arthroscopic anterior cruciate ligament reconstruction: a prospective, randomized clinical trial","Laoruengthana A, Pattayakorn S, Chotanaputhi T, Kosiyatrakul A.","J Med Assoc Thai. 2009 Apr;92(4):491-7.","Laoruengthana A","J Med Assoc Thai","2009","2009/04/21","","",""
"19323939","Clinical evaluation of double-bundle anterior cruciate ligament reconstruction procedure using hamstring tendon grafts: a prospective, randomized and controlled study","Wang JQ, Ao YF, Yu CL, Liu P, Xu Y, Chen LX.","Chin Med J (Engl). 2009 Mar 20;122(6):706-11.","Wang JQ","Chin Med J (Engl)","2009","2009/03/28","","",""
"19193599","Anterior cruciate ligament reconstruction associated with extra-articular tenodesis: A prospective clinical and radiographic evaluation with 10- to 13-year follow-up","Marcacci M, Zaffagnini S, Giordano G, Iacono F, Presti ML.","Am J Sports Med. 2009 Apr;37(4):707-14. doi: 10.1177/0363546508328114. Epub 2009 Feb 3.","Marcacci M","Am J Sports Med","2009","2009/02/06","","","10.1177/0363546508328114"
"19169783","[Anterior cruciate ligament reconstruction with semitendinosus tendon in children]","Schneider FJ, Kraus T, Linhart WE.","Oper Orthop Traumatol. 2008 Oct-Nov;20(4-5):409-22. doi: 10.1007/s00064-008-1412-x.","Schneider FJ","Oper Orthop Traumatol","2008","2009/01/27","","","10.1007/s00064-008-1412-x"
"19102185","[Comparative study on reconstruction of anterior cruciate ligaments with allografts and hamstring tendon under arthroscopy]","Liu HG, Chen SX, Zhao CD, Ding LJ, Situ J.","Zhongguo Gu Shang. 2008 Apr;21(4):267-9.","Liu HG","Zhongguo Gu Shang","2008","2008/12/24","","",""
"18989731","Comparable results between lateralized single- and double-bundle ACL reconstructions","Tsuda E, Ishibashi Y, Fukuda A, Tsukada H, Toh S.","Clin Orthop Relat Res. 2009 Apr;467(4):1042-55. doi: 10.1007/s11999-008-0604-x. Epub 2008 Nov 7.","Tsuda E","Clin Orthop Relat Res","2009","2008/11/08","PMC2650066","","10.1007/s11999-008-0604-x"
"18929746","[Interest of an iterative specialized rehabilitation after an anterior cruciate ligament reconstruction in high level sport athletes]","Laboute E, Savalli L, Lefesvre T, Puig P, Trouve P.","Rev Chir Orthop Reparatrice Appar Mot. 2008 Oct;94(6):533-40. doi: 10.1016/j.rco.2008.01.008. Epub 2008 Mar 26.","Laboute E","Rev Chir Orthop Reparatrice Appar Mot","2008","2008/10/22","","","10.1016/j.rco.2008.01.008"
"18762911","Comparison of the bioabsorbable and metal screw fixation after ACL reconstruction with a hamstring autograft in MRI and clinical outcome: a prospective randomized study","Moisala AS, Järvelä T, Paakkala A, Paakkala T, Kannus P, Järvinen M.","Knee Surg Sports Traumatol Arthrosc. 2008 Dec;16(12):1080-6. doi: 10.1007/s00167-008-0593-z. Epub 2008 Sep 2.","Moisala AS","Knee Surg Sports Traumatol Arthrosc","2008","2008/09/03","","","10.1007/s00167-008-0593-z"
"18630561","[Comparison between four-strand semitendinosus tendon autograft and ligament advanced reinforcement system for anterior cruciate ligament reconstruction by arthroscopy]","Fan Q, Fan J.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2008 Jun;22(6):676-9.","Fan Q","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2008","2008/07/18","","",""
"18589271","Bioabsorbable versus titanium interference screws with hamstring autograft in anterior cruciate ligament reconstruction: a prospective randomized trial with 2-year follow-up","Myers P, Logan M, Stokes A, Boyd K, Watts M.","Arthroscopy. 2008 Jul;24(7):817-23. doi: 10.1016/j.arthro.2008.02.011. Epub 2008 Apr 14.","Myers P","Arthroscopy","2008","2008/07/01","","","10.1016/j.arthro.2008.02.011"
"18490472","Prospective clinical comparisons of anatomic double-bundle versus single-bundle anterior cruciate ligament reconstruction procedures in 328 consecutive patients","Kondo E, Yasuda K, Azuma H, Tanabe Y, Yagi T.","Am J Sports Med. 2008 Sep;36(9):1675-87. doi: 10.1177/0363546508317123. Epub 2008 May 19.","Kondo E","Am J Sports Med","2008","2008/05/21","","","10.1177/0363546508317123"
"18385980","Effects of biophysical stimulation in patients undergoing arthroscopic reconstruction of anterior cruciate ligament: prospective, randomized and double blind study","Benazzo F, Zanon G, Pederzini L, Modonesi F, Cardile C, Falez F, Ciolli L, La Cava F, Giannini S, Buda R, Setti S, Caruso G, Massari L.","Knee Surg Sports Traumatol Arthrosc. 2008 Jun;16(6):595-601. doi: 10.1007/s00167-008-0519-9. Epub 2008 Apr 2.","Benazzo F","Knee Surg Sports Traumatol Arthrosc","2008","2008/04/04","PMC2413121","","10.1007/s00167-008-0519-9"
"18367398","No difference in clinical results between femoral transfixation and bio-interference screw fixation in hamstring tendon ACL reconstruction. A preliminary study","Capuano L, Hardy P, Longo UG, Denaro V, Maffulli N.","Knee. 2008 Jun;15(3):174-9. doi: 10.1016/j.knee.2008.02.003. Epub 2008 Mar 25.","Capuano L","Knee","2008","2008/03/28","","","10.1016/j.knee.2008.02.003"
"18237696","Prospective randomized comparison of double-bundle versus single-bundle anterior cruciate ligament reconstruction","Siebold R, Dehler C, Ellert T.","Arthroscopy. 2008 Feb;24(2):137-45. doi: 10.1016/j.arthro.2007.11.013.","Siebold R","Arthroscopy","2008","2008/02/02","","","10.1016/j.arthro.2007.11.013"
"18212347","Postoperative range of motion following anterior cruciate ligament reconstruction using autograft hamstrings: a prospective, randomized clinical trial of early versus delayed reconstructions","Bottoni CR, Liddell TR, Trainor TJ, Freccero DM, Lindell KK.","Am J Sports Med. 2008 Apr;36(4):656-62. doi: 10.1177/0363546507312164. Epub 2008 Jan 22.","Bottoni CR","Am J Sports Med","2008","2008/01/24","","","10.1177/0363546507312164"
"18208432","ST/G ACL reconstruction: double strand plus extra-articular sling vs double bundle, randomized study at 3-year follow-up","Zaffagnini S, Bruni D, Russo A, Takazawa Y, Lo Presti M, Giordano G, Marcacci M.","Scand J Med Sci Sports. 2008 Oct;18(5):573-81. doi: 10.1111/j.1600-0838.2007.00697.x. Epub 2008 Jan 14.","Zaffagnini S","Scand J Med Sci Sports","2008","2008/01/23","","","10.1111/j.1600-0838.2007.00697.x"
"18193194","Reconstruction of the ACL with a semitendinosus tendon graft: a prospective randomized single blinded comparison of double-bundle versus single-bundle technique in male athletes","Streich NA, Friedrich K, Gotterbarm T, Schmitt H.","Knee Surg Sports Traumatol Arthrosc. 2008 Mar;16(3):232-8. doi: 10.1007/s00167-007-0480-z. Epub 2008 Jan 12.","Streich NA","Knee Surg Sports Traumatol Arthrosc","2008","2008/01/15","","","10.1007/s00167-007-0480-z"
"18192493","A randomized controlled trial comparing the effectiveness of functional knee brace and neoprene sleeve use after anterior cruciate ligament reconstruction","Birmingham TB, Bryant DM, Giffin JR, Litchfield RB, Kramer JF, Donner A, Fowler PJ.","Am J Sports Med. 2008 Apr;36(4):648-55. doi: 10.1177/0363546507311601. Epub 2008 Jan 11.","Birmingham TB","Am J Sports Med","2008","2008/01/15","","","10.1177/0363546507311601"
"18063177","Does the position of the femoral tunnel affect the laxity or clinical outcome of the anterior cruciate ligament-reconstructed knee? A clinical, prospective, randomized, double-blind study","Jepsen CF, Lundberg-Jensen AK, Faunoe P.","Arthroscopy. 2007 Dec;23(12):1326-33. doi: 10.1016/j.arthro.2007.09.010.","Jepsen CF","Arthroscopy","2007","2007/12/08","","","10.1016/j.arthro.2007.09.010"
"17940146","A comprehensive rehabilitation program with quadriceps strengthening in closed versus open kinetic chain exercise in patients with anterior cruciate ligament deficiency: a randomized clinical trial evaluating dynamic tibial translation and muscle function","Tagesson S, Oberg B, Good L, Kvist J.","Am J Sports Med. 2008 Feb;36(2):298-307. doi: 10.1177/0363546507307867. Epub 2007 Oct 16.","Tagesson S","Am J Sports Med","2008","2007/10/18","","","10.1177/0363546507307867"
"17940145","Double-bundle anterior cruciate ligament reconstruction using hamstring autografts and bioabsorbable interference screw fixation: prospective, randomized, clinical study with 2-year results","Järvelä T, Moisala AS, Sihvonen R, Järvelä S, Kannus P, Järvinen M.","Am J Sports Med. 2008 Feb;36(2):290-7. doi: 10.1177/0363546507308360. Epub 2007 Oct 16.","Järvelä T","Am J Sports Med","2008","2007/10/18","","","10.1177/0363546507308360"
"17934715","Arthroscopic ACL reconstruction with Delta plasty: an innovative approach with hamstrings' transfer and double tibial tunnel","Papachristou G, Sourlas J, Plessas S, Papachristou K.","Knee Surg Sports Traumatol Arthrosc. 2008 Apr;16(4):420-6. doi: 10.1007/s00167-007-0426-5. Epub 2007 Oct 13.","Papachristou G","Knee Surg Sports Traumatol Arthrosc","2008","2007/10/16","","","10.1007/s00167-007-0426-5"
"17905952","Anterior cruciate ligament reconstruction using autologous double hamstrings: a comparison of standard versus minimal debridement techniques using MRI to assess revascularisation. A randomised prospective study with a one-year follow-up","Gohil S, Annear PO, Breidahl W.","J Bone Joint Surg Br. 2007 Sep;89(9):1165-71. doi: 10.1302/0301-620X.89B9.19339.","Gohil S","J Bone Joint Surg Br","2007","2007/10/02","","","10.1302/0301-620X.89B9.19339"
"17637413","Double-bundle anterior cruciate ligament reconstruction: four versus eight strands of hamstring tendon graft","Zhao J, He Y, Wang J.","Arthroscopy. 2007 Jul;23(7):766-70. doi: 10.1016/j.arthro.2007.01.022.","Zhao J","Arthroscopy","2007","2007/07/20","","","10.1016/j.arthro.2007.01.022"
"17560476","A prospective randomized study of 4-strand semitendinosus tendon anterior cruciate ligament reconstruction comparing single-bundle and double-bundle techniques","Muneta T, Koga H, Mochizuki T, Ju YJ, Hara K, Nimura A, Yagishita K, Sekiya I.","Arthroscopy. 2007 Jun;23(6):618-28. doi: 10.1016/j.arthro.2007.04.010.","Muneta T","Arthroscopy","2007","2007/06/15","","","10.1016/j.arthro.2007.04.010"
"17431619","The effect of graft choice on functional outcome in anterior cruciate ligament reconstruction","Sajovic M, Strahovnik A, Komadina R, Dernovsek MZ.","Int Orthop. 2008 Aug;32(4):473-8. doi: 10.1007/s00264-007-0341-x. Epub 2007 Mar 13.","Sajovic M","Int Orthop","2008","2007/04/14","PMC2532271","","10.1007/s00264-007-0341-x"
