,id,title,authors,journal,year,doi,source
35,34348704,Immediate and 6-week effects of wearing a knee sleeve following anterior cruciate ligament reconstruction: a cross-over laboratory and randomised clinical trial,"Sole G, Lamb P, Pataky T, Klima S, Navarre P, Hammer N.",BMC Musculoskelet Disord,2021,10.1186/s12891-021-04540-x,PubMed/MEDLINE
36,33945339,Validation of a Risk Calculator to Personalize Graft Choice and Reduce Rupture Rates for Anterior Cruciate Ligament Reconstruction,"Marmura H, Getgood AMJ, Spindler KP, Kattan MW, Briskin I, Bryant DM.",Am J Sports Med,2021,10.1177/03635465211010798,PubMed/MEDLINE
37,33742222,"Quadriceps and hamstring tendon autografts in ACL reconstruction yield comparably good results in a prospective, randomized controlled trial","Horstmann H, Petri M, Tegtbur U, Felmet G, Krettek C, Jagodzinski M.",Arch Orthop Trauma Surg,2022,10.1007/s00402-021-03862-8,PubMed/MEDLINE
38,33634332,Original study: early patient-reported functional outcome of all-inside ACL reconstruction as compared to anteromedial portal technique,"Kulshrestha V, Sood M, Kumar S, Kawale A.",Eur J Orthop Surg Traumatol,2021,10.1007/s00590-021-02912-6,PubMed/MEDLINE
39,33463428,Comparison of the outcomes of isolated anterior cruciate ligament reconstruction and combined anterolateral ligament suture tape augmentation and anterior cruciate ligament reconstruction,"Erden T, Toker B, Toprak A, Taşer Ö.",Jt Dis Relat Surg,2021,10.5606/ehc.2020.78201,PubMed/MEDLINE
40,32909826,Maturity Progression of the Entire Anterior Cruciate Ligament Graft of Insertion-Preserved Hamstring Tendons by 5 Years: A Prospective Randomized Controlled Study Based on Magnetic Resonance Imaging Evaluation,"Zhang Y, Liu S, Chen Q, Hu Y, Sun Y, Chen J.",Am J Sports Med,2020,10.1177/0363546520951507,PubMed/MEDLINE
41,32828934,Five-Strand Versus Four-Strand Hamstring Autografts in Anterior Cruciate Ligament Reconstruction-A Prospective Randomized Controlled Study,"Krishna L, Chan CX, Lokaiah L, Chinnasamy D, Goyal S, Wang M, Singh A.",Arthroscopy,2021,10.1016/j.arthro.2020.08.012,PubMed/MEDLINE
42,32699919,ACL reconstruction using a quadruple semitendinosus graft with cortical fixations gives suitable isokinetic and clinical outcomes after 2 years,"Roger J, Bertani A, Vigouroux F, Mottier F, Gaillard R, Have L, Rongièras F.",Knee Surg Sports Traumatol Arthrosc,2020,10.1007/s00167-020-06121-2,PubMed/MEDLINE
43,32589515,Females Have Earlier Muscle Strength and Functional Recovery After Bridge-Enhanced Anterior Cruciate Ligament Repair,"Barnett S, Badger GJ, Kiapour A, Yen YM, Henderson R, Freiberger C, Proffen B, Sant N, Trainor B, Fleming BC, Micheli LJ, Murray MM, Kramer DE.",Tissue Eng Part A,2020,10.1089/ten.tea.2020.0057,PubMed/MEDLINE
44,32368935,A Randomized Controlled Trial of Bone-Patellar Tendon-Bone Anterior Cruciate Ligament Reconstruction With and Without Lateral Extra-articular Tenodesis: 19-Year Clinical and Radiological Follow-up,"Castoldi M, Magnussen RA, Gunst S, Batailler C, Neyret P, Lustig S, Servien E.",Am J Sports Med,2020,10.1177/0363546520914936,PubMed/MEDLINE
45,32302205,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Randomized Controlled Trial With 13-Year Follow-up","Sundaraj K, Salmon LJ, Heath EL, Winalski CS, Colak C, Vasanji A, Roe JP, Pinczewski LA.",Am J Sports Med,2020,10.1177/0363546520911024,PubMed/MEDLINE
46,32298131,Bridge-Enhanced Anterior Cruciate Ligament Repair Is Not Inferior to Autograft Anterior Cruciate Ligament Reconstruction at 2 Years: Results of a Prospective Randomized Clinical Trial,"Murray MM, Fleming BC, Badger GJ; BEAR Trial Team; Freiberger C, Henderson R, Barnett S, Kiapour A, Ecklund K, Proffen B, Sant N, Kramer DE, Micheli LJ, Yen YM.",Am J Sports Med,2020,10.1177/0363546520913532,PubMed/MEDLINE
47,32182127,Modified Iliotibial Band Tenodesis Is Indicated to Correct Intraoperative Residual Pivot Shift After Anterior Cruciate Ligament Reconstruction Using an Autologous Hamstring Tendon Graft: A Prospective Randomized Controlled Trial,"Porter M, Shadbolt B.",Am J Sports Med,2020,10.1177/0363546520910148,PubMed/MEDLINE
48,32125668,Effects of Autograft Types on Muscle Strength and Functional Capacity in Patients Having Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial,"Sinding KS, Nielsen TG, Hvid LG, Lind M, Dalgas U.",Sports Med,2020,10.1007/s40279-020-01276-x,PubMed/MEDLINE
49,32059954,All-Inside Quadrupled Semitendinosus Autograft Shows Stability Equivalent to Patellar Tendon Autograft Anterior Cruciate Ligament Reconstruction: Randomized Controlled Trial in Athletes 24 Years or Younger,"Smith PA, Cook CS, Bley JA.",Arthroscopy,2020,10.1016/j.arthro.2020.01.048,PubMed/MEDLINE
50,31967599,Anterior cruciate ligament injuries treated with quadriceps tendon autograft versus hamstring autograft: A randomized controlled trial,"Vilchez-Cavazos F, Dávila-Martínez A, Garza-Castro S, Simental-Mendía M, Garay-Mendoza D, Tamez-Mata Y, Peña-Martínez V, Acosta-Olivo C.",Cir Cir,2020,10.24875/CIRU.19001001,PubMed/MEDLINE
51,31940222,Lateral Extra-articular Tenodesis Reduces Failure of Hamstring Tendon Autograft Anterior Cruciate Ligament Reconstruction: 2-Year Outcomes From the STABILITY Study Randomized Clinical Trial,"Getgood AMJ, Bryant DM, Litchfield R, Heard M, McCormack RG, Rezansoff A, Peterson D, Bardana D, MacDonald PB, Verdonk PCM, Spalding T; STABILITY Study Group; Willits K, Birmingham T, Hewison C, Wanlin S, Firth A, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Pritchett R, Payne K, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Millan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declercq G, Vuylsteke K, Van Haver M.",Am J Sports Med,2020,10.1177/0363546519896333,PubMed/MEDLINE
52,31704697,Quadriceps tendon grafts does not cause patients to have inferior subjective outcome after anterior cruciate ligament (ACL) reconstruction than do hamstring grafts: a 2-year prospective randomised controlled trial,"Lind M, Nielsen TG, Soerensen OG, Mygind-Klavsen B, Faunø P.",Br J Sports Med,2020,10.1136/bjsports-2019-101000,PubMed/MEDLINE
53,31512448,[Effect of isokinetic training of thigh muscle group on graft remodeling after anterior cruciate ligament reconstruction],"Liu H, Lu W, Liang D, Geng H, Zhu W, Ouyang K, Li H, Peng L, Feng W, Zhong M, Chen K, Li Y, Deng Z, Wang D.",Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,2019,10.7507/1002-1892.201902059,PubMed/MEDLINE
54,31306589,A Randomized Controlled Trial of PEEK Versus Titanium Interference Screws for Anterior Cruciate Ligament Reconstruction With 2-Year Follow-up,"Shumborski S, Heath E, Salmon LJ, Roe JP, Linklater JP, Facek M, Pinczewski LA.",Am J Sports Med,2019,10.1177/0363546519861530,PubMed/MEDLINE
55,31169571,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at 5-Year Follow-up","Mohtadi NG, Chan DS.",J Bone Joint Surg Am,2019,10.2106/JBJS.18.01322,PubMed/MEDLINE
56,31159789,Early weight-bearing after anterior cruciate ligament reconstruction with hamstring grafts induce femoral bone tunnel enlargement: a prospective clinical and radiographic study,"Tajima T, Yamaguchi N, Nagasawa M, Morita Y, Nakamura Y, Chosa E.",BMC Musculoskelet Disord,2019,10.1186/s12891-019-2653-6,PubMed/MEDLINE
57,30888448,Superior knee flexor strength at 2 years with all-inside short-graft anterior cruciate ligament reconstruction vs a conventional hamstring technique,"Kouloumentas P, Kavroudakis E, Charalampidis E, Kavroudakis D, Triantafyllopoulos GK.",Knee Surg Sports Traumatol Arthrosc,2019,10.1007/s00167-019-05456-9,PubMed/MEDLINE
58,30882683,"Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel: A prospective randomized study","Xiang X, Qu Z, Sun H, Ma X, Wang W, Huang L.",Medicine (Baltimore),2019,10.1097/MD.0000000000014851,PubMed/MEDLINE
59,30822124,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial,"Hoogeslag RAG, Brouwer RW, Boer BC, de Vries AJ, Huis In 't Veld R.",Am J Sports Med,2019,10.1177/0363546519825878,PubMed/MEDLINE
60,29959448,Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial,"Harput G, Ulusoy B, Yildiz TI, Demirci S, Eraslan L, Turhan E, Tunay VB.",Knee Surg Sports Traumatol Arthrosc,2019,10.1007/s00167-018-5040-1,PubMed/MEDLINE
61,29937346,Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction-5-Year Results,"Mayr HO, Bruder S, Hube R, Bernstein A, Suedkamp NP, Stoehr A.",Arthroscopy,2018,10.1016/j.arthro.2018.03.034,PubMed/MEDLINE
62,29776815,Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial,"Martin-Alguacil JL, Arroyo-Morales M, Martín-Gomez JL, Monje-Cabrera IM, Abellán-Guillén JF, Esparza-Ros F, Lozano ML, Cantarero-Villanueva I.",Knee,2018,10.1016/j.knee.2018.03.011,PubMed/MEDLINE
63,29741911,Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial,"Sajovic M, Stropnik D, Skaza K.",Am J Sports Med,2018,10.1177/0363546518768768,PubMed/MEDLINE
64,29730208,The Effect of Cartilage Fragments on Femoral Tunnel Widening After Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Controlled Study,"Zhang C, Pan J, Chen JD, Zhang YJ, Gu PC, Lin XJ, Cai YZ.",Arthroscopy,2018,10.1016/j.arthro.2018.03.011,PubMed/MEDLINE
65,29678170,Self-reported functional recovery after reconstruction versus repair in acute anterior cruciate ligament rupture (ROTOR): a randomized controlled clinical trial,"Boer BC, Hoogeslag RAG, Brouwer RW, Demmer A, Huis In 't Veld RMHA.",BMC Musculoskelet Disord,2018,10.1186/s12891-018-2028-4,PubMed/MEDLINE
66,29443537,A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging,"Liu S, Li H, Tao H, Sun Y, Chen S, Chen J.",Am J Sports Med,2018,10.1177/0363546517752918,PubMed/MEDLINE
67,29421837,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,"Bi M, Zhao C, Zhang S, Yao B, Hong Z, Bi Q.",J Knee Surg,2018,10.1055/s-0038-1627466,PubMed/MEDLINE
68,28969952,Outcome of Hamstring Autograft With Preserved Insertions Compared With Free Hamstring Autograft in Anterior Cruciate Ligament Surgery at 2-Year Follow-up,"Gupta R, Bahadur R, Malhotra A, Masih GD, Sood M, Gupta P, Mathur VK.",Arthroscopy,2017,10.1016/j.arthro.2017.06.040,PubMed/MEDLINE
69,28840325,Tunnel widening after single- versus double-bundle anterior cruciate ligament reconstruction: a randomized 8-year follow-up study,"Beyaz S, Güler ÜÖ, Demir Ş, Yüksel S, Çınar BM, Özkoç G, Akpınar S.",Arch Orthop Trauma Surg,2017,10.1007/s00402-017-2774-z,PubMed/MEDLINE
70,28801704,"No clinical differences between anteromedial portal and transtibial technique for femoral tunnel positioning in anterior cruciate ligament reconstruction: a prospective randomized, controlled trial","MacDonald P, Kim C, McRae S, Leiter J, Khan R, Whelan D.",Knee Surg Sports Traumatol Arthrosc,2018,10.1007/s00167-017-4664-x,PubMed/MEDLINE
71,28674740,Changes in gait pattern and early functional results after ACL repair are comparable to those of ACL reconstruction,"Schliemann B, Glasbrenner J, Rosenbaum D, Lammers K, Herbort M, Domnick C, Raschke MJ, Kösters C.",Knee Surg Sports Traumatol Arthrosc,2018,10.1007/s00167-017-4618-3,PubMed/MEDLINE
72,28241715,[A prospective randomized control trial of arthroscopic surgery for stable ramp lesion of the medial meniscus],"Liu X, Feng H, Hong L, Zhang H.",Zhonghua Wai Ke Za Zhi,2017,10.3760/cma.j.issn.0529-5815.2017.03.001,PubMed/MEDLINE
73,27876265,A prospective randomized comparison of two distinct allogenic tissue constructs for anterior cruciate ligament reconstruction,"Rose MB, Domes C, Farooqi M, Crawford DC.",Knee,2016,10.1016/j.knee.2016.08.011,PubMed/MEDLINE
74,27717747,Lack of stability at more than 12 months of follow-up after anterior cruciate ligament reconstruction using all-inside quadruple-stranded semitendinosus graft with adjustable cortical button fixation in both femoral and tibial sides,"Bressy G, Brun V, Ferrier A, Dujardin D, Oubaya N, Morel N, Fontanin N, Ohl X.",Orthop Traumatol Surg Res,2016,10.1016/j.otsr.2016.08.011,PubMed/MEDLINE
75,27784622,"Kinesio taping as a treatment method in the acute phase of ACL reconstruction: A double-blind, placebo-controlled study","Balki S, Göktaş HE, Öztemur Z.",Acta Orthop Traumatol Turc,2016,10.1016/j.aott.2016.03.005,PubMed/MEDLINE
76,27435334,Acute MCL and ACL injuries: first results of minimal-invasive MCL ligament bracing with combined ACL single-bundle reconstruction,"Ateschrang A, Döbele S, Freude T, Stöckle U, Schröter S, Kraus TM.",Arch Orthop Trauma Surg,2016,10.1007/s00402-016-2497-6,PubMed/MEDLINE
77,27388213,Hamstring graft tibial insertion preservation versus detachment in anterior cruciate ligament reconstruction: a prospective randomized comparative study,"Ruffilli A, Pagliazzi G, Ferranti E, Busacca M, Capannelli D, Buda R.",Eur J Orthop Surg Traumatol,2016,10.1007/s00590-016-1812-9,PubMed/MEDLINE
78,27376940,Correlation of tunnel widening and tunnel positioning with short-term functional outcomes in single-bundle anterior cruciate ligament reconstruction using patellar tendon versus hamstring graft: a prospective study,"Biswal UK, Balaji G, Nema S, Poduval M, Menon J, Patro DK.",Eur J Orthop Surg Traumatol,2016,10.1007/s00590-016-1809-4,PubMed/MEDLINE
79,27343215,"Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6- to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial","Liu Y, Cui G, Yan H, Yang Y, Ao Y.",Am J Sports Med,2016,10.1177/0363546516650876,PubMed/MEDLINE
80,27229354,A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction,"Björnsson H, Samuelsson K, Sundemo D, Desai N, Sernert N, Rostgård-Christensen L, Karlsson J, Kartus J.",Am J Sports Med,2016,10.1177/0363546516646378,PubMed/MEDLINE
81,27159308,Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up,"Akelman MR, Fadale PD, Hulstyn MJ, Shalvoy RM, Garcia A, Chin KE, Duryea J, Badger GJ, Tung GA, Fleming BC.",Am J Sports Med,2016,10.1177/0363546516638387,PubMed/MEDLINE
82,27120190,Resorbable screw and sheath versus resorbable interference screw and staples for ACL reconstruction: a comparison of two tibial fixation methods,"Carulli C, Matassi F, Soderi S, Sirleo L, Munz G, Innocenti M.",Knee Surg Sports Traumatol Arthrosc,2017,10.1007/s00167-016-4135-9,PubMed/MEDLINE
83,26980844,A Randomized Clinical Trial to Assess the Clinical Effectiveness of a Measured Objective Tensioning Device in Hamstring Anterior Cruciate Ligament Reconstruction,"Grunau PD, Arneja S, Leith JM.",Am J Sports Med,2016,10.1177/0363546516634021,PubMed/MEDLINE
84,26948548,Comparison of Anatomic Double- and Single-Bundle Techniques for Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts: A Prospective Randomized Study With 5-Year Clinical and Radiographic Follow-up,"Karikis I, Desai N, Sernert N, Rostgard-Christensen L, Kartus J.",Am J Sports Med,2016,10.1177/0363546515626543,PubMed/MEDLINE
85,26838934,Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction,"Sasaki S, Tsuda E, Hiraga Y, Yamamoto Y, Maeda S, Sasaki E, Ishibashi Y.",Am J Sports Med,2016,10.1177/0363546515624471,PubMed/MEDLINE
86,26725050,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction,"Konrads C, Reppenhagen S, Plumhoff P, Hoberg M, Rudert M, Barthel T.",Arch Orthop Trauma Surg,2016,10.1007/s00402-015-2386-4,PubMed/MEDLINE
87,28327683,Infra Patellar Branch of Saphenous Nerve Injury during Hamstring Graft Harvest: Vertical versus Oblique Incisions,"Joshi A, Kayasth N, Shrestha S, Kc BR.",J Nepal Health Res Counc,2016,,PubMed/MEDLINE
88,26578718,Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial,"Webster KE, Feller JA, Hartnett N, Leigh WB, Richmond AK.",Am J Sports Med,2016,10.1177/0363546515611886,PubMed/MEDLINE
89,26321112,Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction: A Comparative 2-Year Follow-up,"Mayr HO, Benecke P, Hoell A, Schmitt-Sody M, Bernstein A, Suedkamp NP, Stoehr A.",Arthroscopy,2016,10.1016/j.arthro.2015.06.029,PubMed/MEDLINE
90,26231151,The effectiveness of Pilates for partial anterior cruciate ligament injury,"Çelik D, Turkel N.",Knee Surg Sports Traumatol Arthrosc,2017,10.1007/s00167-015-3718-1,PubMed/MEDLINE
91,26164058,"Reruptures, Reinjuries, and Revisions at a Minimum 2-Year Follow-up: A Randomized Clinical Trial Comparing 3 Graft Types for ACL Reconstruction","Mohtadi N, Chan D, Barber R, Paolucci EO.",Clin J Sport Med,2016,10.1097/JSM.0000000000000209,PubMed/MEDLINE
92,26109611,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Blinded, Randomized Controlled Trial With 5-Year Follow-up","Arama Y, Salmon LJ, Sri-Ram K, Linklater J, Roe JP, Pinczewski LA.",Am J Sports Med,2015,10.1177/0363546515588926,PubMed/MEDLINE
93,26051483,"Post-operative bracing after ACL reconstruction has no effect on knee joint effusion. A prospective, randomized study","Lindström M, Wredmark T, Wretling ML, Henriksson M, Felländer-Tsai L.",Knee,2015,10.1016/j.knee.2015.04.015,PubMed/MEDLINE
94,25854500,No difference in osteoarthritis after surgical and non-surgical treatment of ACL-injured knees after 10 years,"Tsoukas D, Fotopoulos V, Basdekis G, Makridis KG.",Knee Surg Sports Traumatol Arthrosc,2016,10.1007/s00167-015-3593-9,PubMed/MEDLINE
95,25749430,[Knee laxity in anterior cruciate ligament reconstruction : The influence of graft rotation using interference screw fixation],"Offerhaus C, Balke M, Braas M, Pennig D, Gick S, Höher J.",Orthopade,2015,10.1007/s00132-015-3102-3,PubMed/MEDLINE
96,25646363,Effect of posterolateral bundle graft fixation angles on clinical outcomes in double-bundle anterior cruciate ligament reconstruction: a randomized controlled trial,"Koga H, Muneta T, Yagishita K, Watanabe T, Mochizuki T, Horie M, Nakamura T, Otabe K, Sekiya I.",Am J Sports Med,2015,10.1177/0363546514567069,PubMed/MEDLINE
97,25630275,A new technique in double-bundle anterior cruciate ligament reconstruction with implant-free tibial fixation,"Sacramento SN, Magalhães E, Christel P, Ingham S, Fukuda TY.",Knee Surg Sports Traumatol Arthrosc,2016,10.1007/s00167-014-3430-6,PubMed/MEDLINE
98,25514139,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up","Mohtadi N, Chan D, Barber R, Oddone Paolucci E.",Clin J Sport Med,2015,10.1097/JSM.0000000000000165,PubMed/MEDLINE
99,25381471,A comparison of acute and chronic anterior cruciate ligament reconstruction using LARS artificial ligaments: a randomized prospective study with a 5-year follow-up,"Chen J, Gu A, Jiang H, Zhang W, Yu X.",Arch Orthop Trauma Surg,2015,10.1007/s00402-014-2108-3,PubMed/MEDLINE
100,25349264,Intratunnel versus extratunnel autologous hamstring double-bundle graft for anterior cruciate ligament reconstruction: a comparison of 2 femoral fixation procedures,"Ibrahim SA, Abdul Ghafar S, Marwan Y, Mahgoub AM, Al Misfer A, Farouk H, Wagdy M, Alherran H, Khirait S.",Am J Sports Med,2015,10.1177/0363546514554189,PubMed/MEDLINE
101,25242512,Mid- to long-term results of single-bundle versus double-bundle anterior cruciate ligament reconstruction: randomized controlled trial,"Koga H, Muneta T, Yagishita K, Watanabe T, Mochizuki T, Horie M, Nakamura T, Otabe K, Sekiya I.",Arthroscopy,2015,10.1016/j.arthro.2014.07.020,PubMed/MEDLINE
102,25192689,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success,"Papalia R, Franceschi F, Tecame A, D'Adamio S, Maffulli N, Denaro V.",Int Orthop,2015,10.1007/s00264-014-2513-9,PubMed/MEDLINE
103,25128968,A comparison of ACL reconstruction using patellar tendon versus hamstring autograft in female patients: a prospective randomised study,"Kautzner J, Kos P, Hanus M, Trc T, Havlas V.",Int Orthop,2015,10.1007/s00264-014-2495-7,PubMed/MEDLINE
104,24901918,The effect of progressive eccentric and concentric training on functional performance after autogenous hamstring anterior cruciate ligament reconstruction: a randomized controlled study,"Kınıklı GI, Yüksel I, Baltacı G, Atay OA.",Acta Orthop Traumatol Turc,2014,10.3944/AOTT.2014.13.0111,PubMed/MEDLINE
105,24825597,Primary anterior cruciate ligament reconstruction in athletes: a 5-year follow up comparing patellar tendon versus hamstring tendon autograft,"Leitgeb J, Köttstorfer J, Schuster R, Kovar FM, Platzer P, Aldrian S.",Wien Klin Wochenschr,2014,10.1007/s00508-014-0550-4,PubMed/MEDLINE
106,24755056,[Anatomical ACL reconstruction by a double- versus a single-bundle technique. Prospective randomised study of short-term clinical results],"Zeman P, Koudela K, Kasl J, Nepraš P, Zeman J, Matějka J.",Acta Chir Orthop Traumatol Cech,2014,,PubMed/MEDLINE
107,24644301,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial,"Barenius B, Ponzer S, Shalabi A, Bujak R, Norlén L, Eriksson K.",Am J Sports Med,2014,10.1177/0363546514526139,PubMed/MEDLINE
108,24582053,Reduction of tunnel enlargement with use of autologous ruptured tissue in anterior cruciate ligament reconstruction: a pilot clinical trial,"Matsumoto T, Kuroda R, Matsushita T, Araki D, Hoshino Y, Nagamune K, Kurosaka M.",Arthroscopy,2014,10.1016/j.arthro.2013.12.014,PubMed/MEDLINE
109,24560350,Shockwave therapy improves anterior cruciate ligament reconstruction,"Wang CJ, Ko JY, Chou WY, Hsu SL, Ko SF, Huang CC, Chang HW.",J Surg Res,2014,10.1016/j.jss.2014.01.050,PubMed/MEDLINE
110,24531357,Role of gracilis harvesting in four-strand hamstring tendon anterior cruciate ligament reconstruction: a double-blinded prospective randomized clinical trial,"Karimi-Mobarakeh M, Mardani-Kivi M, Mortazavi A, Saheb-Ekhtiari K, Hashemi-Motlagh K.",Knee Surg Sports Traumatol Arthrosc,2015,10.1007/s00167-014-2890-z,PubMed/MEDLINE
111,24005332,Femoral fixation of hamstring tendon grafts in ACL reconstructions: the 2-year follow-up results of a prospective randomized controlled study,"Gifstad T, Drogset JO, Grøntvedt T, Hortemo GS.",Knee Surg Sports Traumatol Arthrosc,2014,10.1007/s00167-013-2652-3,PubMed/MEDLINE
112,24001575,Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial,"McRae S, Leiter J, McCormack R, Old J, MacDonald P.",Am J Sports Med,2013,10.1177/0363546513499140,PubMed/MEDLINE
113,23949133,[Knee laxity in anterior cruciate ligament reconstruction. The influence of graft rotation using interference screw fixation],"Offerhaus C, Balke M, Braas M, Pennig D, Gick S, Höher J.",Unfallchirurg,2014,10.1007/s00113-013-2420-3,PubMed/MEDLINE
114,23921339,A prospective randomized study comparing double- and single-bundle techniques for anterior cruciate ligament reconstruction,"Ahldén M, Sernert N, Karlsson J, Kartus J.",Am J Sports Med,2013,10.1177/0363546513497926,PubMed/MEDLINE
115,23793303,Prospective clinical comparisons of semitendinosus versus semitendinosus and gracilis tendon autografts for anatomic double-bundle anterior cruciate ligament reconstruction,"Inagaki Y, Kondo E, Kitamura N, Onodera J, Yagi T, Tanaka Y, Yasuda K.",J Orthop Sci,2013,10.1007/s00776-013-0427-9,PubMed/MEDLINE
116,23698210,Nanohydroxyapatite-based bone graft substitute in tunnel enlargement after ACL surgery: RMN study,"Iorio R, Di Sanzo V, Vadalà A, Mazza D, Valeo L, Messano GA, Redler A, Iorio C, Bolle G, Conteduca F, Ferretti A.",Clin Ter,2013,10.7417/CT.2013.1540,PubMed/MEDLINE
117,23579334,The effects of early aggressive rehabilitation on outcomes after anterior cruciate ligament reconstruction using autologous hamstring tendon: a randomized clinical trial,"Christensen JC, Goldfine LR, West HS.",J Sport Rehabil,2013,10.1123/jsr.22.3.191,PubMed/MEDLINE
118,23460328,The effect of early whole-body vibration therapy on neuromuscular control after anterior cruciate ligament reconstruction: a randomized controlled trial,"Fu CL, Yung SH, Law KY, Leung KH, Lui PY, Siu HK, Chan KM.",Am J Sports Med,2013,10.1177/0363546513476473,PubMed/MEDLINE
119,23423316,Open kinetic chain exercises in a restricted range of motion after anterior cruciate ligament reconstruction: a randomized controlled clinical trial,"Fukuda TY, Fingerhut D, Moreira VC, Camarini PM, Scodeller NF, Duarte A Jr, Martinelli M, Bryk FF.",Am J Sports Med,2013,10.1177/0363546513476482,PubMed/MEDLINE
120,23307675,The impact of platelet-rich plasma on the prevention of tunnel widening in anterior cruciate ligament reconstruction using quadrupled autologous hamstring tendon: a randomised clinical trial,"Mirzatolooei F, Alamdari MT, Khalkhali HR.",Bone Joint J,2013,10.1302/0301-620X.95B1.30487,PubMed/MEDLINE
121,23276416,Does press-fit technique reduce tunnel volume enlargement after anterior cruciate ligament reconstruction with autologous hamstring tendons? A prospective randomized computed tomography study,"Hwang DH, Shetty GM, Kim JI, Kwon JH, Song JK, Muñoz M, Lee JS, Nha KW.",Arthroscopy,2013,10.1016/j.arthro.2012.07.007,PubMed/MEDLINE
122,23276415,Randomized controlled trial of osteoconductive fixation screws for anterior cruciate ligament reconstruction: a comparison of the Calaxo and Milagro screws,"Bourke HE, Salmon LJ, Waller A, Winalski CS, Williams HA, Linklater JM, Vasanji A, Roe JP, Pinczewski LA.",Arthroscopy,2013,10.1016/j.arthro.2012.10.021,PubMed/MEDLINE
123,23268821,Comparison of short term clinical outcomes between transtibial and transportal TransFix® femoral fixation in hamstring ACL reconstruction,Mirzatolooei F.,Acta Orthop Traumatol Turc,2012,10.3944/aott.2012.2679,PubMed/MEDLINE
124,23242378,The effect of remnant preservation on tibial tunnel enlargement in ACL reconstruction with hamstring autograft: a prospective randomized controlled trial,"Zhang Q, Zhang S, Cao X, Liu L, Liu Y, Li R.",Knee Surg Sports Traumatol Arthrosc,2014,10.1007/s00167-012-2341-7,PubMed/MEDLINE
