Study ID,PMID,Graft Type,Title,,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Link
Zaffagnini (2023),37005946,HT,The 25-year experience of over-the-top ACL reconstruction plus extra-articular lateral tenodesis with hamstring tendon grafts: the story so far,Zaffagnini (2023),"Zaffagnini S, Lucidi GA, Macchiarola L, Agostinone P, Neri MP, Marcacci M, Grassi A.",J Exp Orthop. 2023 Apr 1;10(1):36. doi: 10.1186/s40634-023-00599-8.,Zaffagnini S,J Exp Orthop,2023,4/3/2023,PMC10067780,,10.1186/s40634-023-00599-8,Zaffagnini (2023)
Shultz (2024),36960920,QT,"Nonoperative Management, Repair, or Reconstruction of the Medial Collateral Ligament in Combined Anterior Cruciate and Medial Collateral Ligament Injuries-Which Is Best? A Systematic Review and Meta-analysis",Shultz (2024),"Shultz CL, Poehlein E, Morriss NJ, Green CL, Hu J, Lander S, Amoo-Achampong K, Lau BC.",Am J Sports Med. 2024 Feb;52(2):522-534. doi: 10.1177/03635465231153157. Epub 2023 Mar 24.,Shultz CL,Am J Sports Med,2024,3/24/2023,,,10.1177/03635465231153157,Shultz (2024)
Marx (2023),36646171,QT,Graft choices for paediatric anterior cruciate ligament reconstruction: State of the art,Marx (2023),"Marx RG, Hsu J, Fink C, Eriksson K, Vincent A, van der Merwe WM.",J ISAKOS. 2023 Jun;8(3):145-152. doi: 10.1016/j.jisako.2023.01.001. Epub 2023 Jan 14.,Marx RG,J ISAKOS,2023,1/16/2023,,,10.1016/j.jisako.2023.01.001,Marx (2023)
Marx (2023),36646171,HT,Graft choices for paediatric anterior cruciate ligament reconstruction: State of the art,Marx (2023),"Marx RG, Hsu J, Fink C, Eriksson K, Vincent A, van der Merwe WM.",J ISAKOS. 2023 Jun;8(3):145-152. doi: 10.1016/j.jisako.2023.01.001. Epub 2023 Jan 14.,Marx RG,J ISAKOS,2023,1/16/2023,,,10.1016/j.jisako.2023.01.001,Marx (2023)
Marx (2023),36646171,BPTB,Graft choices for paediatric anterior cruciate ligament reconstruction: State of the art,Marx (2023),"Marx RG, Hsu J, Fink C, Eriksson K, Vincent A, van der Merwe WM.",J ISAKOS. 2023 Jun;8(3):145-152. doi: 10.1016/j.jisako.2023.01.001. Epub 2023 Jan 14.,Marx RG,J ISAKOS,2023,1/16/2023,,,10.1016/j.jisako.2023.01.001,Marx (2023)
Li (2023),36642768,HT,Failure modes after anterior cruciate ligament reconstruction: a systematic review and meta-analysis,Li (2023),"Li X, Yan L, Li D, Fan Z, Liu H, Wang G, Jiu J, Yang Z, Li JJ, Wang B.",Int Orthop. 2023 Mar;47(3):719-734. doi: 10.1007/s00264-023-05687-z. Epub 2023 Jan 16.,Li X,Int Orthop,2023,1/15/2023,,,10.1007/s00264-023-05687-z,Li (2023)
Li (2023),36642768,BPTB,Failure modes after anterior cruciate ligament reconstruction: a systematic review and meta-analysis,Li (2023),"Li X, Yan L, Li D, Fan Z, Liu H, Wang G, Jiu J, Yang Z, Li JJ, Wang B.",Int Orthop. 2023 Mar;47(3):719-734. doi: 10.1007/s00264-023-05687-z. Epub 2023 Jan 16.,Li X,Int Orthop,2023,1/15/2023,,,10.1007/s00264-023-05687-z,Li (2023)
Andrez (2022),36561474,QT,GRAFTS FOR ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION: SYSTEMATIC REVIEW AND META-ANALYSIS,Andrez (2022),"Andrez TN, Chagas JBM, D'Oliveira LB.",Acta Ortop Bras. 2022 Dec 16;30(6):e256048. doi: 10.1590/1413-785220223006e256048. eCollection 2022.,Andrez TN,Acta Ortop Bras,2022,12/23/2022,PMC9757723,,10.1590/1413-785220223006e256048,Andrez (2022)
Andrez (2022),36561474,HT,GRAFTS FOR ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION: SYSTEMATIC REVIEW AND META-ANALYSIS,Andrez (2022),"Andrez TN, Chagas JBM, D'Oliveira LB.",Acta Ortop Bras. 2022 Dec 16;30(6):e256048. doi: 10.1590/1413-785220223006e256048. eCollection 2022.,Andrez TN,Acta Ortop Bras,2022,12/23/2022,PMC9757723,,10.1590/1413-785220223006e256048,Andrez (2022)
Chang (2023),36462633,HT,Comparison of failure rates and functional outcomes between hamstring autografts and hybrid grafts in anterior cruciate ligament reconstruction: A systematic review and meta-analysis,Chang (2023),"Chang MJ, Choi YS, Shin JH, Yoon TH, Kim TW, Chang CB, Kang SB.",Orthop Traumatol Surg Res. 2023 Oct;109(6):103499. doi: 10.1016/j.otsr.2022.103499. Epub 2022 Nov 30.,Chang MJ,Orthop Traumatol Surg Res,2023,12/3/2022,,,10.1016/j.otsr.2022.103499,Chang (2023)
Sollberger (2023),36441213,HT,Long-term results after anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon autograft with a minimum follow-up of 10 years-a systematic review,Sollberger (2023),"Sollberger VD, Korthaus A, Barg A, Pagenstert G.",Arch Orthop Trauma Surg. 2023 Jul;143(7):4277-4289. doi: 10.1007/s00402-022-04687-9. Epub 2022 Nov 28.,Sollberger VD,Arch Orthop Trauma Surg,2023,11/28/2022,PMC10293370,,10.1007/s00402-022-04687-9,Sollberger (2023)
Sollberger (2023),36441213,BPTB,Long-term results after anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon autograft with a minimum follow-up of 10 years-a systematic review,Sollberger (2023),"Sollberger VD, Korthaus A, Barg A, Pagenstert G.",Arch Orthop Trauma Surg. 2023 Jul;143(7):4277-4289. doi: 10.1007/s00402-022-04687-9. Epub 2022 Nov 28.,Sollberger VD,Arch Orthop Trauma Surg,2023,11/28/2022,PMC10293370,,10.1007/s00402-022-04687-9,Sollberger (2023)
Turati (2023),36307618,BPTB,Clinical outcomes and complications after anterior cruciate ligament reconstruction with bone-patellar tendon-bone in patient Tanner 3 and 4: a systematic review,Turati (2023),"Turati M, Caliandro M, Gaddi D, Piatti M, Rigamonti L, Zanchi N, Di Benedetto P, Boerci L, Catalano M, Zatti G, Ollivier M, Bigoni M.",Eur J Orthop Surg Traumatol. 2023 Aug;33(6):2191-2199. doi: 10.1007/s00590-022-03402-z. Epub 2022 Oct 29.,Turati M,Eur J Orthop Surg Traumatol,2023,10/28/2022,PMC10368545,,10.1007/s00590-022-03402-z,Turati (2023)
Singh (2023),36255474,QT,Less than 1% risk of donor-site quadriceps tendon rupture post-ACL reconstruction with quadriceps tendon autograft: a systematic review,Singh (2023),"Singh H, Glassman I, Sheean A, Hoshino Y, Nagai K, de Sa D.",Knee Surg Sports Traumatol Arthrosc. 2023 Feb;31(2):572-585. doi: 10.1007/s00167-022-07175-0. Epub 2022 Oct 18.,Singh H,Knee Surg Sports Traumatol Arthrosc,2023,10/18/2022,,,10.1007/s00167-022-07175-0,Singh (2023)
Pioger (2022),36255278,HT,Clinical Outcomes After Combined ACL and Anterolateral Ligament Reconstruction Versus Isolated ACL Reconstruction With Bone-Patellar Tendon-Bone Grafts: A Matched-Pair Analysis of 2018 Patients From the SANTI Study Group,Pioger (2022),"Pioger C, Gousopoulos L, Hopper GP, Vieira TD, Campos JP, El Helou A, Philippe C, Saithna A, Sonnery-Cottet B.",Am J Sports Med. 2022 Nov;50(13):3493-3501. doi: 10.1177/03635465221128261. Epub 2022 Oct 18.,Pioger C,Am J Sports Med,2022,10/18/2022,,,10.1177/03635465221128261,Pioger (2022)
Pioger (2022),36255278,BPTB,Clinical Outcomes After Combined ACL and Anterolateral Ligament Reconstruction Versus Isolated ACL Reconstruction With Bone-Patellar Tendon-Bone Grafts: A Matched-Pair Analysis of 2018 Patients From the SANTI Study Group,Pioger (2022),"Pioger C, Gousopoulos L, Hopper GP, Vieira TD, Campos JP, El Helou A, Philippe C, Saithna A, Sonnery-Cottet B.",Am J Sports Med. 2022 Nov;50(13):3493-3501. doi: 10.1177/03635465221128261. Epub 2022 Oct 18.,Pioger C,Am J Sports Med,2022,10/18/2022,,,10.1177/03635465221128261,Pioger (2022)
Abdel (2022),36178393,QT,Both low and high knee flexion angles during tibial graft fixation yield comparable outcomes following ACL reconstruction with quadriceps tendon autograft: A systematic review,Abdel (2022),"Abdel Khalik H, Lameire DL, Kay J, Tapasvi SR, Samuelsson K, de Sa D.",J ISAKOS. 2022 Jun;7(3):24-32. doi: 10.1016/j.jisako.2022.01.003. Epub 2022 Jan 25.,Abdel Khalik H,J ISAKOS,2022,9/30/2022,,,10.1016/j.jisako.2022.01.003,Abdel (2022)
Abdel (2022),36178393,HT,Both low and high knee flexion angles during tibial graft fixation yield comparable outcomes following ACL reconstruction with quadriceps tendon autograft: A systematic review,Abdel (2022),"Abdel Khalik H, Lameire DL, Kay J, Tapasvi SR, Samuelsson K, de Sa D.",J ISAKOS. 2022 Jun;7(3):24-32. doi: 10.1016/j.jisako.2022.01.003. Epub 2022 Jan 25.,Abdel Khalik H,J ISAKOS,2022,9/30/2022,,,10.1016/j.jisako.2022.01.003,Abdel (2022)
Chalidis (2022),36157796,HT,Graft choices for anterolateral ligament knee reconstruction surgery: Current concepts,Chalidis (2022),"Chalidis B, Pitsilos C, Kitridis D, Givissis P.",World J Clin Cases. 2022 Aug 26;10(24):8463-8473. doi: 10.12998/wjcc.v10.i24.8463.,Chalidis B,World J Clin Cases,2022,9/26/2022,PMC9453348,,10.12998/wjcc.v10.i24.8463,Chalidis (2022)
Nie (2022),36137116,HT,Femoral fixation methods for hamstring graft in anterior cruciate ligament reconstruction: A network meta-analysis of controlled clinical trials,Nie (2022),"Nie S, Zhou S, Huang W.",PLoS One. 2022 Sep 22;17(9):e0275097. doi: 10.1371/journal.pone.0275097. eCollection 2022.,Nie S,PLoS One,2022,9/22/2022,PMC9499312,,10.1371/journal.pone.0275097,Nie (2022)
Nakanishi (2022),36122878,HT,The incidence of tibial tunnel coalition is higher than femoral tunnel coalition in double-bundle anterior cruciate ligament reconstruction using hamstring autografts: A systematic review,Nakanishi (2022),"Nakanishi Y, Nagai K, Kay J, Zakharia A, Nukuto K, Hoshino Y, Matsushita T, Kuroda R, de Sa D.",Orthop Traumatol Surg Res. 2022 Dec;108(8):103407. doi: 10.1016/j.otsr.2022.103407. Epub 2022 Sep 17.,Nakanishi Y,Orthop Traumatol Surg Res,2022,9/19/2022,,,10.1016/j.otsr.2022.103407,Nakanishi (2022)
Clinger (2022),36096362,QT,Quadriceps tendon autograft for anterior cruciate ligament reconstruction: state of the art,Clinger (2022),"Clinger B, Xerogeanes J, Feller J, Fink C, Runer A, Richter D, Wascher D.",J ISAKOS. 2022 Dec;7(6):162-172. doi: 10.1016/j.jisako.2022.08.010. Epub 2022 Sep 9.,Clinger B,J ISAKOS,2022,9/12/2022,,,10.1016/j.jisako.2022.08.010,Clinger (2022)
Clinger (2022),36096362,HT,Quadriceps tendon autograft for anterior cruciate ligament reconstruction: state of the art,Clinger (2022),"Clinger B, Xerogeanes J, Feller J, Fink C, Runer A, Richter D, Wascher D.",J ISAKOS. 2022 Dec;7(6):162-172. doi: 10.1016/j.jisako.2022.08.010. Epub 2022 Sep 9.,Clinger B,J ISAKOS,2022,9/12/2022,,,10.1016/j.jisako.2022.08.010,Clinger (2022)
Clinger (2022),36096362,BPTB,Quadriceps tendon autograft for anterior cruciate ligament reconstruction: state of the art,Clinger (2022),"Clinger B, Xerogeanes J, Feller J, Fink C, Runer A, Richter D, Wascher D.",J ISAKOS. 2022 Dec;7(6):162-172. doi: 10.1016/j.jisako.2022.08.010. Epub 2022 Sep 9.,Clinger B,J ISAKOS,2022,9/12/2022,,,10.1016/j.jisako.2022.08.010,Clinger (2022)
Hoge (2022),35721585,HT,Outcomes Following Anterior Cruciate Ligament Reconstruction with Patellar Tendon vs Hamstring Autografts: A Systematic Review of Randomized Controlled Trials with a Mean Follow-up of 15 Years,Hoge (2022),"Hoge CG, Matar RN, Khalil LS, Buchan JA, Johnson CM, Grawe BM.",Arch Bone Jt Surg. 2022 Apr;10(4):311-319. doi: 10.22038/ABJS.2021.53662.2668.,Hoge CG,Arch Bone Jt Surg,2022,6/20/2022,PMC9169734,,10.22038/ABJS.2021.53662.2668,Hoge (2022)
Hoge (2022),35721585,BPTB,Outcomes Following Anterior Cruciate Ligament Reconstruction with Patellar Tendon vs Hamstring Autografts: A Systematic Review of Randomized Controlled Trials with a Mean Follow-up of 15 Years,Hoge (2022),"Hoge CG, Matar RN, Khalil LS, Buchan JA, Johnson CM, Grawe BM.",Arch Bone Jt Surg. 2022 Apr;10(4):311-319. doi: 10.22038/ABJS.2021.53662.2668.,Hoge CG,Arch Bone Jt Surg,2022,6/20/2022,PMC9169734,,10.22038/ABJS.2021.53662.2668,Hoge (2022)
Dhillon (2022),35669018,QT,Paediatric Anterior Cruciate Ligament (ACL) Injuries: Current Concepts Review,Dhillon (2022),"Dhillon MS, Rangasamy K, Rajnish RK, Gopinathan NR.",Indian J Orthop. 2022 Apr 9;56(6):952-962. doi: 10.1007/s43465-022-00611-w. eCollection 2022 Jun.,Dhillon MS,Indian J Orthop,2022,6/7/2022,PMC9123120,,10.1007/s43465-022-00611-w,Dhillon (2022)
Dhillon (2022),35669018,HT,Paediatric Anterior Cruciate Ligament (ACL) Injuries: Current Concepts Review,Dhillon (2022),"Dhillon MS, Rangasamy K, Rajnish RK, Gopinathan NR.",Indian J Orthop. 2022 Apr 9;56(6):952-962. doi: 10.1007/s43465-022-00611-w. eCollection 2022 Jun.,Dhillon MS,Indian J Orthop,2022,6/7/2022,PMC9123120,,10.1007/s43465-022-00611-w,Dhillon (2022)
Robinson (2022),35638209,HT,Single-stage repair of displaced bucket-handle meniscal tears with anterior cruciate ligament reconstruction leads to good meniscal survivorship : a retrospective cohort study,Robinson (2022),"Robinson JR, Bruce D, Davies H, Porteous AJ, Murray JRD, Howells NR.",Bone Joint J. 2022 Jun;104-B(6):680-686. doi: 10.1302/0301-620X.104B6.BJJ-2021-1340.R2.,Robinson JR,Bone Joint J,2022,5/31/2022,,,10.1302/0301-620X.104B6.BJJ-2021-1340.R2,Robinson (2022)
Hurley (2022),35543668,QT,Quadriceps tendon has a lower re-rupture rate than hamstring tendon autograft for anterior cruciate ligament reconstruction - A meta-analysis,Hurley (2022),"Hurley ET, Mojica ES, Kanakamedala AC, Meislin RJ, Strauss EJ, Campbell KA, Alaia MJ.",J ISAKOS. 2022 Apr;7(2):87-93. doi: 10.1016/j.jisako.2021.10.001. Epub 2021 Nov 17.,Hurley ET,J ISAKOS,2022,5/11/2022,,,10.1016/j.jisako.2021.10.001,Hurley (2022)
Hurley (2022),35543668,HT,Quadriceps tendon has a lower re-rupture rate than hamstring tendon autograft for anterior cruciate ligament reconstruction - A meta-analysis,Hurley (2022),"Hurley ET, Mojica ES, Kanakamedala AC, Meislin RJ, Strauss EJ, Campbell KA, Alaia MJ.",J ISAKOS. 2022 Apr;7(2):87-93. doi: 10.1016/j.jisako.2021.10.001. Epub 2021 Nov 17.,Hurley ET,J ISAKOS,2022,5/11/2022,,,10.1016/j.jisako.2021.10.001,Hurley (2022)
Rivera-Brown (2022),35411690,QT,Evidence for isokinetic and functional testing in return to sport decisions following ACL surgery,Rivera-Brown (2022),"Rivera-Brown AM, Frontera WR, Fontánez R, Micheo WF.",PM R. 2022 May;14(5):678-690. doi: 10.1002/pmrj.12815. Epub 2022 May 10.,Rivera-Brown AM,PM R,2022,4/12/2022,,,10.1002/pmrj.12815,Rivera-Brown (2022)
Etzel (2022),35343326,HT,Graft Choice for Anterior Cruciate Ligament Reconstruction in Women Aged 25 Years and Younger: A Systematic Review,Etzel (2022),"Etzel CM, Nadeem M, Gao B, Boduch AN, Owens BD.",Sports Health. 2022 Nov-Dec;14(6):829-841. doi: 10.1177/19417381221079632. Epub 2022 Mar 27.,Etzel CM,Sports Health,2022,3/28/2022,PMC9631041,,10.1177/19417381221079632,Etzel (2022)
Etzel (2022),35343326,BPTB,Graft Choice for Anterior Cruciate Ligament Reconstruction in Women Aged 25 Years and Younger: A Systematic Review,Etzel (2022),"Etzel CM, Nadeem M, Gao B, Boduch AN, Owens BD.",Sports Health. 2022 Nov-Dec;14(6):829-841. doi: 10.1177/19417381221079632. Epub 2022 Mar 27.,Etzel CM,Sports Health,2022,3/28/2022,PMC9631041,,10.1177/19417381221079632,Etzel (2022)
Zhu (2022),35127959,BPTB,Effects of Platelet-Rich Plasma on Clinical Outcomes After Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,Zhu (2022),"Zhu T, Zhou J, Hwang J, Xu X.",Orthop J Sports Med. 2022 Jan 31;10(1):23259671211061535. doi: 10.1177/23259671211061535. eCollection 2022 Jan.,Zhu T,Orthop J Sports Med,2022,2/7/2022,PMC8811441,,10.1177/23259671211061535,Zhu (2022)
Fan (2022),35037693,QT,Delayed versus Accelerated Weight-bearing Rehabilitation Protocol Following Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,Fan (2022),"Fan Z, Yan J, Zhou Z, Gao Y, Tang J, Li Y, Zhang Z, Yang M, Lv J.",J Rehabil Med. 2022 Feb 14;54:jrm00260. doi: 10.2340/jrm.v53.1438.,Fan Z,J Rehabil Med,2022,1/17/2022,PMC8892302,,10.2340/jrm.v53.1438,Fan (2022)
Grassi (2022),35024368,BPTB,Clinical Outcomes and Osteoarthritis at Very Long-term Follow-up After ACL Reconstruction: A Systematic Review and Meta-analysis,Grassi (2022),"Grassi A, Pizza N, Al-Zu'bi BBH, Fabbro GD, Lucidi GA, Zaffagnini S.",Orthop J Sports Med. 2022 Jan 7;10(1):23259671211062238. doi: 10.1177/23259671211062238. eCollection 2022 Jan.,Grassi A,Orthop J Sports Med,2022,1/13/2022,PMC8743946,,10.1177/23259671211062238,Grassi (2022)
Devana (2022),34970713,QT,"Disparities in ACL Reconstruction: the Influence of Gender and Race on Incidence, Treatment, and Outcomes",Devana (2022),"Devana SK, Solorzano C, Nwachukwu B, Jones KJ.",Curr Rev Musculoskelet Med. 2022 Feb;15(1):1-9. doi: 10.1007/s12178-021-09736-1. Epub 2021 Dec 31.,Devana SK,Curr Rev Musculoskelet Med,2022,12/31/2021,PMC8804118,,10.1007/s12178-021-09736-1,Devana (2022)
Boden (2022),34951064,QT,Mechanism of non-contact ACL injury: OREF Clinical Research Award 2021,Boden (2022),"Boden BP, Sheehan FT.",J Orthop Res. 2022 Mar;40(3):531-540. doi: 10.1002/jor.25257. Epub 2022 Jan 6.,Boden BP,J Orthop Res,2022,12/24/2021,PMC8858885,NIHMS1767294,10.1002/jor.25257,Boden (2022)
Bhimani (2021),34949188,HT,Transportal versus all-inside techniques of anterior cruciate ligament reconstruction: a systematic review,Bhimani (2021),"Bhimani R, Shahriarirad R, Ranjbar K, Erfani A, Ashkani-Esfahani S.",J Orthop Surg Res. 2021 Dec 23;16(1):734. doi: 10.1186/s13018-021-02872-x.,Bhimani R,J Orthop Surg Res,2021,12/24/2021,PMC8705139,,10.1186/s13018-021-02872-x,Bhimani (2021)
Zhang (2022),34942315,QT,Quadriceps Tendon Anterior Cruciate Ligament Reconstruction: A Systematic Review of Postoperative Rehabilitation and Complication Profiles,Zhang (2022),"Zhang K, Beshay T, Murphy B, Sheean A, de Sa D.",Arthroscopy. 2022 Jun;38(6):2062-2072.e1. doi: 10.1016/j.arthro.2021.12.020. Epub 2021 Dec 21.,Zhang K,Arthroscopy,2022,12/23/2021,,,10.1016/j.arthro.2021.12.020,Zhang (2022)
Cristiani (2022),34617125,QT,"Age, time from injury to surgery and hop performance after primary ACLR affect the risk of contralateral ACLR",Cristiani (2022),"Cristiani R, Forssblad M, Edman G, Eriksson K, Stålman A.",Knee Surg Sports Traumatol Arthrosc. 2022 May;30(5):1828-1835. doi: 10.1007/s00167-021-06759-6. Epub 2021 Oct 7.,Cristiani R,Knee Surg Sports Traumatol Arthrosc,2022,10/7/2021,PMC9033698,,10.1007/s00167-021-06759-6,Cristiani (2022)
Cristiani (2022),34617125,HT,"Age, time from injury to surgery and hop performance after primary ACLR affect the risk of contralateral ACLR",Cristiani (2022),"Cristiani R, Forssblad M, Edman G, Eriksson K, Stålman A.",Knee Surg Sports Traumatol Arthrosc. 2022 May;30(5):1828-1835. doi: 10.1007/s00167-021-06759-6. Epub 2021 Oct 7.,Cristiani R,Knee Surg Sports Traumatol Arthrosc,2022,10/7/2021,PMC9033698,,10.1007/s00167-021-06759-6,Cristiani (2022)
Everhart (2022),34591691,HT,Twenty-Year Outcomes After Anterior Cruciate Ligament Reconstruction: A Systematic Review of Prospectively Collected Data,Everhart (2022),"Everhart JS, Yalcin S, Spindler KP.",Am J Sports Med. 2022 Aug;50(10):2842-2852. doi: 10.1177/03635465211027302. Epub 2021 Sep 30.,Everhart JS,Am J Sports Med,2022,9/30/2021,,,10.1177/03635465211027302,Everhart (2022)
Everhart (2022),34591691,BPTB,Twenty-Year Outcomes After Anterior Cruciate Ligament Reconstruction: A Systematic Review of Prospectively Collected Data,Everhart (2022),"Everhart JS, Yalcin S, Spindler KP.",Am J Sports Med. 2022 Aug;50(10):2842-2852. doi: 10.1177/03635465211027302. Epub 2021 Sep 30.,Everhart JS,Am J Sports Med,2022,9/30/2021,,,10.1177/03635465211027302,Everhart (2022)
Haybäck (2022),34536121,QT,Failure rates of common grafts used in ACL reconstructions: a systematic review of studies published in the last decade,Haybäck (2022),"Haybäck G, Raas C, Rosenberger R.",Arch Orthop Trauma Surg. 2022 Nov;142(11):3293-3299. doi: 10.1007/s00402-021-04147-w. Epub 2021 Sep 18.,Haybäck G,Arch Orthop Trauma Surg,2022,9/18/2021,PMC9522752,,10.1007/s00402-021-04147-w,Haybäck (2022)
Haybäck (2022),34536121,HT,Failure rates of common grafts used in ACL reconstructions: a systematic review of studies published in the last decade,Haybäck (2022),"Haybäck G, Raas C, Rosenberger R.",Arch Orthop Trauma Surg. 2022 Nov;142(11):3293-3299. doi: 10.1007/s00402-021-04147-w. Epub 2021 Sep 18.,Haybäck G,Arch Orthop Trauma Surg,2022,9/18/2021,PMC9522752,,10.1007/s00402-021-04147-w,Haybäck (2022)
Haybäck (2022),34536121,BPTB,Failure rates of common grafts used in ACL reconstructions: a systematic review of studies published in the last decade,Haybäck (2022),"Haybäck G, Raas C, Rosenberger R.",Arch Orthop Trauma Surg. 2022 Nov;142(11):3293-3299. doi: 10.1007/s00402-021-04147-w. Epub 2021 Sep 18.,Haybäck G,Arch Orthop Trauma Surg,2022,9/18/2021,PMC9522752,,10.1007/s00402-021-04147-w,Haybäck (2022)
Dai (2022),34494906,QT,Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,Dai (2022),"Dai W, Leng X, Wang J, Cheng J, Hu X, Ao Y.",Am J Sports Med. 2022 Oct;50(12):3425-3439. doi: 10.1177/03635465211030259. Epub 2021 Sep 8.,Dai W,Am J Sports Med,2022,9/8/2021,,,10.1177/03635465211030259,Dai (2022)
Dai (2022),34494906,HT,Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,Dai (2022),"Dai W, Leng X, Wang J, Cheng J, Hu X, Ao Y.",Am J Sports Med. 2022 Oct;50(12):3425-3439. doi: 10.1177/03635465211030259. Epub 2021 Sep 8.,Dai W,Am J Sports Med,2022,9/8/2021,,,10.1177/03635465211030259,Dai (2022)
Dai (2022),34494906,BPTB,Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,Dai (2022),"Dai W, Leng X, Wang J, Cheng J, Hu X, Ao Y.",Am J Sports Med. 2022 Oct;50(12):3425-3439. doi: 10.1177/03635465211030259. Epub 2021 Sep 8.,Dai W,Am J Sports Med,2022,9/8/2021,,,10.1177/03635465211030259,Dai (2022)
Tan (2022),34470509,QT,Quadriceps Tendon Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,Tan (2022),"Tan TK, Subramaniam AG, Ebert JR, Radic R.",Am J Sports Med. 2022 Dec;50(14):3974-3986. doi: 10.1177/03635465211033995. Epub 2021 Sep 2.,Tan TK,Am J Sports Med,2022,9/2/2021,,,10.1177/03635465211033995,Tan (2022)
Tan (2022),34470509,HT,Quadriceps Tendon Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,Tan (2022),"Tan TK, Subramaniam AG, Ebert JR, Radic R.",Am J Sports Med. 2022 Dec;50(14):3974-3986. doi: 10.1177/03635465211033995. Epub 2021 Sep 2.,Tan TK,Am J Sports Med,2022,9/2/2021,,,10.1177/03635465211033995,Tan (2022)
Lucena (2022),34431012,HT,Iliotibial band autograft is a suitable alternative graft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis of outcomes,Lucena (2022),"Lucena T, Cavaignac M, Marot V, Courtot L, Lutz C, Bérard E, Cavaignac E.",Knee Surg Sports Traumatol Arthrosc. 2022 May;30(5):1679-1690. doi: 10.1007/s00167-021-06701-w. Epub 2021 Aug 24.,Lucena T,Knee Surg Sports Traumatol Arthrosc,2022,8/25/2021,,,10.1007/s00167-021-06701-w,Lucena (2022)
Lucena (2022),34431012,BPTB,Iliotibial band autograft is a suitable alternative graft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis of outcomes,Lucena (2022),"Lucena T, Cavaignac M, Marot V, Courtot L, Lutz C, Bérard E, Cavaignac E.",Knee Surg Sports Traumatol Arthrosc. 2022 May;30(5):1679-1690. doi: 10.1007/s00167-021-06701-w. Epub 2021 Aug 24.,Lucena T,Knee Surg Sports Traumatol Arthrosc,2022,8/25/2021,,,10.1007/s00167-021-06701-w,Lucena (2022)
Fan (2021),34348750,BPTB,Patellar tendon versus artificial grafts in anterior cruciate ligament reconstruction: a systematic review and meta-analysis,Fan (2021),"Fan D, Ma J, Zhang L.",J Orthop Surg Res. 2021 Aug 4;16(1):478. doi: 10.1186/s13018-021-02624-x.,Fan D,J Orthop Surg Res,2021,8/5/2021,PMC8336077,,10.1186/s13018-021-02624-x,Fan (2021)
Bergeron (2022),34310176,HT,Return to Baseline Physical Activity After Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Randomized Controlled Trials,Bergeron (2022),"Bergeron JJ, Sercia QP, Drager J, Pelet S, Belzile EL.",Am J Sports Med. 2022 Jul;50(8):2292-2303. doi: 10.1177/03635465211017522. Epub 2021 Jul 26.,Bergeron JJ,Am J Sports Med,2022,7/26/2021,PMC9227950,,10.1177/03635465211017522,Bergeron (2022)
Bergeron (2022),34310176,BPTB,Return to Baseline Physical Activity After Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Randomized Controlled Trials,Bergeron (2022),"Bergeron JJ, Sercia QP, Drager J, Pelet S, Belzile EL.",Am J Sports Med. 2022 Jul;50(8):2292-2303. doi: 10.1177/03635465211017522. Epub 2021 Jul 26.,Bergeron JJ,Am J Sports Med,2022,7/26/2021,PMC9227950,,10.1177/03635465211017522,Bergeron (2022)
Krebs (2021),33621648,HT,Generalized Joint Laxity Is Associated With Increased Failure Rates of Primary Anterior Cruciate Ligament Reconstructions: A Systematic Review,Krebs (2021),"Krebs NM, Barber-Westin S, Noyes FR.",Arthroscopy. 2021 Jul;37(7):2337-2347. doi: 10.1016/j.arthro.2021.02.021. Epub 2021 Feb 20.,Krebs NM,Arthroscopy,2021,2/23/2021,,,10.1016/j.arthro.2021.02.021,Krebs (2021)
