id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,Beard DJ (2001),PubMed,"Beard DJ, Anderson JL, Davies S, Price AJ, Dodd CA.",Beard,Hamstrings vs. patella tendon for anterior cruciate ligament reconstruction: a randomised controlled trial,Hamstrings vs. patella tendon for a,2001,10.1016/s0968-0160(01)00062-x,Knee,Beard2001,,,
,Mikkelsen C (2000),PubMed,"Mikkelsen C, Werner S, Eriksson E.",Mikkelsen,Closed kinetic chain alone compared to combined open and closed kinetic chain exercises for quadriceps strengthening after anterior cruciate ligament reconstruction with respect to return to sports: a prospective matched follow-up study,Closed kinetic chain alone compared,2000,10.1007/s001670000143,Knee Surg Sports Traumatol Arthrosc,Mikkelsen2000,,,
,Simonian PT (2000),PubMed,"Simonian PT, Erickson MS, Larson RV, O'kane JW.",Simonian,Tunnel expansion after hamstring anterior cruciate ligament reconstruction with 1-incision EndoButton femoral fixation,Tunnel expansion after hamstring an,2000,10.1053/jars.2000.4635,Arthroscopy,Simonian2000,,,
,JÃ¸rgensen U (2000),PubMed,"JÃ¸rgensen U, Thomsen HS.",JÃ¸rgensen,"Behavior of the graft within the bone tunnels following anterior cruciate ligament reconstruction, studied by cinematic magnetic resonance imaging",Behavior of the graft within the bo,2000,10.1007/s001670050007,Knee Surg Sports Traumatol Arthrosc,JÃ¸rgensen2000,,,
,Clatworthy MG (1999),PubMed,"Clatworthy MG, Annear P, Bulow JU, Bartlett RJ.",Clatworthy,Tunnel widening in anterior cruciate ligament reconstruction: a prospective evaluation of hamstring and patella tendon grafts,Tunnel widening in anterior cruciat,1999,10.1007/s001670050138,Knee Surg Sports Traumatol Arthrosc,Clatworthy1999,,,
,KÃ¼hne JH (1998),PubMed,"KÃ¼hne JH, DÃ¼rr HR, Steinborn M, Jansson V, Refior HJ.",KÃ¼hne,Magnetic resonance imaging and knee stability following ACL reconstruction,Magnetic resonance imaging and knee,1998,10.3928/0147-7447-19980101-10,Orthopedics,KÃ¼hne1998,,,
,Billotti JD (1997),PubMed,"Billotti JD, Meese MA, Alberta F, Zimmerman MC.",Billotti,"A prospective, clinical study evaluating arthroscopic ACL reconstruction using the semitendinosus and iliotibial band: 2- to 5-year follow up","A prospective, clinical study evalu",1997,10.3928/0147-7447-19970201-08,Orthopedics,Billotti1997,,,
,Arciero RA (1996),PubMed,"Arciero RA, Scoville CR, Hayda RA, Snyder RJ.",Arciero,"The effect of tourniquet use in anterior cruciate ligament reconstruction. A prospective, randomized study",The effect of tourniquet use in ant,1996,10.1177/036354659602400610,Am J Sports Med,Arciero1996,,,
,#VALUE!,PubMed,O'Neill DB.,O'Neill,Arthroscopically assisted reconstruction of the anterior cruciate ligament. A prospective randomized analysis of three techniques,Arthroscopically assisted reconstru,1996,,J Bone Joint Surg Am,O'Neill1996,,,
,MacDonald PB (1995),PubMed,"MacDonald PB, Hedden D, Pacin O, Huebert D.",MacDonald,Effects of an accelerated rehabilitation program after anterior cruciate ligament reconstruction with combined semitendinosus-gracilis autograft and a ligament augmentation device,Effects of an accelerated rehabilit,1995,10.1177/036354659502300512,Am J Sports Med,MacDonald1995,,,
,Yack HJ (1994),PubMed,"Yack HJ, Riley LM, Whieldon TR.",Yack,Anterior tibial translation during progressive loading of the ACL-deficient knee during weight-bearing and nonweight-bearing isometric exercise,Anterior tibial translation during ,1994,10.2519/jospt.1994.20.5.247,J Orthop Sports Phys Ther,Yack1994,,,
,Karlson JA (1994),PubMed,"Karlson JA, Steiner ME, Brown CH, Johnston J.",Karlson,Anterior cruciate ligament reconstruction using gracilis and semitendinosus tendons. Comparison of through-the-condyle and over-the-top graft placements,Anterior cruciate ligament reconstr,1994,10.1177/036354659402200514,Am J Sports Med,Karlson1994,,,
,Anderson AF (1994),PubMed,"Anderson AF, Snyder RB, Lipscomb AB Sr.",Anderson,Anterior cruciate ligament reconstruction using the semitendinosus and gracilis tendons augmented by the losee iliotibial band tenodesis. A long-term study,Anterior cruciate ligament reconstr,1994,10.1177/036354659402200509,Am J Sports Med,Anderson1994,,,
,Santi MD (1994),PubMed,"Santi MD, Richardson AB.",Santi,The ligament augmentation device in hamstring grafts for reconstruction of the anterior cruciate ligament,The ligament augmentation device in,1994,10.1177/036354659402200415,Am J Sports Med,Santi1994,,,
,Goertzen M (1994),PubMed,"Goertzen M, Schulitz KP.",Goertzen,[Isolated intraarticular plasty of the semitendinosus or combined intra- and extra-articular plasty in chronic anterior laxity of the knee],Isolated intraarticular plasty of t,1994,,Rev Chir Orthop Reparatrice Appar Mot,Goertzen1994,,,
,Yadav AK (2025),PubMed,"Yadav AK, Sharma A, Paul N, Bhakhar A, Sarkar B, Azam MQ.",Yadav,Quadriceps versus hamstrings autograft in anterior cruciate ligament reconstruction: a randomized control trial,Quadriceps versus hamstrings autogr,2025,10.1007/s00590-025-04510-2,Eur J Orthop Surg Traumatol,Yadav2025,,,
,Li S (2025),PubMed,"Li S, Lu B, Zhang Y, Liu J, Xu W, Li Q.",Li,The effect of neuromuscular electrical stimulation superimposed on quadriceps training on gait dynamics after anterior cruciate ligament reconstruction,The effect of neuromuscular electri,2025,10.1177/10538127241296376,J Back Musculoskelet Rehabil,Li2025,,,
,Wang X (2025),PubMed,"Wang X, Xu Z, Song S, Mao Z, Huang X, Luo M, Zhou X, Xu B, Ye J, Song Y, Yu J.",Wang,Which technique provides more benefits in return to sports and clinical outcomes after anterior cruciate ligament reconstruction: Double-bundle or single-bundle? A randomized controlled study,Which technique provides more benef,2025,10.1097/CM9.0000000000003267,Chin Med J (Engl),Wang2025,,,
,Ong MT (2022),PubMed,"Ong MT, Man GC, Lau LC, He X, Qiu J, Wang Q, Chow MC, Choi BC, Yu M, Yung PS.",Ong,"Effect of pulsed electromagnetic field as an intervention for patients with quadriceps weakness after anterior cruciate ligament reconstruction: a double-blinded, randomized-controlled trial",Effect of pulsed electromagnetic fi,2022,10.1186/s13063-022-06674-2,Trials,Ong2022,,,
,Hoogeslag RAG (2022),PubMed,"Hoogeslag RAG, Huis In 't Veld R, Brouwer RW, de Graaff F, Verdonschot N.",Hoogeslag,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Five-Year Results of a Randomized Controlled Clinical Trial,Acute Anterior Cruciate Ligament Ru,2022,10.1177/03635465221090527,Am J Sports Med,Hoogeslag2022,,,
,Ogrodzka-Ciechanowicz K (2021),PubMed,"Ogrodzka-Ciechanowicz K, GÅ‚Ä…b G, Åšlusarski J, GÄ…dek A.",Ogrodzka-Ciechanowicz,Quadriceps muscle strength recovery with the use of high tone power therapy after anterior cruciate ligament reconstruction: a randomized controlled trial,Quadriceps muscle strength recovery,2021,10.1186/s12891-021-04862-w,BMC Musculoskelet Disord,Ogrodzka-Ciechanowicz2021,,,
,Minshull C (2021),PubMed,"Minshull C, Gallacher P, Roberts S, Barnett A, Kuiper JH, Bailey A.",Minshull,Contralateral strength training attenuates muscle performance loss following anterior cruciate ligament (ACL) reconstruction: a randomised-controlled trial,Contralateral strength training att,2021,10.1007/s00421-021-04812-3,Eur J Appl Physiol,Minshull2021,,,
,Irrgang JJ (2021),PubMed,"Irrgang JJ, Tashman S, Patterson CG, Musahl V, West R, Oostdyk A, Galvin B, Poploski K, Fu FH.",Irrgang,Anatomic single vs. double-bundle ACL reconstruction: a randomized clinical trial-Part 1: clinical outcomes,Anatomic single vs. double-bundle A,2021,10.1007/s00167-021-06585-w,Knee Surg Sports Traumatol Arthrosc,Irrgang2021,,,
,Vidmar MF (2020),PubMed,"Vidmar MF, Baroni BM, Michelin AF, Mezzomo M, Lugokenski R, Pimentel GL, Silva MF.",Vidmar,Isokinetic eccentric training is more effective than constant load eccentric training for quadriceps rehabilitation following anterior cruciate ligament reconstruction: a randomized controlled trial,Isokinetic eccentric training is mo,2020,10.1016/j.bjpt.2019.07.003,Braz J Phys Ther,Vidmar2020,,,
,Ithurburn MP (2018),PubMed,"Ithurburn MP, Altenburger AR, Thomas S, Hewett TE, Paterno MV, Schmitt LC.",Ithurburn,Young athletes after ACL reconstruction with quadriceps strength asymmetry at the time of return-to-sport demonstrate decreased knee function 1Â year later,Young athletes after ACL reconstruc,2018,10.1007/s00167-017-4678-4,Knee Surg Sports Traumatol Arthrosc,Ithurburn2018,,,
,Arundale AJH (2017),PubMed,"Arundale AJH, Cummer K, Capin JJ, Zarzycki R, Snyder-Mackler L.",Arundale,Report of the Clinical and Functional Primary Outcomes in Men of the ACL-SPORTS Trial: Similar Outcomes in Men Receiving Secondary Prevention With and Without Perturbation Training 1 and 2 Years After ACL Reconstruction,Report of the Clinical and Function,2017,10.1007/s11999-017-5280-2,Clin Orthop Relat Res,Arundale2017,,,
,Ouyang X (2016),PubMed,"Ouyang X, Hong SD, Xin F, Wang L, Yang XW, Wang JR, Wang Q, Cui WD, Zhang AJ, Zhao ZX.",Ouyang,The curative efficacy of arthroscopic therapy in treating anterior cruciate ligament rupture with secondary osteoarthritis,The curative efficacy of arthroscop,2016,,Eur Rev Med Pharmacol Sci,Ouyang2016,,,
,Chmielewski TL (2016),PubMed,"Chmielewski TL, George SZ, Tillman SM, Moser MW, Lentz TA, Indelicato PA, Trumble TN, Shuster JJ, Cicuttini FM, Leeuwenburgh C.",Chmielewski,Low- Versus High-Intensity Plyometric Exercise During Rehabilitation After Anterior Cruciate Ligament Reconstruction,Low- Versus High-Intensity Plyometr,2016,10.1177/0363546515620583,Am J Sports Med,Chmielewski2016,,,
,Lelli A (2016),PubMed,"Lelli A, Di Turi RP, Spenciner DB, DÃ²mini M.",Lelli,"The ""Lever Sign"": a new clinical test for the diagnosis of anterior cruciate ligament rupture","The ""Lever Sign"": a new clinical te",2016,10.1007/s00167-014-3490-7,Knee Surg Sports Traumatol Arthrosc,Lelli2016,,,
,Heitmann M (2014),PubMed,"Heitmann M, Gerau M, HÃ¶tzel J, Giannakos A, Frosch KH, Preiss A.",Heitmann,[Ligament bracing--augmented primary suture repair in multiligamentous knee injuries],Ligament bracing--augmented primary,2014,10.1007/s00064-013-0263-2,Oper Orthop Traumatol,Heitmann2014,,,
,Pressel T (2005),PubMed,"Pressel T, V Lewinski G, Kohn D, Wirth CJ.",Pressel,[Meniscus replacement with quadriceps tendon--a long-term analysis],Meniscus replacement with quadricep,2005,10.1055/s-2005-836359,Z Orthop Ihre Grenzgeb,Pressel2005,,,
,Ross MD (2002),PubMed,"Ross MD, Irrgang JJ, Denegar CR, McCloy CM, Unangst ET.",Ross,The relationship between participation restrictions and selected clinical measures following anterior cruciate ligament reconstruction,The relationship between participat,2002,10.1007/s001670100238,Knee Surg Sports Traumatol Arthrosc,Ross2002,,,
,Tyler TF (1998),PubMed,"Tyler TF, McHugh MP, Gleim GW, Nicholas SJ.",Tyler,The effect of immediate weightbearing after anterior cruciate ligament reconstruction,The effect of immediate weightbeari,1998,10.1097/00003086-199812000-00019,Clin Orthop Relat Res,Tyler1998,,,
,Tovin BJ (1994),PubMed,"Tovin BJ, Wolf SL, Greenfield BH, Crouse J, Woodfin BA.",Tovin,Comparison of the effects of exercise in water and on land on the rehabilitation of patients with intra-articular anterior cruciate ligament reconstructions,Comparison of the effects of exerci,1994,10.1093/ptj/74.8.710,Phys Ther,Tovin1994,,,
,Jonsson H (1994),PubMed,"Jonsson H, Elmqvist LG, KÃ¤rrholm J, Tegner Y.",Jonsson,Over-the-top or tunnel reconstruction of the anterior cruciate ligament? A prospective randomised study of 54 patients,Over-the-top or tunnel reconstructi,1994,,J Bone Joint Surg Br,Jonsson1994,,,
,Gillquist J (1988),PubMed,"Gillquist J, Odensten M.",Gillquist,Arthroscopic reconstruction of the anterior cruciate ligament,Arthroscopic reconstruction of the ,1988,10.1016/s0749-8063(88)80003-3,Arthroscopy,Gillquist1988,,,
,Odensten M (1985),PubMed,"Odensten M, Hamberg P, Nordin M, Lysholm J, Gillquist J.",Odensten,Surgical or conservative treatment of the acutely torn anterior cruciate ligament. A randomized study with short-term follow-up observations,Surgical or conservative treatment ,1985,,Clin Orthop Relat Res,Odensten1985,,,
,Sonnery-Cottet B. (2026),Embase,"Sonnery-Cottet B., Carrozzo A., Poilvache H., Fayard J.-M., Freychet B., Thaunat M., Vieira T.D., Saithna A.",Sonnery-Cottet,Anterior cruciate ligament reconstruction combined with anterolateral ligament reconstruction using hamstring autograft versus anterior cruciate ligament reconstruction using boneâ€“patellar tendonâ€“bone autograft: a randomised controlled trial with 5-year follow-up,Anterior cruciate ligament reconstr,2026,10.1016/j.lanepe.2025.101561,The Lancet Regional Health - Europe,Sonnery-Cottet2026,,,
,#VALUE!,Embase,,#VALUE!,Radiographic Findings and Clinical Outcomes After Bone Grafting Patellar Defect in ACL Reconstruction,Radiographic Findings and Clinical ,2025,,clinicaltrials.gov,#VALUE!,,,
,Lucidi G.A. (2025),Embase,"Lucidi G.A., Agostinone P., Di Paolo S., Dal Fabbro G., Serra M., Viotto M., Grassi A., Zaffagnini S.",Lucidi,Long-term Outcomes After Anterior Cruciate Ligament Reconstruction With 3 Different Surgical Techniques: A Prospective Randomized Clinical and Radiographic Evaluation at a Minimum of 20 Yearsâ€™ Follow-up,Long-term Outcomes After Anterior C,2025,10.1177/23259671241302348,Orthopaedic Journal of Sports Medicine,Lucidi2025,,,
,Elazab A.M.A. (2025),Embase,"Elazab A.M.A., Reda W., Soliman A.E.M.E., Gad A.M.",Elazab,Clinical and functional comparison of boneâ€“patellar tendonâ€“bone and hamstring tendon autografts in anterior cruciate ligament reconstruction: A randomized controlled trial,Clinical and functional comparison ,2025,10.1016/j.apunsm.2025.100507,Apunts Sports Medicine,Elazab2025,,,
,Anz A.W. (2023),Embase,"Anz A.W., Jordan S.E., Ostrander R.V., Branch E.A., Denney T.S., Cohen A., Andrews J.R.",Anz,Augmentation of ACL Autograft Reconstruction With an Amnion Collagen Matrix Wrap and Bone Marrow Aspirate Concentrate: A Pilot Randomized Controlled Trial With 2-Year Follow-up,Augmentation of ACL Autograft Recon,2023,10.1177/23259671231210035,Orthopaedic Journal of Sports Medicine,Anz2023,,,
,Meena V.K. (2023),Embase,"Meena V.K., Lakhotia D., Nama K.G., Joshi S.",Meena,To Compare the Functional Outcome of Arthroscopic Reconstruction of Anterior Cruciate Ligament Using Patellar Tendon Bone Grafts v/s Hamstrings Graft: A Multicentric Study,To Compare the Functional Outcome o,2023,,International Journal of Life Sciences Biotechnology and Pharma Research,Meena2023,,,
,Sonnier J.H. (2023),Embase,"Sonnier J.H., Paul R.W., Sando H.E., Hall A.T., Tjoumakaris F.P., Cohen S.B., Freedman K.B.",Sonnier,Patient Decision Making in Anterior Cruciate Ligament Reconstruction: A Discrete Choice Experiment Examining Graft Preference,Patient Decision Making in Anterior,2023,10.1177/23259671221144983,Orthopaedic Journal of Sports Medicine,Sonnier2023,,,
,Oliveira M. (2022),Embase,"Oliveira M., JÃºnior P.L., Imoto A.M., Santos T., Borges J.H.S., Nunes P., Barin F.R., Damando M., Peccin M.S.",Oliveira,Unilateral Versus Bilateral Resistance Exercise in Postoperative Rehabilitation After ACL Reconstruction With Boneâ€“Patellar Tendonâ€“Bone Graft: A Randomized Controlled Trial,Unilateral Versus Bilateral Resista,2022,10.1177/23259671221088830,Orthopaedic Journal of Sports Medicine,Oliveira2022,,,
,Sanborn R.M. (2022),Embase,"Sanborn R.M., Badger G.J., Yen Y.-M., Murray M.M., Christino M.A., Proffen B., Sant N., Barnett S., Fleming B.C., Kramer D.E., Micheli L.J.",Sanborn,Psychological Readiness to Return to Sport at 6 Months Is Higher After Bridge-Enhanced ACL Restoration Than Autograft ACL Reconstruction: Results of a Prospective Randomized Clinical Trial,Psychological Readiness to Return t,2022,10.1177/23259671211070542,Orthopaedic Journal of Sports Medicine,Sanborn2022,,,
,Sohu D.M. (2022),Embase,"Sohu D.M., Hussain F., Jatoi Z.A., Bhatti S.H., Chandio M.S., Keerio N.H.",Sohu,Determining Early Morbidity After The Reconstruction Of Anterior Cruciate Ligament: Hamstring Tendon Vs Patellar Tendon Autograft,Determining Early Morbidity After T,2022,10.47750/pnr.2022.13.S09.1056,Journal of Pharmaceutical Negative Results,Sohu2022,,,
,Guglielmetti L.G.B. (2021),Embase,"Guglielmetti L.G.B., Salas V.E.R., Jorge P.B., Severino F.R., Duarte A., de Oliveira V.M., Cury R.D.P.L.",Guglielmetti,Prospective and Randomized Clinical Evaluation of Hamstring Versus Patellar Tendon Autograft for Anterior Cruciate Ligament Reconstruction in Soccer Players,Prospective and Randomized Clinical,2021,10.1177/23259671211028168,Orthopaedic Journal of Sports Medicine,Guglielmetti2021,,,
,Van Der Merwe W. (2020),Embase,"Van Der Merwe W., Lind M., FaunÃ¸ P., Van Egmond K., Zaffagnini S., Marcacci M., Cugat R., Verdonk R., IbaÃ±ez E., Guillen P., Marcheggiani Muccioli G.M.",Van,Xenograft for anterior cruciate ligament reconstruction was associated with high graft processing infection,Xenograft for anterior cruciate lig,2020,10.1186/s40634-020-00292-0,Journal of Experimental Orthopaedics,Van2020,,,
,Rajput I.M. (2020),Embase,"Rajput I.M., Ali M., Siddiqui A.A., Sahito B., Doltani D.K., Khaskheli J.H.",Rajput,To compare the functional outcome of the Patellar Tendon and hamstring tendon autograft for anterior cruciate ligament reconstruction in males,To compare the functional outcome o,2020,,Pakistan Journal of Medical and Health Sciences,Rajput2020,,,
,Sonnery-Cottet B. (2020),Embase,"Sonnery-Cottet B., Pioger C., Vieira T.D., Franck F., Kajetanek C., Fayard J.-M., Thaunat M., Saithna A.",Sonnery-Cottet,Combined ACL and Anterolateral Reconstruction Is Not Associated With a Higher Risk of Adverse Outcomes: Preliminary Results From the SANTI Randomized Controlled Trial,Combined ACL and Anterolateral Reco,2020,10.1177/2325967120918490,Orthopaedic Journal of Sports Medicine,Sonnery-Cottet2020,,,
,Gupta P.K. (2019),Embase,"Gupta P.K., Acharya A., Mourya A., Mahajan P.",Gupta,Comparison of patellar tendon versus hamstrings autografts for anterior cruciate ligament reconstruction in Indian population: A randomised control trial study,Comparison of patellar tendon versu,2019,10.1016/j.jcot.2018.04.018,Journal of Clinical Orthopaedics and Trauma,Gupta2019,,,
,Hamrin Senorski E. (2019),Embase,"Hamrin Senorski E., Sundemo D., Svantesson E., Sernert N., Kartus J.-T., Karlsson J., Samuelsson K.",Hamrin,Preoperative and Intraoperative Predictors of Long-Term Acceptable Knee Function and Osteoarthritis After Anterior Cruciate Ligament Reconstruction: An Analysis Based on 2 Randomized Controlled Trials,Preoperative and Intraoperative Pre,2019,10.1016/j.arthro.2018.07.009,Arthroscopy - Journal of Arthroscopic and Related Surgery,Hamrin2019,,,
,Elveos M.M. (2018),Embase,"Elveos M.M., Drogset J.O., Engebretsen L., BrÃ¸nn R., Lundemo T.O., Gifstad T.",Elveos,Anterior Cruciate Ligament Reconstruction Using a Boneâ€“Patellar Tendonâ€“Bone Graft With and Without a Ligament Augmentation Device: A 25-Year Follow-up of a Prospective Randomized Controlled Trial,Anterior Cruciate Ligament Reconstr,2018,10.1177/2325967118808778,Orthopaedic Journal of Sports Medicine,Elveos2018,,,
,StaÅ„czak K. (2018),Embase,"StaÅ„czak K., ZieliÅ„ska M., Synder M., DomÅ¼alski M., Polguj M., SibiÅ„ski M.",StaÅ„czak,Comparison of hamstring and patellar tendon grafts in anterior cruciate ligament reconstruction: A prospective randomized study,Comparison of hamstring and patella,2018,10.1177/0300060517722696,Journal of International Medical Research,StaÅ„czak2018,,,
,Sadeghpour A. (2017),Embase,"Sadeghpour A., Ebrahimpour A., Attar B., Azizian Z.",Sadeghpour,Comparison of patellar versus hamstring tendon autografts in arthroscopic anterior cruciate ligament reconstruction: A 6-month follow-up of a randomized clinical trial,Comparison of patellar versus hamst,2017,10.4103/jrms.JRMS_939_16,Journal of Research in Medical Sciences,Sadeghpour2017,,,
,Schandl K. (2016),Embase,"Schandl K., HorvÃ¡thy D.B., Doros A., Majzik E., Schwarz C.M., CsÃ¶nge L., Abkarovits G., Bucsi L., Lacza Z.",Schandl,Bone-Albumin filling decreases donor site morbidity and enhances bone formation after anterior cruciate ligament reconstruction with bone-patellar tendon-bone autografts,Bone-Albumin filling decreases dono,2016,10.1007/s00264-016-3246-8,International Orthopaedics,Schandl2016,,,
,AzcÃ¡rate A.V. (2014),Embase,"AzcÃ¡rate A.V., Lamo-Espinosa J., Beola J.D.A., Gonzalez M.H., Gasque G.M., Nin J.R.V.",AzcÃ¡rate,Comparison between two different platelet-rich plasma preparations and control applied during anterior cruciate ligament reconstruction. Is there any evidence to support their use?,Comparison between two different pl,2014,10.1016/S0020-1383(14)70008-7,Injury,AzcÃ¡rate2014,,,
,Hofmann G.O. (2001),Embase,"Hofmann G.O., Wagner F.D., Beickert R., Gonschorek O., BÃ¼hren V.",Hofmann,Anterior cruciate ligament reconstruction using patellar tendon autograft and bioresorbable interference screws,Anterior cruciate ligament reconstr,2001,10.1007/s00068-001-1089-4,European Journal of Trauma,Hofmann2001,,,
,Van Kampen A. (1998),Embase,"Van Kampen A., Wymenga A.B., Van der Heide H.J.L., Bakens H.J.A.M.",Van,The effect of different graft tensioning in anterior cruciate ligament reconstruction: A prospective randomized study,The effect of different graft tensi,1998,10.1016/S0749-8063(98)70022-2,Arthroscopy,Van1998,,,
,Rubinstein Jr. R.A. (1995),Embase,"Rubinstein Jr. R.A., Shelbourne K.D., VanMeter C.D., McCarroll J.R., Rettig A.C., Gloyeske R.L.",Rubinstein,Effect on knee stability if full hyperextension is restored immediately after autogenous bone-patellar tendon-bone anterior cruciate ligament reconstruction,Effect on knee stability if full hy,1995,,American Journal of Sports Medicine,Rubinstein1995,,,
,McCarthy M.R. (1993),Embase,"McCarthy M.R., Buxton B.P., Yates C.K.",McCarthy,Effects of continuous passive motion on anterior laxity following ACL reconstruction with autogenous patellar tendon grafts,Effects of continuous passive motio,1993,10.1123/jsr.2.3.171,Journal of Sport Rehabilitation,McCarthy1993,,,
,Butt U. (2025),Embase,"Butt U., Vuletic F., Shaikh M.A.A., Amanullah, Rehman G.U., Shah I.A., StÃ¥lman A., Khan Z.A.",Butt,5-years outcomes following arthroscopic anterior cruciate ligament reconstruction comparing quadruple hamstring and peroneus longus tendon autografts: a randomized control trial,5-years outcomes following arthrosc,2025,10.1007/s00402-024-05639-1,Archives of Orthopaedic and Trauma Surgery,Butt2025,,,
,Castellanos Dolk D. (2025),Embase,"Castellanos Dolk D., Sarakatsianos V., WÃ¶rner T., Ã–stin M., Cristiani R., Kvist J., StÃ¥lman A.",Castellanos,Semitendinosus vs quadriceps tendon autograft in anterior cruciate ligament reconstruction (SEQUAR): protocol for a prospective randomized controlled trial,Semitendinosus vs quadriceps tendon,2025,10.1186/s12891-025-09183-w,BMC Musculoskeletal Disorders,Castellanos2025,,,
,Firoozabadi M.A. (2025),Embase,"Firoozabadi M.A., Nezhadtabrizi B., Poursalehian M., Razzaghof M., Naghizadeh H., Soleimani M., Mortazavi S.M.J.",Firoozabadi,Intraâ€‘articular tranexamic acid improves 1â€‘ and 3â€‘month functional recovery but doesnot reduce early postâ€‘operative pain after arthroscopic ACL reconstruction: A tripleâ€‘blind randomised trial,Intraâ€‘articular tranexamic acid i,2025,10.1002/jeo2.70460,Journal of Experimental Orthopaedics,Firoozabadi2025,,,
,Martinez-Cano J.P. (2025),Embase,"Martinez-Cano J.P., Gallego A., Cuadros J., Ibarra L., MejÃ­a F.M., Velasquez-Hammerle M.V., Martinez-Rondanelli A.",Martinez-Cano,Similar results with quadrupled semitendinosus and semitendinosus-gracilis graft in anterior cruciate ligament reconstruction: A randomised controlled trial with 2-year follow-up,Similar results with quadrupled sem,2025,10.1002/jeo2.70399,Journal of Experimental Orthopaedics,Martinez-Cano2025,,,
,Gupta T.P. (2025),Embase,"Gupta T.P., Rai S.K., Sirohi B., Kale A., Kashid M., Negi R.S.",Gupta,Evaluation of Return to Military Activities after Combining Anterior Cruciate Ligament Reconstruction with Modified Lateral Extra-articular Tenodesis Versus Anterior Cruciate Ligament Reconstruction Alone in Primary Anterior Cruciate Ligament Tear in Soldiers. A Randomized Comparative Study,Evaluation of Return to Military Ac,2025,10.4103/jajs.jajs_66_24,Journal of Arthroscopy and Joint Surgery,Gupta2025,,,
,Kadivar Y. (2025),Embase,"Kadivar Y., Katariya C., Merja H.",Kadivar,Impact of early versus delayed rehabilitation protocols on lower limb strength symmetry after hamstring tendon autograft ACL reconstruction,Impact of early versus delayed reha,2025,10.69605/ijlbpr_14.7.2025.278,International Journal of Life Sciences Biotechnology and Pharma Research,Kadivar2025,,,
,Khalil M.H. (2025),Embase,"Khalil M.H., Zawam S.H.",Khalil,Comparative study of Peroneus longus tendon autograft versus Hamstring tendon autograft in arthroscopic anterior cruciate ligament reconstruction,Comparative study of Peroneus longu,2025,10.1007/s00264-025-06468-6,International Orthopaedics,Khalil2025,,,
,LaPrade C.M. (2025),Embase,"LaPrade C.M., Carey E.G., Gachigi K.K., Erbe M., Gabriel C., Riboh J.C.",LaPrade,The addition of lateral extra-articular augmentation procedures to bone-tendon-bone or quadriceps autograft anterior cruciate ligament reconstruction does not negatively affect physical or psychological readiness for return to sport at 6 and 9 months,The addition of lateral extra-artic,2025,10.1002/ksa.12710,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",LaPrade2025,,,
,Duraiswamy G. (2025),Embase,"Duraiswamy G., Ashraf M., Paul E., K S.S., Rajan D.V.",Duraiswamy,A randomized controlled trial on oblique incisions for ACL reconstruction: Minimizing sensory deficit without compromising outcome,A randomized controlled trial on ob,2025,10.1016/j.jcot.2024.102865,Journal of Clinical Orthopaedics and Trauma,Duraiswamy2025,,,
,Siddique M.S. (2024),Embase,"Siddique M.S., Chhutani D., Vatsa A.",Siddique,Comparative Study Between Functional Outcome of Knee with ACL Recontruction Using Hamstring Graft vs Peroneus longus Graft,Comparative Study Between Functiona,2024,10.59218/makrjms.2024.3.254.259,Research Journal of Medical Sciences,Siddique2024,,,
,Saeed U.B. (2023),Embase,"Saeed U.B., Ramzan A., Anwar M., Tariq H., Tariq H., Yasin A., Mehmood T.",Saeed,"Earlier Return to Sports, Reduced Donor-Site Morbidity with Doubled Peroneus Longus Versus Quadrupled Hamstring Tendon Autograft in ACL Reconstruction","Earlier Return to Sports, Reduced D",2023,10.2106/JBJS.OA.23.00051,JBJS Open Access,Saeed2023,,,
,Kumar D. (2023),Embase,"Kumar D., Kunder R., Verma P.K., Lakhtakia P.K.",Kumar,Autologous Peroneus Longus Versus Hamstring Tendon for Anterior Cruciate Ligament Reconstruction in Knee,Autologous Peroneus Longus Versus H,2023,,International Journal of Life Sciences Biotechnology and Pharma Research,Kumar2023,,,
,Khatri R.Y. (2023),Embase,"Khatri R.Y., Patil V., Kulkarni S., Naik S., Nandi S.",Khatri,Functional Outcomes of Quadriceps Tendon versus Hamstring Tendon Autograft using Suspensory Fixation at Femoral and Tibial Sites for Primary Anterior Cruciate Ligament Reconstruction: A Randomised Controlled Study,Functional Outcomes of Quadriceps T,2023,10.7860/JCDR/2023/64284.18350,Journal of Clinical and Diagnostic Research,Khatri2023,,,
,Fares A. (2023),Embase,"Fares A., Horteur C., Abou Al Ezz M., Hardy A., Rubens-Duval B., Karam K., Gaulin B., Pailhe R.",Fares,Posterior tibial slope (PTS) â‰¥ 10 degrees is a risk factor for further anterior cruciate ligament (ACL) injury; BMI is not,Posterior tibial slope (PTS) â‰¥ 10,2023,10.1007/s00590-022-03406-9,European Journal of Orthopaedic Surgery and Traumatology,Fares2023,,,
