id,uuid,study,year,title,abstract,data_source,doi,journal
1412,SC-795,Yoo et al. (2016),2016,Evaluation of the screw position and angle using a post-contoured plate in the open wedge high tibial osteotomy according to the correction degree and surgical technique,"Background The purpose of the present study was to evaluate the screw insertion angle and orientation with an anatomical plate that is post-contoured to the surface geometry of the proximal tibia after open wedge high tibial osteotomy. Methods From March 2012 to June 2014, 31 uni-planar and 38 bi-planar osteotomies were evaluated. Postoperative computed tomography data obtained after open wedge high tibial osteotomy using a locking plate were used for reconstruction of the 3 dimensional model with Mimics v.16.0 of the proximal tibia and locking plate. Measurement data were compared between 2 groups (gap lesser than or equal to 10 mm (Group 1) and gap greater than 10 mm(Group 2)). These data were also compared between the uniplanar (Group 3) and bi-planar (Group 4) osteotomy groups. Findings Dimensions of the medial proximal tibia of the sagittal plane, positions of the screw hole in the sagittal plane, and angles of screw insertion of all planes were not statistically different, regardless of the correction degree and operative technique. Additionally, angles of screw insertion were larger at the most anterior and posterior screw in the axial plane and most inferior screw showed smallest angle in the coronal plane. Interpretation Using a post-contoured plate, the position and angle of the screw insertion were not different in the direction of the lateral hinge, regardless of the correction degree and operative technique. This could imply that it could be used universally in the open wedge high tibial osteotomy. ? 2015 Elsevier Ltd. All rights reserved.",Scopus,10.1016/j.clinbiomech.2016.04.016,Clinical Biomechanics
1413,SC-796,Frosch et al. (2016),2016,Arthroscopic popliteus bypass graft for posterolateral instabilities of the knee: A new surgical technique; Arthroskopisches ?Popliteus Bypass Graft? fr posterolaterale Rotationsinstabilit„ten des Kniegelenks: Eine neue operative Technik,"Objective: An arthroscopic technique for the reconstruction of the posterolateral corner combined with posterior cruciate ligament (PCL) reconstruction was developed. Indications: Posterolateral rotational instabilities of the knee. Combined lesions of the PCL, the popliteus complex (PLT) and the posterolateral corner. Isolated PLT lesions lacking static stabilizing function. Contraindications: Neuromuscular disorders; knee deformities or fractures; severe posterolateral soft tissue damage. Surgical technique: Six arthroscopic portals are necessary. Using the posteromedial portal, resect dorsal septum with a shaver. Visualize the PCL, the lateral femoral condyle and the posterolateral recessus with the PLT. Dissect the popliteomeniscal fibers; retract PLT until sulcus popliteusÿis visualized. Drill a 6-mm tunnel anteriorly into the distal third of the sulcus popliteus. Visualize femoral footprint of the PLT and place an anatomical drill tunnel. Pull the popliteus bypass graft into the knee and fix with bioscrews. Fix the reconstructed PCL. In cases of additional LCL injury, reconstruct LCL with autologous graft. Postoperative management: Partial weight-bearing for 6ÿweeks, range of motion exercises, quadriceps-strengthening exercises on postoperative dayÿ1. Full extension allowed immediately with flexion limited to 20ø for 2ÿweeks, to 45ø for up to weekÿ4, and to 60ø up to weekÿ6. Use a PCL brace for 3ÿmonths, running and squatting exercises allowed after 3ÿmonths. Results: In the 35ÿpatients treated, no technique-related complications. After 1ÿyear, 12ÿpatients had a mean Lysholm Score of 88.6 (ñÿ8.7) points and a side-to-side difference in the posterior drawer test of 2.9 (ñÿ2.2) mm (preoperative 13.3 [ñÿ1.9] mm). Conclusion: Low complication risk and good and excellent clinical results after arthroscopic posterolateral corner reconstruction. ? 2015, The Author(s).",Scopus,10.1007/s00064-015-0432-6,Operative Orthopadie und Traumatologie
1414,SC-797,Chou et al. (2016),2016,Development of a three-dimensional (3D) printed biodegradable cage to convert morselized corticocancellous bone chips into a structured cortical bone graft,"This study aimed to develop a new biodegradable polymeric cage to convert corticocancellous bone chips into a structured strut graft for treating segmental bone defects. A total of 24 adult New Zealand white rabbits underwent a left femoral segmental bone defect creation. Twelve rabbits in group A underwent three-dimensional (3D) printed cage insertion, corticocancellous chips implantation, and Kirschner-wire (K-wire) fixation, while the other 12 rabbits in group B received bone chips implantation and K-wire fixation only. All rabbits received a one-week activity assessment and the initial image study at postoperative 1 week. The final image study was repeated at postoperative 12 or 24 weeks before the rabbit scarification procedure on schedule. After the animals were sacrificed, both femurs of all the rabbits were prepared for leg length ratios and 3-point bending tests. The rabbits in group A showed an increase of activities during the first week postoperatively and decreased anterior cortical disruptions in the postoperative image assessments. Additionally, higher leg length ratios and 3-point bending strengths demonstrated improved final bony ingrowths within the bone defects for rabbits in group A. In conclusion, through this bone graft converting technique, orthopedic surgeons can treat segmental bone defects by using bone chips but with imitate characters of structured cortical bone graft. ? 2016 by the authors; licensee MDPI, Basel, Switzerland.",Scopus,10.3390/ijms17040595,International Journal of Molecular Sciences
1415,SC-798,Xu et al. (2016),2016,Medial patella-femoral ligament reconstruction using the anterior half of the peroneus longus tendon as a combined procedure for recurrent patellar instability,"Background Medial patella-femoral ligament reconstruction (MPFLR) using hamstring tendon is the main procedure for recurrent patellar instability. The anterior half of the peroneus longus tendon (AHPLT) has been proven to be a useful alternate to the hamstring tendon in knee ligament reconstruction. The purpose of this study was to evaluate the clinical outcome of MPFLR using the new graft. Methods Forty-five patients with recurrent patellar instability received MPFLR using the AHPLT. Tibial tubercle transfer and lateral release were also performed. Follow-ups were performed at 12 months and 24 months postoperatively, and computed tomography was performed immediately following the operation and at follow-up. The passive patella glide test was performed prior to surgery, during the operation, and at each follow-up point. Knee function was evaluated preoperatively and postoperatively using the International Knee Documentation Committee, Lysholm, Kujala, and Tegner rating scales. Results Forty patients were followed for 2 years and received complete serial computed tomography examinations and functional evaluations. The correction of the static patellar position remained through the follow-ups. Functional evaluations at 2 years revealed statistical significant improvement over preoperative status, with International Knee Documentation Committee subjective score, Lysholm score, Kujala score, and Tegner score. Conclusion AHPLT is a promising alternative graft for MPFLR, together with lateral release and tibial tubercle transfer, satisfactory static patellar position, and functional outcomes have been achieved in the treatment of recurrent patellar dislocation in adults. Level of evidence Level IV, case series. ? ? 2016, Asia Pacific Knee, Arthroscopy and Sports Medicine Society.",Scopus,10.1016/j.asmart.2016.03.001,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology"
1416,SC-799,Williams et al. (2016),2016,Radiographic identification of the primary structures of the ankle syndesmosis,"Purpose: The purpose of this study was to quantitatively describe the locations of the syndesmotic ligaments and the tibiofibular articulating cartilage surfaces on standard radiographic views using reproducible radiographic landmarks and reference axes. Methods: Twelve non-paired ankles were dissected to identify the anterior?inferior tibiofibular ligament (AITFL), posterior?inferior tibiofibular ligament (PITFL), interosseous tibiofibular ligament (ITFL), and the cartilage surfaces of the syndesmosis. Structures were marked with 2-mm radiopaque spheres prior to obtaining lateral and mortise radiographs. Measurements were performed by two independent raters to assess intra- and interobserver reliability via intraclass correlation coefficients (ICCs). Results: Measurements demonstrated excellent agreement between observers and across trials (all ICCsÿòÿ0.960). On the lateral view, the AITFL tibial origin was 9.6ÿñÿ1.5ÿmm superior and posterior to the anterior tibial plafond. Its fibular insertion was 4.4ÿñÿ1.7ÿmm superior and posterior to the anterior fibular tubercle. The centre of the tibial cartilage facet of the tibiofibular contact zone was 8.4ÿñÿ2.1ÿmm posterior and superior to the anterior plafond. The proximal and distal aspects of the ITFL tibial attachment were 45.9ÿñÿ7.9 and 12.4ÿñÿ3.4ÿmm proximal to the central plafond, respectively. The superficial and deep PITFL coursed anterior and distally from the posterior tibia to fibula. On the mortise view, the AITFL tibial attachment centre was 5.6ÿñÿ2.4ÿmm lateral and superior to the lateral extent of the plafond (4.3ÿmm lateral, 3.3ÿmm superior), and its fibular insertion was 21.2ÿñÿ2.1ÿmm superior and medial to the inferior tip of the lateral malleolus. Conclusions: Quantitative radiographic guidelines describing the locations of the primary syndesmotic structures demonstrated excellent reliability and reproducibility. Defined guidelines provide additional clinically relevant information regarding the radiographic anatomy of the syndesmosis and may assist with preoperative planning, augment intraoperative navigation, and provide additional means for objective postoperative assessment. ? 2015, European Society of Sports Traumatology, Knee Surgery, Arthroscopy (ESSKA).",Scopus,10.1007/s00167-015-3743-0,"Knee Surgery, Sports Traumatology, Arthroscopy"
1417,SC-800,Arriaza-Loureda et al. (2016),2016,Quadriceps autograft to treat Achilles Chronic tears: A simple surgical technique,"Background: Chronic Achilles tendon tears could hinder patients and represent a challenge to surgeons. Although many different surgical techniques have been proposed for reconstruction of a neglected Achilles tendon rupture, there is no clear evidence to support one technique over the others, but the use of a technique that could allow for an ""anatomical"" reconstructions seems desirable. Methods: The present paper describes a new anatomic Achilles tendon reconstruction for chronic tears, using a quadriceps tendon autograft as graft source, with PRP injected into the graft and the neighbor tissue, and fixation in a bone trough with a simple small fragments screw. Results: Autologous quadriceps tendon graft seems an excellent option, although -surprisingly- has received little attention until now. Conclusions: Autologous Quadriceps tendon graft (in bone-tendon configuration) is a simple technique that could allow surgeons to reconstruct tissue defects in the Achilles tendon with non-expensive hardware. ? 2016 Arriaza et al.",Scopus,10.1186/s12891-016-0967-1,BMC Musculoskeletal Disorders
1418,SC-801,Hangody et al. (2016),2016,Pitfalls during biomechanical testing - Evaluation of different fixation methods for measuring tendons endurance properties,"The goal of the study was to find a proper technique to fix tendon grafts into an INSTRON loading machine. From 8 human cadavers, 40 grafts were collected. We removed the bone-patella tendon-bone grafts, the semitendinosus and gracilis tendons, the quadriceps tendon-bone grafts, the Achilles tendons, and the peroneus longus tendons from each lower extremity. We tested the tendon grafts with five different types of fixation devices: surgical thread (Premicron 3), general mounting clamp, wire mesh, cement fixation, and a modified clamp for an INSTRON loading machine. The mean failure load in case of surgical thread fixation was (381N ñ 26N). The results with the general clamp were (527N ñ 45N). The wire meshes were more promising (750N ñ 21N), but did not reach the outcomes we desired. Easy slippages of the ends of the tendons from the cement encasements were observed (253N ñ 18N). We then began to use Shi's clamp that could produce 977N ñ 416N peak force. We combined Shi's clamp with freezing of the graft and the rupture of the tendon itself demonstrated an average force of 2198 N ñ 773N. We determined that our modified frozen clamp fixed the specimens against high tensile forces. ? 2016 Akad‚miai Kiad¢, Budapest.",Scopus,10.1556/036.103.2016.1.8,Acta Physiologica Hungarica
1419,SC-802,Ellison et al. (2016),2016,Chronic Achilles tendon rupture reconstructed using hamstring tendon autograft,"Background: Chronic rupture of the Achilles tendon (delayed diagnosis of more than 4 weeks) can result in retraction of the tendon and inadequate healing. Direct repair may not be possible and augmentation methods are challenging when the defect exceeds 5-6 cm, especially if the distal stump is grossly tendinopathic. Methods: We describe our method of Achilles tendon reconstruction with ipsilateral semitendinosis autograft and interference screw fixation in a patient with chronic rupture, a 9 cm defect and gross distal tendinopathy. Results: Patient reported outcome measures consistently demonstrated improved health status at 12 months post surgery: MOXFQ-Index 38-25, EQ5D-5L 18-9, EQ VAS 70-90 and VISA-A 1-64. The patient was back to full daily function, could single leg heel raise and was gradually returning to sport. No complications or adverse events were recorded. Conclusion: Reconstruction of chronic tears of the Achilles tendon with large defects and gross tendinopathy using an ipsilateral semitendinosis autograft and interference screw fixation can achieve satisfactory improvements in patient reported outcomes up to 1 year post-surgery. ? 2015 Elsevier Ltd.",Scopus,10.1016/j.foot.2015.09.007,Foot
1420,SC-803,Futatsubashi et al. (2016),2016,History-dependent changes in the recovery process of the middle latency cutaneous reflex gain after ankle sprain injury,"Purpose: We previously reported that suppressive middle latency cutaneous reflexes (MLRs) in the peroneus longus (PL) are exaggerated in subjects with chronic ankle instability, and the changes are related to functional instability. However, the time-varying history of these neurophysiological changes after an ankle sprain is yet to be elucidated. Therefore, in the present study, we investigated the time course of the changes in the PLÿMLR after an ankle sprain in relation to the number of sprain recurrences. Methods: Twenty-three subjects with ankle sprain were classified into 3 groups according to their history of ankle sprain: first ankle sprain, 2?3 ankle sprains, and ò4 ankle sprains. Twenty-three age-matched control subjects also participated. The PL MLRs were elicited by stimulating the sural nerve while the subjects performed different levels of isometric ankle eversion. Gain of MLR was estimated using linear regression analysis (slope value) of the amplitude modulation of MLRs obtained from graded isometric contractions. Result: The gain of MLRs first increased 4ÿweeks after the injury. In subjects with their first ankle sprain, the MLRs returned to almost baseline levels after 3ÿmonths. In contrast, the increase in MLR gain persisted even after 3ÿmonths in subjects with recurrent ankle sprains. In addition, the MLR gains were closely related to functional recovery of the ankle joint. Conclusions: Our findings suggest that the recovery process of MLR gains were strongly affected by the history of ankle sprains as well as the functional recovery of the ankle joint. ? 2015, Springer-Verlag Berlin Heidelberg.",Scopus,10.1007/s00421-015-3292-8,European Journal of Applied Physiology
1421,SC-804,Leemann et al. (2016),2016,Crowdsourcing language change with smartphone applications,"Crowdsourcing linguistic phenomena with smartphone applications is relatively new. In linguistics, apps have predominantly been developed to create pronunciation dictionaries, to train acoustic models, and to archive endangered languages. This paper presents the first account of how apps can be used to collect data suitable for documenting language change: we created an app, Dial„kt Žpp (DŽ), which predicts users' dialects. For 16 linguistic variables, users select a dialectal variant from a drop-down menu. DŽ then geographically locates the user's dialect by suggesting a list of communes where dialect variants most similar to their choices are used. Underlying this prediction are 16 maps from the historical Linguistic Atlas of German-speaking Switzerland, which documents the linguistic situation around 1950. Where users disagree with the prediction, they can indicate what they consider to be their dialect's location. With this information, the 16 variables can be assessed for language change. Thanks to the playfulness of its functionality, DŽ has reached many users; our linguistic analyses are based on data from nearly 60,000 speakers. Results reveal a relative stability for phonetic variables, while lexical and morphological variables seem more prone to change. Crowdsourcing large amounts of dialect data with smartphone apps has the potential to complement existing data collection techniques and to provide evidence that traditional methods cannot, with normal resources, hope to gather. Nonetheless, it is important to emphasize a range of methodological caveats, including sparse knowledge of users' linguistic backgrounds (users only indicate age, sex) and users' self-declaration of their dialect. These are discussed and evaluated in detail here. Findings remain intriguing nevertheless: As a means of quality control, we report that traditional dialectological methods have revealed trends similar to those found by the app. This underlines the validity of the crowdsourcing method. We are presently extending DŽ architecture to other languages. ? 2016 Leemann et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Scopus,10.1371/journal.pone.0143060,PLOS ONE
1422,SC-805,Saifuddin et al. (2016),2016,MUSCULOSKELETAL MRI: Second Edition,"Musculoskeletal MRI covers the entire musculoskeletal system and related conditions, both common and rare. The text is neatly divided into sections based on the major anatomic divisions. Each section discusses anatomic subdivisions or joints, keeping sections on normal anatomy and pathologic findings close to each other, allowing radiologists to easily compare images of normal and pathologic findings. With more than 4000 high-quality MR images, information is presented in an easy-to-read bulleted format, providing the radiologist with all the information required to make an informed diagnosis in the clinical setting. The new edition also includes a complimentary eBook as well as access to image downloads. Comprehensive and user-friendly in its approach, the book provides every radiologist, both consultant and trainee, with increased confidence in their reporting. ? 2016 by Taylor & Francis Group, LLC.",Scopus,10.1201/9781315381541,0
1423,SC-806,Collins et al. (2016),2016,Disorders of the Acromioclavicular Joint,[No abstract available],Scopus,10.1016/B978-0-323-29731-8.00009-X,0
1424,SC-807,Joseph et al. (2016),2016,"Paediatric Orthopaedics: A System of Decision-Making, Second Edition","Mastering the art and science of paediatric orthopaedics entails the acquisition of theoretical knowledge, the development of surgical dexterity and learning the process of clinical decision-making. Of these three components, clinical decision-making is arguably the most important.Featuring a practical focus, Paediatric Orthopaedics. ? 2016 by Taylor & Francis Group, LLC.",Scopus,10.1201/b19226,0
1425,SC-808,Trulsson Schouenborg et al. (2016),2016,Associations between altered movement patterns during single-leg squat and muscle activity at weight-transfer initiation in individuals with anterior cruciate ligament injury,"Background Little is known about factors contributing to the altered movement patterns observed in many individuals with anterior cruciate ligament (ACL) injury. We addressed whether altered muscular activity is such a factor. Methods 16 participants with unilateral, non-reconstructed ACL rupture were scored for altered movement patterns according to Test for Substitution Patterns (TSP), which includes the single-leg squat (SLS). Surface electromyography (SEMG), was recorded in the lower extremities at initiation of weight-transfer from double-leg to single-leg stance (eyes closed), simulating the initiation of an SLS. Normalised SEMG amplitudes 200-300 ms after weight-transfer initiation were compared between injured and non-injured sides, and correlated to the TSP scores for the SLS. Peak absolute SEMG amplitudes during 5 TSP test movements were also compared between sides. Results At weight-transfer initiation, muscle activity was lower in the tibialis anterior, gastrocnemius and peroneus longus muscles on the injured side. Low muscle activity correlated moderately to worse TSP scores for the SLS for the gluteus medius (r s =-0.56, p=0.03), and gastrocnemius muscles (r s =-0.56, p=0.02). Median peak absolute amplitude during TSP movements was lower in the quadriceps, gastrocnemius and peroneus longus muscles on the injured side. Conclusions The altered patterns of muscle activity at weight-transfer initiation, correlations between lower activity at movement initiation and altered movement patterns during SLS and the altered peak amplitudes during TSP movements together indicate alterations in sensorimotor control that may contribute to the observed altered movement patterns. Future studies will determine if exercises targeting muscle activity initiation should complement customary ACL injury rehabilitation. ? Published by the BMJ Publishing Group Limited. For permission to use (where not already granted under a licence) please go to http://www.bmj.com/company/products-services/rights-and-licensing/.",Scopus,10.1136/bmjsem-2016-000131,BMJ Open Sport and Exercise Medicine
1426,SC-809,Blankenbaker et al. (2016),2016,Diagnostic Imaging: Musculoskeletal Trauma,"More than 200 trauma-related diagnoses that are delineated, referenced, and lavishly illustrated highlight the second edition of Diagnostic Imaging: Musculoskeletal Trauma. Comprehensive coverage of musculoskeletal trauma imaging keeps you current with what?s new in the field. Succinct text, outstanding illustrations, and up-to-date content make this title a must-have reference for both general radiologists and musculoskeletal imaging specialists who need a single, go-to clinical guide in this rapidly evolving area. ? 2016 Elsevier Ltd. All rights reserved.",Scopus,10.1016/B978-0-323-39253-2.50249-4,0
1427,SC-810,Waterman et al. (2016),2016,"Lower leg, ankle, and foot injuries",[No abstract available],Scopus,10.1007/978-1-4939-2984-9_11,0
1428,SC-811,Grandhi et al. (2016),2016,The dynamic interplay between active and passive knee stability: Implications for management of the high ACL injury risk athlete,"Anterior cruciate ligament (ACL) injury is a common problem affecting athletes. Individuals with certain active (movement, training, and growth) and passive (genetics, hormones, anatomy) factors are at increased risk of injury. There is dynamic interplay between the active and passive factors that is directly attributable to an increased risk for ACL injury. Oftentimes, those individuals with both passive and active factors are at the highest risk for ACL injury. Identifying these individuals and providing additional training (i.e., neuromuscular training) have the best potential to mitigate the injury risk. ? Springer International Publishing Switzerland 2017.",Scopus,10.1007/978-3-319-32070-0_40,0
1429,SC-812,Lin et al. (2016),2016,Surgical Strategy for the Chronic Achilles Tendon Rupture,"Background. Chronic Achilles tendon rupture is usually misdiagnosed and treated improperly. This study aims to better understand the treatment of chronic Achilles tendon rupture. Methods. Patients who were not able to perform a single-limb heel rise were chosen. Pre- and postoperative magnetic resonance imaging (MRI) were conducted. By evaluating the presence or absence of Achilles tendon stumps and the gap length of rupture, V-Y advancement, gastrocnemius fascial turndown flap, or flexor halluces longus tendon transfer were selected for tendon repair. The function of ankle and foot was assessed by American Orthopaedic Foot & Ankle Society (AOFAS) ankle-hindfoot scores and Achilles Tendon Total Rupture Score (ATRS). Results. Twenty-nine patients were followed up. One patient had superficial incision infection, which was healed after debridement and oral antibiotics. Three months postoperatively, MRI showed some signs of inflammation, which disappeared at one or two years postoperatively. All patients were able to perform a single-limb heel rise. Mean AOFAS scores and ATRS scores were increased at the latest follow-up. Conclusion. Surgical options can be determined by evaluating the presence of the Achilles tendon stumps and the gap length, which can avoid using the nearby tendon and yield satisfactory functional results. ? 2016 Yangjing Lin et al.",Scopus,10.1155/2016/1416971,BioMed Research International
1430,SC-813,And¡a et al. (2016),2016,Hyperuricemia in tendons,"Hyperuricemia, particularly gout, and the immune inflammatory response are highly integrated. Both, long standing hyperuricemia and monosodium urate (MSU) crystal deposition can challenge tendon homeostasis because of their potential to cause inflammation to the host. Knowledge is emerging from clinical imaging research depicting where MSU crystals deposit, including patellar tendon, triceps and quadriceps tendons. Remarkably, subclinical tendon inflammation and damage are also present in asymptomatic hyperuricemia. Monosodium urate crystals act as danger activating molecular patterns (DAMPs), activating the inflammasome and inducing the secretion of IL-1beta, a key mediator of the inflammatory response. The crucial role of IL-1beta in driving the inflammatory events during gout attacks is supported by the clinical efficacy of IL-1beta blockade. Some data implicating IL-1beta as an initiator of tendinopathy exist, but the link between hyperuricemia and the development of tendinopathy remains to be validated. Further knowledge about the interactions of uric acid with both innate immune and tendon cells, and their consequences may help to determine if there is a subclass of hyperuricemic-tendinopathy. ? Springer International Publishing Switzerland 2016.",Scopus,10.1007/978-3-319-33943-6_11,Advances in Experimental Medicine and Biology
1431,SC-814,Harkey et al. (2016),2016,Quadratic association between corticomotor and spinal-reflexive excitability and self-reported disability in participants with chronic ankle instability,"Context: Spinal-reflexive and corticomotor excitability may have a critical role in altering muscle function needed to stabilize the ankle in people with chronic ankle instability (CAI). Objective: To determine the association between self-reported disability and both spinal-reflexive and corticomotor excitability in people with CAI. Design: Descriptive laboratory study. Setting: Research laboratory. Participants: 30 participants with CAI. Main Outcome Measures: Soleus spinal-reflexive excitability was measured with normalized Hoffmann reflexes (H:M ratio), and corticomotor excitability was measured with transcranial magnetic stimulation and quantified by normalized motor-evoked-potential (MEP) amplitudes at 120% of active motor threshold (120%MEP). Self-reported disability was quantified with the activities-of-daily-living and sport subscales of the Foot and Ankle Ability Measure (FAAM-ADL and FAAM-S). Separate linear Pearson product-moment correlations and nonlinear quadratic correlations were used to determine associations between the neural-excitability and disability variables. Results: Thirty participants were included in the spinal-reflexive-excitability analysis, while only 19 were included in the corticomotor analysis. There was a significant, weak linear association between H:M ratio and FAAM-ADL (R = .39, P = .03) and a nonsignificant, weak linear association between H:M ratio and FAAM-S (R = .36, P = .06). There were significant, moderate quadratic associations between H:M ratio and both FAAM-ADL (R = .48, P = .03) and FAAM-S (R = .50, P = .02). There was a significant, moderate linear association between 120%MEP and FAAM-ADL (R = -.48, P = .04) and a nonsignificant, moderate negative linear association between FAAM-S (R = -.42, P = .07). There was a significant, moderate quadratic association between 120%MEP and FAAM-ADL (R = .57, P = .046) and a significant, strong quadratic correlation between 120%MEP and FAAM-S (R = .71, P = .004). Conclusions: There are significant quadratic associations between self-reported disability and both spinal-reflexive and corticomotor excitability of the soleus. CAI participants with low or high neural excitability present with lower function. ? 2016 Human Kinetics, Inc.",Scopus,10.1123/jsr.2014-0282,Journal of Sport Rehabilitation
1432,SC-815,Ames et al. (2016),2016,Survival in primary antiphospholipid syndrome: A single-centre cohort study,"The vascular mortality of antiphospholipid syndrome (APS) ranges from 1.4 % to 5.5 %, but its predictors are poorly known. It was the study objective to evaluate the impact of baseline lupus anticoagulant assays, IgG anticardiolipin (aCL), plasma fibrinogen (FNG) and von Willebrand factor (VWF), platelets (PLT) and of genetic polymorphisms of methylenetetrahydrofolate reductase C677T, of prothrombin G20210A and of paraoxonase-1 Q192R on survival in primary APS (PAPS). Cohort study on 77 thrombotic PAPS and 33 asymptomatic carriers of aPL (PCaPL) seen from 1989 to 2015 and persistently positive for aPL as per annual review. At baseline all participants were tested twice for the ratios of kaolin clotting time (KCTr), activated partial thromboplastin time (aPTTr), dilute Russell viper venom time (DRVVTr), IgG aCL, FNG, VWF and once for PLT. All thrombotic PAPS were on warfarin with regular INR monitoring. During follow-up 11 PAPS deceased (D-PAPS) of recurrent thrombosis mostly arterial, despite adequate anticoagulation yielding an overall vascular mortality of 10 %. D-PAPS had the strongest baseline aPTTr and DRVVTr and the highest mean baseline IgG aCL, FNG, VWF and PLT. Cox proportional hazards model identified baseline DRVVTr and FNG as main predictors of mortality with adjusted hazard ratios of 5.75 (95 % confidence interval [CI]: 1.5, 22.4) and of 1.03 (95 %CI: 1.01, 1.04), respectively. In conclusion, plasma DRVVTr and FNG are strongly associated with the risk of vascular death in PAPS; while FNG lowering agents exist further research should be directed at therapeutic strategies able to dampen aPL production. ? Schattauer 2016.",Scopus,10.1160/TH15-10-0839,Thrombosis and Haemostasis
1433,SC-816,Gali et al. (2016),2016,Tunnel collision during simultaneous anterior cruciate ligament and posterolateral corner reconstruction,"Purpose: To verify the safest angle to drill femoral tunnels in simultaneous anterior cruciate ligament (ACL) and posterolateral corner (PLC) reconstructions to minimize the risk of tunnel collision and to examine the relationship between lateral femoral condyle (LFC) width and tunnel collision occurrence. Methods: Ten fresh-frozen cadaveric knees were used. In each knee, anatomical single-bundle ACL femoral tunnels were arthroscopically drilled at 120 and 140 degrees of flexion, and tunnels for popliteus tendon (PLT) and fibular collateral ligament (FCL) were drilled at 20ø axial/20ø coronal angulations and 10ø axial/30ø coronal angulations. Three-dimensional computed tomography exams of the knees were performed. The presence of tunnel collision was evaluated, and the minimal distance between tunnels and the LFC width was measured. Results: Risk of tunnel collision was significantly increased if FCL and PLT tunnels were drilled at 10ø axial/30ø coronal angulation (Pÿ<ÿ0.05). Tunnel collision was noted in only one knee when FCL and PLT tunnels were drilled at 20ø axial/20ø coronal angulations. Knees with smaller LFC width had significantly higher risk for tunnel collision (Pÿ<ÿ0.05). Conclusion: Drilling PLT and FCL femoral tunnels at 20ø axial/20ø coronal angulation is a safe positioning for simultaneous ACL and PLC reconstructions. However, in smaller knees, the risk for tunnel collision could be greater. Surgeons should consider the possibility of tunnel collision when performing simultaneous ACL and PLC anatomical reconstruction, especially in knees with a small LFC width where the risk for tunnel collision could be greater. ? 2014, European Society of Sports Traumatology, Knee Surgery, Arthroscopy (ESSKA).",Scopus,10.1007/s00167-014-3363-0,"Knee Surgery, Sports Traumatology, Arthroscopy"
1434,SC-817,Wolburg et al. (2016),2016,Muscle activity of leg muscles during unipedal stance on therapy devices with different stability properties,"Objectives: To test the hypotheses that less stable therapy devices require greater muscle activity and that lower leg muscles will have greater increases in muscle activity with less stable therapy devices than upper leg muscles. Design: Cross-sectional laboratory study. Setting: Laboratory setting. Participants: Twenty-five healthy subjects. Main outcome measures: Electromyographic activity of four lower (gastrocnemius medialis, soleus, tibialis anterior, peroneus longus) and four upper leg muscles (vastus medialis and lateralis, biceps femoris, semitendinosus) during unipedal quiet barefoot stance on the dominant leg on a flat rigid surface and on five therapy devices with varying stability properties. Results: Muscle activity during unipedal stance differed significantly between therapy devices (P < 0.001). The order from lowest to highest relative muscle activity matched the order from most to least stable therapy device. There was no significant interaction between muscle location (lower versus upper leg) and therapy device (P = 0.985). Magnitudes of additional relative muscle activity for the respective therapy devices differed substantially among lower extremity muscles. Conclusions: The therapy devices offer a progressive increase in training intensity, and thus may be useful for incremental training programs in physiotherapeutic practice and sports training programs. ? 2015 Elsevier Ltd.",Scopus,10.1016/j.ptsp.2015.05.001,Physical Therapy in Sport
