PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27501023","ACL Graft and Contralateral ACL Tear Risk within Ten Years Following Reconstruction: A Systematic Review","Magnussen RA, Meschbach NT, Kaeding CC, Wright RW, Spindler KP.","JBJS Rev. 2015 Jan 20;3(1):e3. doi: 10.2106/JBJS.RVW.N.00052.","Magnussen RA","JBJS Rev","2015","2016/08/09","","","10.2106/JBJS.RVW.N.00052"
"25547048","A meta-analysis of bone-patellar tendon-bone autograft versus four-strand hamstring tendon autograft for anterior cruciate ligament reconstruction","Xie X, Liu X, Chen Z, Yu Y, Peng S, Li Q.","Knee. 2015 Mar;22(2):100-10. doi: 10.1016/j.knee.2014.11.014. Epub 2014 Dec 11.","Xie X","Knee","2015","2014/12/31","","","10.1016/j.knee.2014.11.014"
"25269758","Fixation techniques for the anterior cruciate ligament reconstruction: early follow-up. A systematic review of level I and II therapeutic studies","Speziali A, Delcogliano M, Tei M, Placella G, Bartoli M, Menghi A, Cerulli G.","Musculoskelet Surg. 2014 Dec;98(3):179-87. doi: 10.1007/s12306-014-0338-8. Epub 2014 Oct 1.","Speziali A","Musculoskelet Surg","2014","2014/10/02","","","10.1007/s12306-014-0338-8"
"25064753","Clinical and functional outcomes after anterior cruciate ligament reconstruction using cortical button fixation versus transfemoral suspensory fixation: a systematic review of randomized controlled trials","Saccomanno MF, Shin JJ, Mascarenhas R, Haro M, Verma NN, Cole BJ, Bach BR Jr.","Arthroscopy. 2014 Nov;30(11):1491-8. doi: 10.1016/j.arthro.2014.05.028. Epub 2014 Jul 23.","Saccomanno MF","Arthroscopy","2014","2014/07/28","","","10.1016/j.arthro.2014.05.028"
"24748500","Increased incidence of osteoarthritis of knee joint after ACL reconstruction with bone-patellar tendon-bone autografts than hamstring autografts: a meta-analysis of 1,443 patients at a minimum of 5 years","Xie X, Xiao Z, Li Q, Zhu B, Chen J, Chen H, Yang F, Chen Y, Lai Q, Liu X.","Eur J Orthop Surg Traumatol. 2015 Jan;25(1):149-59. doi: 10.1007/s00590-014-1459-3. Epub 2014 Apr 21.","Xie X","Eur J Orthop Surg Traumatol","2015","2014/04/22","","","10.1007/s00590-014-1459-3"
"23595537","Long-term follow-up of ACL reconstruction with hamstring autograft","Leiter JR, Gourlay R, McRae S, de Korompay N, MacDonald PB.","Knee Surg Sports Traumatol Arthrosc. 2014 May;22(5):1061-9. doi: 10.1007/s00167-013-2466-3. Epub 2013 Apr 18.","Leiter JR","Knee Surg Sports Traumatol Arthrosc","2014","2013/04/19","","","10.1007/s00167-013-2466-3"
"23007413","Outcomes for primary anterior cruciate reconstruction with the quadriceps autograft: a systematic review","Mulford JS, Hutchinson SE, Hang JR.","Knee Surg Sports Traumatol Arthrosc. 2013 Aug;21(8):1882-8. doi: 10.1007/s00167-012-2212-2. Epub 2012 Sep 25.","Mulford JS","Knee Surg Sports Traumatol Arthrosc","2013","2012/09/26","","","10.1007/s00167-012-2212-2"
"22560484","Intratunnel versus extratunnel fixation of hamstring autograft for anterior cruciate ligament reconstruction","Han DL, Nyland J, Kendzior M, Nawab A, Caborn DN.","Arthroscopy. 2012 Oct;28(10):1555-66. doi: 10.1016/j.arthro.2012.02.021. Epub 2012 May 4.","Han DL","Arthroscopy","2012","2012/05/08","","","10.1016/j.arthro.2012.02.021"
"22340342","Knee function after anterior cruciate ligament reconstruction with patellar or hamstring tendon: a meta-analysis","Shi DL, Yao ZJ.","Chin Med J (Engl). 2011 Dec;124(23):4056-62.","Shi DL","Chin Med J (Engl)","2011","2012/02/21","","",""
"21901700","Patellar tendon versus hamstring tendon autograft for anterior cruciate ligament rupture in adults","Mohtadi NG, Chan DS, Dainty KN, Whelan DB.","Cochrane Database Syst Rev. 2011 Sep 7;2011(9):CD005960. doi: 10.1002/14651858.CD005960.pub2.","Mohtadi NG","Cochrane Database Syst Rev","2011","2011/09/09","PMC6465162","","10.1002/14651858.CD005960.pub2"
"21776554","Ipsilateral graft and contralateral ACL rupture at five years or more following ACL reconstruction: a systematic review","Wright RW, Magnussen RA, Dunn WR, Spindler KP.","J Bone Joint Surg Am. 2011 Jun 15;93(12):1159-65. doi: 10.2106/JBJS.J.00898.","Wright RW","J Bone Joint Surg Am","2011","2011/07/22","PMC3110421","","10.2106/JBJS.J.00898"
"21079509","Outcomes of posterior cruciate ligament treatment: a review of the evidence","Hammoud S, Reinhardt KR, Marx RG.","Sports Med Arthrosc Rev. 2010 Dec;18(4):280-91. doi: 10.1097/JSA.0b013e3181eaf8b4.","Hammoud S","Sports Med Arthrosc Rev","2010","2010/11/17","","","10.1097/JSA.0b013e3181eaf8b4"
"21063817","What is the best femoral fixation of hamstring autografts in anterior cruciate ligament reconstruction?: a meta-analysis","Colvin A, Sharma C, Parides M, Glashow J.","Clin Orthop Relat Res. 2011 Apr;469(4):1075-81. doi: 10.1007/s11999-010-1662-4.","Colvin A","Clin Orthop Relat Res","2011","2010/11/11","PMC3048246","","10.1007/s11999-010-1662-4"
"21035009","Outcomes and risks of operative treatment of rupture of the anterior cruciate ligament in children and adolescents","Frosch KH, Stengel D, Brodhun T, Stietencron I, Holsten D, Jung C, Reister D, Voigt C, Niemeyer P, Maier M, Hertel P, Jagodzinski M, Lill H.","Arthroscopy. 2010 Nov;26(11):1539-50. doi: 10.1016/j.arthro.2010.04.077.","Frosch KH","Arthroscopy","2010","2010/11/02","","","10.1016/j.arthro.2010.04.077"
"20953764","Does autograft choice determine intermediate-term outcome of ACL reconstruction?","Magnussen RA, Carey JL, Spindler KP.","Knee Surg Sports Traumatol Arthrosc. 2011 Mar;19(3):462-72. doi: 10.1007/s00167-010-1277-z. Epub 2010 Oct 15.","Magnussen RA","Knee Surg Sports Traumatol Arthrosc","2011","2010/10/19","PMC3745218","NIHMS474171","10.1007/s00167-010-1277-z"
"20850327","A meta-analysis of hamstring autografts versus bone-patellar tendon-bone autografts for reconstruction of the anterior cruciate ligament","Li S, Su W, Zhao J, Xu Y, Bo Z, Ding X, Wei Q.","Knee. 2011 Oct;18(5):287-93. doi: 10.1016/j.knee.2010.08.002. Epub 2010 Sep 17.","Li S","Knee","2011","2010/09/21","","","10.1016/j.knee.2010.08.002"
"20734024","[Rupture of the anterior cruciate ligament. Diagnostics and therapy]","Teske W, Anastisiadis A, Lichtinger T, von Schulze Pellengahr C, von Engelhardt LV, Theodoridis T.","Orthopade. 2010 Sep;39(9):883-898; quiz 899. doi: 10.1007/s00132-010-1670-9.","Teske W","Orthopade","2010","2010/08/25","","","10.1007/s00132-010-1670-9"
"19709991","Patellar tendon versus hamstring tendon autografts for reconstructing the anterior cruciate ligament: a meta-analysis based on individual patient data","Biau DJ, Katsahian S, Kartus J, Harilainen A, Feller JA, Sajovic M, Ejerhed L, Zaffagnini S, Röpke M, Nizard R.","Am J Sports Med. 2009 Dec;37(12):2470-8. doi: 10.1177/0363546509333006. Epub 2009 Aug 25.","Biau DJ","Am J Sports Med","2009","2009/08/28","","","10.1177/0363546509333006"
"19476176","Intra-tunnel fixation versus extra-tunnel fixation of hamstring anterior cruciate ligament reconstruction: a meta-analysis","Ilahi OA, Nolla JM, Ho DM.","J Knee Surg. 2009 Apr;22(2):120-9. doi: 10.1055/s-0030-1247736.","Ilahi OA","J Knee Surg","2009","2009/05/30","","","10.1055/s-0030-1247736"
"18757764","Systematic review of single-bundle anterior cruciate ligament reconstruction outcomes: a baseline assessment for consideration of double-bundle techniques","Lewis PB, Parameswaran AD, Rue JP, Bach BR Jr.","Am J Sports Med. 2008 Oct;36(10):2028-36. doi: 10.1177/0363546508322892. Epub 2008 Aug 29.","Lewis PB","Am J Sports Med","2008","2008/09/02","","","10.1177/0363546508322892"
"17645372","Prognosis of conservatively managed anterior cruciate ligament injury: a systematic review","Muaidi QI, Nicholson LL, Refshauge KM, Herbert RD, Maher CG.","Sports Med. 2007;37(8):703-16. doi: 10.2165/00007256-200737080-00004.","Muaidi QI","Sports Med","2007","2007/07/25","","","10.2165/00007256-200737080-00004"
"17437083","A meta-analysis of stability of autografts compared to allografts after anterior cruciate ligament reconstruction","Prodromos C, Joyce B, Shi K.","Knee Surg Sports Traumatol Arthrosc. 2007 Jul;15(7):851-6. doi: 10.1007/s00167-007-0328-6. Epub 2007 Apr 17.","Prodromos C","Knee Surg Sports Traumatol Arthrosc","2007","2007/04/18","","","10.1007/s00167-007-0328-6"
"17146361","Endoscopic versus rear-entry ACL reconstruction: a systematic review","George MS, Huston LJ, Spindler KP.","Clin Orthop Relat Res. 2007 Feb;455:158-61. doi: 10.1097/BLO.0b013e31802eb45f.","George MS","Clin Orthop Relat Res","2007","2006/12/06","","","10.1097/BLO.0b013e31802eb45f"
"16603564","Bone-patellar tendon-bone autografts versus hamstring autografts for reconstruction of anterior cruciate ligament: meta-analysis","Biau DJ, Tournoux C, Katsahian S, Schranz PJ, Nizard RS.","BMJ. 2006 Apr 29;332(7548):995-1001. doi: 10.1136/bmj.38784.384109.2F. Epub 2006 Apr 7.","Biau DJ","BMJ","2006","2006/04/11","PMC1450040","","10.1136/bmj.38784.384109.2F"
"16226648","A meta-analysis of stability after anterior cruciate ligament reconstruction as a function of hamstring versus patellar tendon graft and fixation type","Prodromos CC, Joyce BT, Shi K, Keller BL.","Arthroscopy. 2005 Oct;21(10):1202. doi: 10.1016/j.arthro.2005.08.036.","Prodromos CC","Arthroscopy","2005","2005/10/18","","","10.1016/j.arthro.2005.08.036"
"16012491","Reconstruction of the anterior cruciate ligament: meta-analysis of patellar tendon versus hamstring tendon autograft","Goldblatt JP, Fitzsimmons SE, Balk E, Richmond JC.","Arthroscopy. 2005 Jul;21(7):791-803. doi: 10.1016/j.arthro.2005.04.107.","Goldblatt JP","Arthroscopy","2005","2005/07/14","","","10.1016/j.arthro.2005.04.107"
"15911297","Patellar tendon or four-strand hamstring? A systematic review of autografts for anterior cruciate ligament reconstruction","Forster MC, Forster IW.","Knee. 2005 Jun;12(3):225-30. doi: 10.1016/j.knee.2004.06.008.","Forster MC","Knee","2005","2005/05/25","","","10.1016/j.knee.2004.06.008"
"15743847","Anterior cruciate ligament reconstruction with a four-strand hamstring tendon autograft. Surgical technique","Williams RJ 3rd, Hyman J, Petrigliano F, Rozental T, Wickiewicz TL.","J Bone Joint Surg Am. 2005 Mar;87 Suppl 1(Pt 1):51-66. doi: 10.2106/JBJS.D.02805.","Williams RJ 3rd","J Bone Joint Surg Am","2005","2005/03/04","","","10.2106/JBJS.D.02805"
"15572332","Anterior cruciate ligament reconstruction autograft choice: bone-tendon-bone versus hamstring: does it really matter? A systematic review","Spindler KP, Kuhn JE, Freedman KB, Matthews CE, Dittus RS, Harrell FE Jr.","Am J Sports Med. 2004 Dec;32(8):1986-95. doi: 10.1177/0363546504271211.","Spindler KP","Am J Sports Med","2004","2004/12/02","","","10.1177/0363546504271211"
"12735201","Anterior cruciate ligament reconstruction using semitendinosus and gracilis tendons, bone patellar tendon, or quadriceps tendon-graft with press-fit fixation without hardware. A new and innovative procedure","Paessler HH, Mastrokalos DS.","Orthop Clin North Am. 2003 Jan;34(1):49-64. doi: 10.1016/s0030-5898(02)00070-6.","Paessler HH","Orthop Clin North Am","2003","2003/05/09","","","10.1016/s0030-5898(02)00070-6"
"12531750","Arthroscopic anterior cruciate ligament reconstruction: a metaanalysis comparing patellar tendon and hamstring tendon autografts","Freedman KB, D'Amato MJ, Nedeff DD, Kaz A, Bach BR Jr.","Am J Sports Med. 2003 Jan-Feb;31(1):2-11. doi: 10.1177/03635465030310011501.","Freedman KB","Am J Sports Med","2003","2003/01/18","","","10.1177/03635465030310011501"
"12528911","Tensioning of the anterior cruciate ligament graft","Heis FT, Paulos LE.","Orthop Clin North Am. 2002 Oct;33(4):697-700. doi: 10.1016/s0030-5898(02)00014-7.","Heis FT","Orthop Clin North Am","2002","2003/01/17","","","10.1016/s0030-5898(02)00014-7"
"9816658","[The semitendinosus tendon as replacement for the anterior cruciate ligament]","Hoffmann F, Friebel H, Schiller M.","Zentralbl Chir. 1998;123(9):994-1001.","Hoffmann F","Zentralbl Chir","1998","1998/11/17","","",""
"1395249","Semitendinosus Kennedy ligament augmentation device anterior cruciate ligament reconstruction","Gómez-Castresana FB, Bastos MN, Sacristán CG.","Clin Orthop Relat Res. 1992 Oct;(283):21-33.","Gómez-Castresana FB","Clin Orthop Relat Res","1992","1992/10/01","","",""
