Unnamed: 0,id,title,authors,journal,year,doi,first_author,short_title,key
34,35543668,Quadriceps tendon has a lower re-rupture rate than hamstring tendon autograft for anterior cruciate ligament reconstruction - A meta-analysis,"Hurley ET, Mojica ES, Kanakamedala AC, Meislin RJ, Strauss EJ, Campbell KA, Alaia MJ.",J ISAKOS,2022,10.1016/j.jisako.2021.10.001,Hurley,quadricepstendonhasalowerreruptureratethanhamstringtendonautograftforanteriorcruciateligamentreconstructionametaanalysis,Hurley+quadricepstendonhasalowerreruptureratethanhamstringtendonautograftforanteriorcruciateligamentreconstructionametaanalysis+2022
40,34617125,"Age, time from injury to surgery and hop performance after primary ACLR affect the risk of contralateral ACLR","Cristiani R, Forssblad M, Edman G, Eriksson K, Stålman A.",Knee Surg Sports Traumatol Arthrosc,2022,10.1007/s00167-021-06759-6,Cristiani,agetimefrominjurytosurgeryandhopperformanceafterprimaryaclraffecttheriskofcontralateralaclr,Cristiani+agetimefrominjurytosurgeryandhopperformanceafterprimaryaclraffecttheriskofcontralateralaclr+2022
41,34536121,Failure rates of common grafts used in ACL reconstructions: a systematic review of studies published in the last decade,"Haybäck G, Raas C, Rosenberger R.",Arch Orthop Trauma Surg,2022,10.1007/s00402-021-04147-w,Haybäck,failureratesofcommongraftsusedinaclreconstructions:asystematicreviewofstudiespublishedinthelastdecade,Haybäck+failureratesofcommongraftsusedinaclreconstructions:asystematicreviewofstudiespublishedinthelastdecade+2022
42,34494906,Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,"Dai W, Leng X, Wang J, Cheng J, Hu X, Ao Y.",Am J Sports Med,2022,10.1177/03635465211030259,Dai,quadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,Dai+quadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2022
43,34470509,Quadriceps Tendon Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis,"Tan TK, Subramaniam AG, Ebert JR, Radic R.",Am J Sports Med,2022,10.1177/03635465211033995,Tan,quadricepstendonversushamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,Tan+quadricepstendonversushamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2022
44,33135006,Comparative Efficacy of Graft Options in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Network Meta-Analysis,"Mo Z, Li D, Yang B, Tang S.",Arthrosc Sports Med Rehabil,2020,10.1016/j.asmr.2020.05.007,Mo,comparativeefficacyofgraftoptionsinanteriorcruciateligamentreconstruction:asystematicreviewandnetworkmetaanalysis,Mo+comparativeefficacyofgraftoptionsinanteriorcruciateligamentreconstruction:asystematicreviewandnetworkmetaanalysis+2020
46,32984919,Peroneus longus tendon autograft has functional outcomes comparable to hamstring tendon autograft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis,"He J, Tang Q, Ernst S, Linde MA, Smolinski P, Wu S, Fu F.",Knee Surg Sports Traumatol Arthrosc,2021,10.1007/s00167-020-06279-9,He,peroneuslongustendonautografthasfunctionaloutcomescomparabletohamstringtendonautograftforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,He+peroneuslongustendonautografthasfunctionaloutcomescomparabletohamstringtendonautograftforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2021
47,32700496,[Outcomes of quadriceps tendon autograft versus bone-patellar tendon-bone autograft for anterior cruciate ligament reconstruction:a Meta-analysis],"Li F, Gu XD, Wei XC.",Zhongguo Gu Shang,2020,10.12200/j.issn.1003-0034.2020.07.018,Li,outcomesofquadricepstendonautograftversusbonepatellartendonboneautograftforanteriorcruciateligamentreconstruction:ametaanalysis,Li+outcomesofquadricepstendonautograftversusbonepatellartendonboneautograftforanteriorcruciateligamentreconstruction:ametaanalysis+2020
48,32367221,Quadriceps tendon autograft for primary ACL reconstruction: a Bayesian network meta-analysis,"Migliorini F, Eschweiler J, Mansy YE, Quack V, Tingart M, Driessen A.",Eur J Orthop Surg Traumatol,2020,10.1007/s00590-020-02680-9,Migliorini,quadricepstendonautograftforprimaryaclreconstruction:abayesiannetworkmetaanalysis,Migliorini+quadricepstendonautograftforprimaryaclreconstruction:abayesiannetworkmetaanalysis+2020
50,31858199,Network meta-analysis of knee outcomes following anterior cruciate ligament reconstruction with various types of tendon grafts,"Yang XG, Wang F, He X, Feng JT, Hu YC, Zhang H, Yang L, Hua K.",Int Orthop,2020,10.1007/s00264-019-04417-8,Yang,networkmetaanalysisofkneeoutcomesfollowinganteriorcruciateligamentreconstructionwithvarioustypesoftendongrafts,Yang+networkmetaanalysisofkneeoutcomesfollowinganteriorcruciateligamentreconstructionwithvarioustypesoftendongrafts+2020
51,31538227,Quadriceps tendon autograft ACL reconstruction has less pivot shift laxity and lower failure rates than hamstring tendon autografts,"Nyland J, Collis P, Huffstutler A, Sachdeva S, Spears JR, Greene J, Caborn DNM.",Knee Surg Sports Traumatol Arthrosc,2020,10.1007/s00167-019-05720-y,Nyland,quadricepstendonautograftaclreconstructionhaslesspivotshiftlaxityandlowerfailureratesthanhamstringtendonautografts,Nyland+quadricepstendonautograftaclreconstructionhaslesspivotshiftlaxityandlowerfailureratesthanhamstringtendonautografts+2020
52,31305357,Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction,"Mehran N, Damodar D, Shu Yang J.",J Am Acad Orthop Surg,2020,10.5435/JAAOS-D-19-00032,Mehran,quadricepstendonautograftinanteriorcruciateligamentreconstruction,Mehran+quadricepstendonautograftinanteriorcruciateligamentreconstruction+2020
53,31233432,A Comparison of Quadriceps Tendon Autograft With Bone-Patellar Tendon-Bone Autograft and Hamstring Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review and Quantitative Synthesis,"Ajrawat P, Dwyer T, Whelan D, Theodoropoulos J, Murnaghan L, Bhargava M, Ogilvie-Harris D, Chahal J.",Clin J Sport Med,2021,10.1097/JSM.0000000000000765,Ajrawat,acomparisonofquadricepstendonautograftwithbonepatellartendonboneautograftandhamstringtendonautograftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewandquantitativesynthesis,Ajrawat+acomparisonofquadricepstendonautograftwithbonepatellartendonboneautograftandhamstringtendonautograftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewandquantitativesynthesis+2021
55,30790526,Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Outcomes for Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring-Tendon Autografts,"Mouarbes D, Menetrey J, Marot V, Courtot L, Berard E, Cavaignac E.",Am J Sports Med,2019,10.1177/0363546518825340,Mouarbes,anteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofoutcomesforquadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautografts,Mouarbes+anteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofoutcomesforquadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautografts+2019
56,30212919,Outcomes of Anterior Cruciate Ligament Reconstruction in Females Using Patellar-Tendon-Bone versus Hamstring Autografts: A Systematic Review and Meta-Analysis,"Tan SHS, Lau BPH, Krishna L.",J Knee Surg,2019,10.1055/s-0038-1669916,Tan,outcomesofanteriorcruciateligamentreconstructioninfemalesusingpatellartendonboneversushamstringautografts:asystematicreviewandmetaanalysis,Tan+outcomesofanteriorcruciateligamentreconstructioninfemalesusingpatellartendonboneversushamstringautografts:asystematicreviewandmetaanalysis+2019
57,30206911,Arthroscopic Anterior Cruciate Ligament Reconstruction: A Meta-Analysis Comparing Semitendinosus Alone and Semitendinosus with Gracilis Tendon Autografts,"Chin BZ, Wee IJY, Syn NL, Krishna L.",J Knee Surg,2019,10.1055/s-0038-1669950,Chin,arthroscopicanteriorcruciateligamentreconstruction:ametaanalysiscomparingsemitendinosusaloneandsemitendinosuswithgracilistendonautografts,Chin+arthroscopicanteriorcruciateligamentreconstruction:ametaanalysiscomparingsemitendinosusaloneandsemitendinosuswithgracilistendonautografts+2019
59,29628380,Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Systematic Review,"Hurley ET, Calvo-Gurry M, Withers D, Farrington SK, Moran R, Moran CJ.",Arthroscopy,2018,10.1016/j.arthro.2018.01.046,Hurley,quadricepstendonautograftinanteriorcruciateligamentreconstruction:asystematicreview,Hurley+quadricepstendonautograftinanteriorcruciateligamentreconstruction:asystematicreview+2018
60,29628379,Quadriceps Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies With Minimum 2-Year Follow-Up,"Belk JW, Kraeutler MJ, Marshall HA, Goodrich JA, McCarty EC.",Arthroscopy,2018,10.1016/j.arthro.2018.01.047,Belk,quadricepstendonautograftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewofcomparativestudieswithminimum2yearfollowup,Belk+quadricepstendonautograftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewofcomparativestudieswithminimum2yearfollowup+2018
61,28654440,Quadriceps Tendon-Bone or Patellar Tendon-Bone Autografts When Reconstructing the Anterior Cruciate Ligament: A Meta-analysis,"Riaz O, Aqil A, Mannan A, Hossain F, Ali M, Chakrabarty G, Radcliffe G.",Clin J Sport Med,2018,10.1097/JSM.0000000000000451,Riaz,quadricepstendonboneorpatellartendonboneautograftswhenreconstructingtheanteriorcruciateligament:ametaanalysis,Riaz+quadricepstendonboneorpatellartendonboneautograftswhenreconstructingtheanteriorcruciateligament:ametaanalysis+2018
63,25802119,The Importance of Patient Sex in the Outcomes of Anterior Cruciate Ligament Reconstructions: A Systematic Review and Meta-analysis,"Tan SH, Lau BP, Khin LW, Lingaraj K.",Am J Sports Med,2016,10.1177/0363546515573008,Tan,theimportanceofpatientsexintheoutcomesofanteriorcruciateligamentreconstructions:asystematicreviewandmetaanalysis,Tan+theimportanceofpatientsexintheoutcomesofanteriorcruciateligamentreconstructions:asystematicreviewandmetaanalysis+2016
64,25543249,Quadriceps tendon autograft for anterior cruciate ligament reconstruction: a comprehensive review of current literature and systematic review of clinical results,"Slone HS, Romine SE, Premkumar A, Xerogeanes JW.",Arthroscopy,2015,10.1016/j.arthro.2014.11.010,Slone,quadricepstendonautograftforanteriorcruciateligamentreconstruction:acomprehensivereviewofcurrentliteratureandsystematicreviewofclinicalresults,Slone+quadricepstendonautograftforanteriorcruciateligamentreconstruction:acomprehensivereviewofcurrentliteratureandsystematicreviewofclinicalresults+2015
67,23007413,Outcomes for primary anterior cruciate reconstruction with the quadriceps autograft: a systematic review,"Mulford JS, Hutchinson SE, Hang JR.",Knee Surg Sports Traumatol Arthrosc,2013,10.1007/s00167-012-2212-2,Mulford,outcomesforprimaryanteriorcruciatereconstructionwiththequadricepsautograft:asystematicreview,Mulford+outcomesforprimaryanteriorcruciatereconstructionwiththequadricepsautograft:asystematicreview+2013
68,17146361,Endoscopic versus rear-entry ACL reconstruction: a systematic review,"George MS, Huston LJ, Spindler KP.",Clin Orthop Relat Res,2007,10.1097/BLO.0b013e31802eb45f,George,endoscopicversusrearentryaclreconstruction:asystematicreview,George+endoscopicversusrearentryaclreconstruction:asystematicreview+2007
71,12735201,"Anterior cruciate ligament reconstruction using semitendinosus and gracilis tendons, bone patellar tendon, or quadriceps tendon-graft with press-fit fixation without hardware. A new and innovative procedure","Paessler HH, Mastrokalos DS.",Orthop Clin North Am,2003,10.1016/s0030-5898(02)00070-6,Paessler,anteriorcruciateligamentreconstructionusingsemitendinosusandgracilistendonsbonepatellartendonorquadricepstendongraftwithpressfitfixationwithouthardwareanewandinnovativeprocedure,Paessler+anteriorcruciateligamentreconstructionusingsemitendinosusandgracilistendonsbonepatellartendonorquadricepstendongraftwithpressfitfixationwithouthardwareanewandinnovativeprocedure+2003
74,1962709,Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part II. A specific sport review,"Kaplan MJ, Howe JG, Fleming B, Johnson RJ, Jarvinen M.",Am J Sports Med,1991,10.1177/036354659101900506,Kaplan,anteriorcruciateligamentreconstructionusingquadricepspatellartendongraftpartiiaspecificsportreview,Kaplan+anteriorcruciateligamentreconstructionusingquadricepspatellartendongraftpartiiaspecificsportreview+1991
75,1962708,Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part I. Long-term followup,"Howe JG, Johnson RJ, Kaplan MJ, Fleming B, Jarvinen M.",Am J Sports Med,1991,10.1177/036354659101900505,Howe,anteriorcruciateligamentreconstructionusingquadricepspatellartendongraftpartilongtermfollowup,Howe+anteriorcruciateligamentreconstructionusingquadricepspatellartendongraftpartilongtermfollowup+1991
0,40980562,Peroneus Longus Tendon Versus Hamstring Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Comparative Studies,"Kumar K, Rao V, Panda AK, Joshi D.",Orthop J Sports Med,2025,10.1177/23259671251374313,Kumar,peroneuslongustendonversushamstringtendonautograftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofcomparativestudies,Kumar+peroneuslongustendonversushamstringtendonautograftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofcomparativestudies+2025
1,40734172,Can peroneus longus tendon autograft become an alternative to hamstring tendon autograft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis of comparative studies,"Opoku M, Abdramane AM, Abdirahman A, Fang M, Li Y, Xiao W.",J Orthop Surg Res,2025,10.1186/s13018-025-06080-9,Opoku,canperoneuslongustendonautograftbecomeanalternativetohamstringtendonautograftforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofcomparativestudies,Opoku+canperoneuslongustendonautograftbecomeanalternativetohamstringtendonautograftforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofcomparativestudies+2025
2,38755499,Comparative effectiveness of peroneus longus tendon (PLT) autografts versus hamstring tendon (HT) autografts in anterior cruciate ligament reconstruction: a comprehensive systematic review and meta analysis,"Park JY, Fernandes A, Park SY, Lim H, Sayudo IF, Leibovitch L, Machinski E, Ha J.",Eur J Orthop Surg Traumatol,2024,10.1007/s00590-024-03984-w,Park,comparativeeffectivenessofperoneuslongustendon(plt)autograftsversushamstringtendon(ht)autograftsinanteriorcruciateligamentreconstruction:acomprehensivesystematicreviewandmetaanalysis,Park+comparativeeffectivenessofperoneuslongustendon(plt)autograftsversushamstringtendon(ht)autograftsinanteriorcruciateligamentreconstruction:acomprehensivesystematicreviewandmetaanalysis+2024
3,37898307,Peroneus Longus Tendon Autograft May Present a Viable Alternative for Anterior Cruciate Ligament Reconstruction: A Systematic Review,"Quinn M, Byrne RA, Albright JA, Testa E, Ahn B, Lemme N, Petit L, Blankenhorn B, Owens BD.",Arthroscopy,2024,10.1016/j.arthro.2023.10.016,Quinn,peroneuslongustendonautograftmaypresentaviablealternativeforanteriorcruciateligamentreconstruction:asystematicreview,Quinn+peroneuslongustendonautograftmaypresentaviablealternativeforanteriorcruciateligamentreconstruction:asystematicreview+2024
4,32984919,Peroneus longus tendon autograft has functional outcomes comparable to hamstring tendon autograft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis,"He J, Tang Q, Ernst S, Linde MA, Smolinski P, Wu S, Fu F.",Knee Surg Sports Traumatol Arthrosc,2021,10.1007/s00167-020-06279-9,He,peroneuslongustendonautografthasfunctionaloutcomescomparabletohamstringtendonautograftforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,He+peroneuslongustendonautografthasfunctionaloutcomescomparabletohamstringtendonautograftforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2021
1,41000449,Superior long-term stability and function associated with femoral cortical button versus interference screw fixation in ACL reconstruction: A systematic review and meta-analysis,"Elias J, Kaplan M, Bickford M, Oliver T, Shah K, Ford E, McMillan S.",J Exp Orthop,2025,10.1002/jeo2.70439,Elias,superiorlongtermstabilityandfunctionassociatedwithfemoralcorticalbuttonversusinterferencescrewfixationinaclreconstruction:asystematicreviewandmetaanalysis,Elias+superiorlongtermstabilityandfunctionassociatedwithfemoralcorticalbuttonversusinterferencescrewfixationinaclreconstruction:asystematicreviewandmetaanalysis+2025
2,40297074,"Patients Have Similar Clinical Outcomes and Failure Rates After Anterior Cruciate Ligament Reconstruction With Tibialis Anterior Tendon, Bone-Patellar Tendon-Bone, Hamstring Tendon, or Achilles Tendon Allografts: A Systematic Review","Dave U, Villarreal-Espinosa JB, Shah H, Cotter EJ, Gómez-Verdejo F, Carpenter M, Gerhold C, Mamonov A, Chahla J, Verma NN.",Arthrosc Sports Med Rehabil,2024,10.1016/j.asmr.2024.101035,Dave,patientshavesimilarclinicaloutcomesandfailureratesafteranteriorcruciateligamentreconstructionwithtibialisanteriortendonbonepatellartendonbonehamstringtendonorachillestendonallografts:asystematicreview,Dave+patientshavesimilarclinicaloutcomesandfailureratesafteranteriorcruciateligamentreconstructionwithtibialisanteriortendonbonepatellartendonbonehamstringtendonorachillestendonallografts:asystematicreview+2024
3,40075371,The effects of blood flow restriction training on early muscle strength and mid-term knee function following anterior cruciate ligament reconstruction: a systematic review and meta-analysis,"Li X, Xiao F, Ren H, Peng Y, Feng F, Dong Q.",J Orthop Surg Res,2025,10.1186/s13018-025-05673-8,Li,theeffectsofbloodflowrestrictiontrainingonearlymusclestrengthandmidtermkneefunctionfollowinganteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,Li+theeffectsofbloodflowrestrictiontrainingonearlymusclestrengthandmidtermkneefunctionfollowinganteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2025
4,40005410,Anterior Cruciate Ligament Reconstruction Using Lateral Extra-Articular Procedures: A Systematic Review,"Migliorini F, Lucenti L, Mok YR, Bardazzi T, D'Ambrosi R, De Carli A, Paolicelli D, Maffulli N.",Medicina (Kaunas),2025,10.3390/medicina61020294,Migliorini,anteriorcruciateligamentreconstructionusinglateralextraarticularprocedures:asystematicreview,Migliorini+anteriorcruciateligamentreconstructionusinglateralextraarticularprocedures:asystematicreview+2025
10,38903025,Return to sports after anterior cruciate ligament surgery with hamstring or patella tendon autograft - a systematic review,"Bouju S, Lauritzen JB, Journé A, Jørgensen HL.",Dan Med J,2024,10.61409/A09230599,Bouju,returntosportsafteranteriorcruciateligamentsurgerywithhamstringorpatellatendonautograftasystematicreview,Bouju+returntosportsafteranteriorcruciateligamentsurgerywithhamstringorpatellatendonautograftasystematicreview+2024
12,37568165,Contralateral grafts have comparable efficacy to ipsilateral grafts in anterior cruciate ligament reconstructions: a systematic review,"Fan D, Ma J, Zhang L.",J Orthop Surg Res,2023,10.1186/s13018-023-04082-z,Fan,contralateralgraftshavecomparableefficacytoipsilateralgraftsinanteriorcruciateligamentreconstructions:asystematicreview,Fan+contralateralgraftshavecomparableefficacytoipsilateralgraftsinanteriorcruciateligamentreconstructions:asystematicreview+2023
14,36255278,Clinical Outcomes After Combined ACL and Anterolateral Ligament Reconstruction Versus Isolated ACL Reconstruction With Bone-Patellar Tendon-Bone Grafts: A Matched-Pair Analysis of 2018 Patients From the SANTI Study Group,"Pioger C, Gousopoulos L, Hopper GP, Vieira TD, Campos JP, El Helou A, Philippe C, Saithna A, Sonnery-Cottet B.",Am J Sports Med,2022,10.1177/03635465221128261,Pioger,clinicaloutcomesaftercombinedaclandanterolateralligamentreconstructionversusisolatedaclreconstructionwithbonepatellartendonbonegrafts:amatchedpairanalysisof2018patientsfromthesantistudygroup,Pioger+clinicaloutcomesaftercombinedaclandanterolateralligamentreconstructionversusisolatedaclreconstructionwithbonepatellartendonbonegrafts:amatchedpairanalysisof2018patientsfromthesantistudygroup+2022
15,35638209,Single-stage repair of displaced bucket-handle meniscal tears with anterior cruciate ligament reconstruction leads to good meniscal survivorship : a retrospective cohort study,"Robinson JR, Bruce D, Davies H, Porteous AJ, Murray JRD, Howells NR.",Bone Joint J,2022,10.1302/0301-620X.104B6.BJJ-2021-1340.R2,Robinson,singlestagerepairofdisplacedbuckethandlemeniscaltearswithanteriorcruciateligamentreconstructionleadstogoodmeniscalsurvivorship:aretrospectivecohortstudy,Robinson+singlestagerepairofdisplacedbuckethandlemeniscaltearswithanteriorcruciateligamentreconstructionleadstogoodmeniscalsurvivorship:aretrospectivecohortstudy+2022
23,28654440,Quadriceps Tendon-Bone or Patellar Tendon-Bone Autografts When Reconstructing the Anterior Cruciate Ligament: A Meta-analysis,"Riaz O, Aqil A, Mannan A, Hossain F, Ali M, Chakrabarty G, Radcliffe G.",Clin J Sport Med,2018,10.1097/JSM.0000000000000451,Riaz,quadricepstendonboneorpatellartendonboneautograftswhenreconstructingtheanteriorcruciateligament:ametaanalysis,Riaz+quadricepstendonboneorpatellartendonboneautograftswhenreconstructingtheanteriorcruciateligament:ametaanalysis+2018
25,27450741,Bioabsorbable versus metallic interference screws for graft fixation in anterior cruciate ligament reconstruction,"Debieux P, Franciozi CE, Lenza M, Tamaoki MJ, Magnussen RA, Faloppa F, Belloti JC.",Cochrane Database Syst Rev,2016,10.1002/14651858.CD009772.pub2,Debieux,bioabsorbableversusmetallicinterferencescrewsforgraftfixationinanteriorcruciateligamentreconstruction,Debieux+bioabsorbableversusmetallicinterferencescrewsforgraftfixationinanteriorcruciateligamentreconstruction+2016
26,26917031,Posttraumatic incarceration of medial collateral ligament into knee joint with anterior cruciate ligament injury,"Kini SG, du Pre K, Bruce W.",Chin J Traumatol,2015,10.1016/j.cjtee.2015.11.004,Kini,posttraumaticincarcerationofmedialcollateralligamentintokneejointwithanteriorcruciateligamentinjury,Kini+posttraumaticincarcerationofmedialcollateralligamentintokneejointwithanteriorcruciateligamentinjury+2015
27,27501023,ACL Graft and Contralateral ACL Tear Risk within Ten Years Following Reconstruction: A Systematic Review,"Magnussen RA, Meschbach NT, Kaeding CC, Wright RW, Spindler KP.",JBJS Rev,2015,10.2106/JBJS.RVW.N.00052,Magnussen,aclgraftandcontralateralacltearriskwithintenyearsfollowingreconstruction:asystematicreview,Magnussen+aclgraftandcontralateralacltearriskwithintenyearsfollowingreconstruction:asystematicreview+2015
28,25269758,Fixation techniques for the anterior cruciate ligament reconstruction: early follow-up. A systematic review of level I and II therapeutic studies,"Speziali A, Delcogliano M, Tei M, Placella G, Bartoli M, Menghi A, Cerulli G.",Musculoskelet Surg,2014,10.1007/s12306-014-0338-8,Speziali,fixationtechniquesfortheanteriorcruciateligamentreconstruction:earlyfollowupasystematicreviewofleveliandiitherapeuticstudies,Speziali+fixationtechniquesfortheanteriorcruciateligamentreconstruction:earlyfollowupasystematicreviewofleveliandiitherapeuticstudies+2014
32,23595537,Long-term follow-up of ACL reconstruction with hamstring autograft,"Leiter JR, Gourlay R, McRae S, de Korompay N, MacDonald PB.",Knee Surg Sports Traumatol Arthrosc,2014,10.1007/s00167-013-2466-3,Leiter,longtermfollowupofaclreconstructionwithhamstringautograft,Leiter+longtermfollowupofaclreconstructionwithhamstringautograft+2014
36,20810081,Osseous deficits after anterior cruciate ligament injury and reconstruction: a systematic literature review with suggestions to improve osseous homeostasis,"Nyland J, Fisher B, Brand E, Krupp R, Caborn DN.",Arthroscopy,2010,10.1016/j.arthro.2010.03.017,Nyland,osseousdeficitsafteranteriorcruciateligamentinjuryandreconstruction:asystematicliteraturereviewwithsuggestionstoimproveosseoushomeostasis,Nyland+osseousdeficitsafteranteriorcruciateligamentinjuryandreconstruction:asystematicliteraturereviewwithsuggestionstoimproveosseoushomeostasis+2010
38,11665745,Neuromuscular rehabilitation of a female Olympic ice hockey player following anterior cruciate ligament reconstruction,"Tyler TF, McHugh MP.",J Orthop Sports Phys Ther,2001,10.2519/jospt.2001.31.10.577,Tyler,neuromuscularrehabilitationofafemaleolympicicehockeyplayerfollowinganteriorcruciateligamentreconstruction,Tyler+neuromuscularrehabilitationofafemaleolympicicehockeyplayerfollowinganteriorcruciateligamentreconstruction+2001
39,10525618,[Diagnostic and incidence of the rupture of the posterior cruciate ligament],"Hochstein P, Schmickal T, Grützner PA, Wentzensen A.",Unfallchirurg,1999,10.1007/s001130050477,Hochstein,diagnosticandincidenceoftheruptureoftheposteriorcruciateligament,Hochstein+diagnosticandincidenceoftheruptureoftheposteriorcruciateligament+1999
0,40297074,"Patients Have Similar Clinical Outcomes and Failure Rates After Anterior Cruciate Ligament Reconstruction With Tibialis Anterior Tendon, Bone-Patellar Tendon-Bone, Hamstring Tendon, or Achilles Tendon Allografts: A Systematic Review","Dave U, Villarreal-Espinosa JB, Shah H, Cotter EJ, Gómez-Verdejo F, Carpenter M, Gerhold C, Mamonov A, Chahla J, Verma NN.",Arthrosc Sports Med Rehabil,2024,10.1016/j.asmr.2024.101035,Dave,patientshavesimilarclinicaloutcomesandfailureratesafteranteriorcruciateligamentreconstructionwithtibialisanteriortendonbonepatellartendonbonehamstringtendonorachillestendonallografts:asystematicreview,Dave+patientshavesimilarclinicaloutcomesandfailureratesafteranteriorcruciateligamentreconstructionwithtibialisanteriortendonbonepatellartendonbonehamstringtendonorachillestendonallografts:asystematicreview+2024
1,38551115,Comparing Clinical Outcomes and Knee Stability in Remnant-Preserving ACL Reconstruction Versus Standard ACL Reconstruction: A Systematic Review and Meta-analysis,"Allende F, Allahabadi S, Sachdev D, Gopinatth V, Saad Berreta R, LaPrade RF, Chahla J.",Am J Sports Med,2024,10.1177/03635465231225984,Allende,comparingclinicaloutcomesandkneestabilityinremnantpreservingaclreconstructionversusstandardaclreconstruction:asystematicreviewandmetaanalysis,Allende+comparingclinicaloutcomesandkneestabilityinremnantpreservingaclreconstructionversusstandardaclreconstruction:asystematicreviewandmetaanalysis+2024
2,33135006,Comparative Efficacy of Graft Options in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Network Meta-Analysis,"Mo Z, Li D, Yang B, Tang S.",Arthrosc Sports Med Rehabil,2020,10.1016/j.asmr.2020.05.007,Mo,comparativeefficacyofgraftoptionsinanteriorcruciateligamentreconstruction:asystematicreviewandnetworkmetaanalysis,Mo+comparativeefficacyofgraftoptionsinanteriorcruciateligamentreconstruction:asystematicreviewandnetworkmetaanalysis+2020
3,31853457,Anteromedial Portal Double-Bundle Anterior Cruciate Ligament Reconstruction Yields Similar Outcomes to Non-AMP Femoral Drilling Double-Bundle Techniques: A Systematic Review of Comparative Studies,"Tejpal T, Gupta A, Shanmugaraj A, Horner NS, Simunovic N, Peterson DC, Ayeni OR.",Orthop J Sports Med,2019,10.1177/2325967119888140,Tejpal,anteromedialportaldoublebundleanteriorcruciateligamentreconstructionyieldssimilaroutcomestononampfemoraldrillingdoublebundletechniques:asystematicreviewofcomparativestudies,Tejpal+anteromedialportaldoublebundleanteriorcruciateligamentreconstructionyieldssimilaroutcomestononampfemoraldrillingdoublebundletechniques:asystematicreviewofcomparativestudies+2019
