id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,Sabat D. (2011),Embase,"Sabat D., Kundu K., Arora S., Kumar V.",Sabat,Tunnel widening after anterior cruciate ligament reconstruction: A prospective randomized computed tomography-based study comparing 2 different femoral fixation methods for hamstring graft,Tunnel widening after anterior cruc,2011,10.1016/j.arthro.2011.02.009,Arthroscopy - Journal of Arthroscopic and Related Surgery,Sabat2011,,,
,Drogset J.O. (2010),Embase,"Drogset J.O., Strand T., Uppheim G., Ã˜degÃ¥rd B., BÃ¸e A., GrÃ¸ntvedt T.",Drogset,Autologous patellar tendon and quadrupled hamstring grafts in anterior cruciate ligament reconstruction: A prospective randomized multicenter review of different fixation methods,Autologous patellar tendon and quad,2010,10.1007/s00167-009-0996-5,"Knee Surgery, Sports Traumatology, Arthroscopy",Drogset2010,,,
,Vogrin M. (2010),Embase,"Vogrin M., Rupreht M., Crnjac A., Dinevski D., Krajnc Z., ReÄnik G.",Vogrin,The effect of platelet-derived growth factors on knee stability after anterior cruciate ligament reconstruction: A prospective randomized clinical study,The effect of platelet-derived grow,2010,10.1007/s00508-010-1340-2,Wiener Klinische Wochenschrift,Vogrin2010,,,
,Raviraj A. (2010),Embase,"Raviraj A., Anand A., Kodikal G., Chandrashekar M., Pai S.",Raviraj,A comparison of early and delayed arthroscopically-assisted reconstruction of the anterior cruciate ligament using hamstring autograft,A comparison of early and delayed a,2010,10.1302/0301-620X.92B4.22973,Journal of Bone and Joint Surgery - Series B,Raviraj2010,,,
,Price R. (2010),Embase,"Price R., Stoney J., Brown G.",Price,Prospective randomized comparison of endobutton versus cross-pin femoral fixation in hamstring anterior cruciate ligament reconstruction with 2-year follow-up,Prospective randomized comparison o,2010,10.1111/j.1445-2197.2009.05128.x,ANZ Journal of Surgery,Price2010,,,
,Price R. (2010),Embase,"Price R., Stoney J., Brown G.",Price,Prospective randomized comparison of endobutton versus cross-pin femoral fixation in hamstring anterior cruciate ligament reconstruction with 2-year follow-up,Prospective randomized comparison o,2010,10.1111/j.1445-2197.2009.05128.x,ANZ journal of surgery,Price2010,,,
,Tagesson S. (2010),Embase,"Tagesson S., Ã–berg B., Kvist J.",Tagesson,Tibial translation and muscle activation during rehabilitation exercises 5 weeks after anterior cruciate ligament reconstruction,Tibial translation and muscle activ,2010,10.1111/j.1600-0838.2009.00903.x,Scandinavian Journal of Medicine and Science in Sports,Tagesson2010,,,
,Stengel D. (2009),Embase,"Stengel D., Casper D., Bauwens K., Ekkernkamp A., Wich M.",Stengel,Bioresorbable pins and interference screws for fixation of hamstring tendon grafts in anterior cruciate ligament reconstruction surgery a randomized controlled trial,Bioresorbable pins and interference,2009,10.1177/0363546509333008,American Journal of Sports Medicine,Stengel2009,,,
,Taylor D.C. (2009),Embase,"Taylor D.C., Deberardino T.M., Nelson B.J., Duffey M., Tenuta J., Stoneman P.D., Sturdivant R.X., Mountcastle S.",Taylor,Patellar tendon versus hamstring tendon autografts for anterior cruciate ligament reconstruction: A randomized controlled trial using similar femoral and tibial fixation Methods,Patellar tendon versus hamstring te,2009,10.1177/0363546509339577,American Journal of Sports Medicine,Taylor2009,,,
,AhldÃ©n M. (2009),Embase,"AhldÃ©n M., Kartus J., Ejerhed L., Karlsson J., Sernert N.",AhldÃ©n,"Knee laxity measurements after anterior cruciate ligament reconstruction, using either bone-patellar-tendon-bone or hamstring tendon autografts, with special emphasis on comparison over time",Knee laxity measurements after ante,2009,10.1007/s00167-009-0846-5,"Knee Surgery, Sports Traumatology, Arthroscopy",AhldÃ©n2009,,,
,Moisala A.-S. (2008),Embase,"Moisala A.-S., JÃ¤rvelÃ¤ T., Paakkala A., Paakkala T., Kannus P., JÃ¤rvinen M.",Moisala,Comparison of the bioabsorbable and metal screw fixation after ACL reconstruction with a hamstring autograft in MRI and clinical outcome: A prospective randomized study,Comparison of the bioabsorbable and,2008,10.1007/s00167-008-0593-z,"Knee Surgery, Sports Traumatology, Arthroscopy",Moisala2008,,,
,Laboute E. (2008),Embase,"Laboute E., Savalli L., Lefesvre T., Puig P., Trouve P.",Laboute,Interest of an iterative specialized rehabilitation after an anterior cruciate ligament reconstruction in high level sport athletes,Interest of an iterative specialize,2008,10.1016/j.rco.2008.01.008,Revue de Chirurgie Orthopedique et Reparatrice de l'Appareil Moteur,Laboute2008,,,
,Kondo E. (2008),Embase,"Kondo E., Yasuda K., Azuma H., Tanabe Y., Yagi T.",Kondo,Prospective clinical comparisons of anatomic double-bundle versus single-bundle anterior cruciate ligament reconstruction procedures in 328 consecutive patients,Prospective clinical comparisons of,2008,10.1177/0363546508317123,American Journal of Sports Medicine,Kondo2008,,,
,Capuano L. (2008),Embase,"Capuano L., Hardy P., Longo U.G., Denaro V., Maffulli N.",Capuano,No difference in clinical results between femoral transfixation and bio-interference screw fixation in hamstring tendon ACL reconstruction. A preliminary study,No difference in clinical results b,2008,10.1016/j.knee.2008.02.003,Knee,Capuano2008,,,
,Benazzo F. (2008),Embase,"Benazzo F., Zanon G., Pederzini L., Modonesi F., Cardile C., Falez F., Ciolli L., Cava F.L., Giannini S., Buda R., Setti S., Caruso G., Massari L.",Benazzo,"Effects of biophysical stimulation in patients undergoing arthroscopic reconstruction of anterior cruciate ligament: Prospective, randomized and double blind study",Effects of biophysical stimulation ,2008,10.1007/s00167-008-0519-9,"Knee Surgery, Sports Traumatology, Arthroscopy",Benazzo2008,,,
,Birmingham T.B. (2008),Embase,"Birmingham T.B., Bryant D.M., Giffin J.R., Litchfield R.B., Kramer J.F., Donner A., Fowler P.J.",Birmingham,A randomized controlled trial comparing the effectiveness of functional knee brace and neoprene sleeve use after anterior cruciate ligament reconstruction,A randomized controlled trial compa,2008,10.1177/0363546507311601,American Journal of Sports Medicine,Birmingham2008,,,
,Bottoni C.R. (2008),Embase,"Bottoni C.R., Liddell T.R., Trainor T.J., Freccero D.M., Lindell K.K.",Bottoni,"Postoperative range of motion following anterior cruciate ligament reconstruction using autograft hamstrings: A prospective, randomized clinical trial of early versus delayed reconstructions",Postoperative range of motion follo,2008,10.1177/0363546507312164,American Journal of Sports Medicine,Bottoni2008,,,
,Papachristou G. (2008),Embase,"Papachristou G., Sourlas J., Plessas S., Papachristou K.",Papachristou,Arthroscopic ACL reconstruction with Î” plasty: An innovative approach with hamstrings' transfer and double tibial tunnel,Arthroscopic ACL reconstruction wit,2008,10.1007/s00167-007-0426-5,"Knee Surgery, Sports Traumatology, Arthroscopy",Papachristou2008,,,
,Streich N.A. (2008),Embase,"Streich N.A., Friedrich K., Gotterbarm T., Schmitt H.",Streich,Reconstruction of the ACL with a semitendinosus tendon graft: A prospective randomized single blinded comparison of double-bundle versus single-bundle technique in male athletes,Reconstruction of the ACL with a se,2008,10.1007/s00167-007-0480-z,"Knee Surgery, Sports Traumatology, Arthroscopy",Streich2008,,,
,Tagesson S. (2008),Embase,"Tagesson S., Ã–berg B., Good L., Kvist J.",Tagesson,A comprehensive rehabilitation program with quadriceps strengthening in closed versus open kinetic chain exercise in patients with anterior cruciate ligament deficiency: A randomized clinical trial evaluating dynamic tibial translation and muscle function,A comprehensive rehabilitation prog,2008,10.1177/0363546507307867,American Journal of Sports Medicine,Tagesson2008,,,
,JÃ¤rvelÃ¤ T. (2008),Embase,"JÃ¤rvelÃ¤ T., Moisala A.-S., Sihvonen R., JÃ¤rvelÃ¤ S., Kannus P., JÃ¤rvinen M.",JÃ¤rvelÃ¤,"Double-bundle anterior cruciate ligament reconstruction using hamstring autografts and bioabsorbable interference screw fixation: Prospective, randomized, clinical study with 2-year results",Double-bundle anterior cruciate lig,2008,10.1177/0363546507308360,American Journal of Sports Medicine,JÃ¤rvelÃ¤2008,,,
,Gohil S. (2007),Embase,"Gohil S., Annear P.O., Breidahl W.",Gohil,Anterior cruciate ligament reconstruction using autologous double hamstrings: A comparison of standard versus minimal debridement techniques using MRI to assess revascularisation - A randomised prospective study with a one-year follow-up,Anterior cruciate ligament reconstr,2007,10.1302/0301-620X.89B9.19339,Journal of Bone and Joint Surgery - Series B,Gohil2007,,,
,#VALUE!,Embase,JÃ¤rvelÃ¤ T.,JÃ¤rvelÃ¤,"Double-bundle versus single-bundle anterior cruciate ligament reconstruction: A prospective, randomize clinical study",Double-bundle versus single-bundle ,2007,10.1007/s00167-006-0254-z,"Knee Surgery, Sports Traumatology, Arthroscopy",JÃ¤rvelÃ¤2007,,,
,LidÃ©n M. (2007),Embase,"LidÃ©n M., Ejerhed L., Sernert N., Laxdal G., Kartus J.",LidÃ©n,"Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction: A prospective, randomized study with a 7-year follow-up",Patellar tendon or semitendinosus t,2007,10.1177/0363546506298275,American Journal of Sports Medicine,LidÃ©n2007,,,
,Heijne A. (2007),Embase,"Heijne A., Werner S.",Heijne,Early versus late start of open kinetic chain quadriceps exercises after ACL reconstruction with patellar tendon or hamstring grafts: A prospective randomized outcome study,Early versus late start of open kin,2007,10.1007/s00167-006-0246-z,"Knee Surgery, Sports Traumatology, Arthroscopy",Heijne2007,,,
,Maletis G.B. (2007),Embase,"Maletis G.B., Cameron S.L., Tengan J.J., Burchette R.J.",Maletis,A prospective randomized study of anterior cruciate ligament reconstruction: A comparison of patellar tendon and quadruple-strand semitendinosus/gracilis tendons fixed with bioabsorbable interference screws,A prospective randomized study of a,2007,10.1177/0363546506294361,American Journal of Sports Medicine,Maletis2007,,,
,Sajovic M. (2006),Embase,"Sajovic M., Vengust V., Komadina R., Tavcar R., Skaza K.",Sajovic,"A prospective, randomized comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: Five-year follow-up","A prospective, randomized compariso",2006,10.1177/0363546506290726,American Journal of Sports Medicine,Sajovic2006,,,
,Laxdal G. (2006),Embase,"Laxdal G., Kartus J., Eriksson B.I., FaxÃ©n E., Sernert N., Karlsson J.",Laxdal,Biodegradable and metallic interference screws in anterior cruciate ligament reconstruction surgery using hamstring tendon grafts: Prospective randomized study of radiographic results and clinical outcome,Biodegradable and metallic interfer,2006,10.1177/0363546506288014,American Journal of Sports Medicine,Laxdal2006,,,
,Gobbi A. (2006),Embase,"Gobbi A., Francisco R.",Gobbi,Factors affecting return to sports after anterior cruciate ligament reconstruction with patellar tendon and hamstring graft: A prospective clinical investigation,Factors affecting return to sports ,2006,10.1007/s00167-006-0050-9,"Knee Surgery, Sports Traumatology, Arthroscopy",Gobbi2006,,,
,Rose T. (2006),Embase,"Rose T., Hepp P., Venus J., Stockmar C., Josten C., Lill H.",Rose,Prospective randomized clinical comparison of femoral transfixation versus bioscrew fixation in hamstring tendon ACL reconstruction - A preliminary report,Prospective randomized clinical com,2006,10.1007/s00167-006-0034-9,"Knee Surgery, Sports Traumatology, Arthroscopy",Rose2006,,,
,Yasuda K. (2006),Embase,"Yasuda K., Kondo E., Ichiyama H., Tanabe Y., Tohyama H.",Yasuda,Clinical evaluation of anatomic double-bundle anterior cruciate ligament reconstruction procedure using hamstring tendon grafts: Comparisons among 3 different procedures,Clinical evaluation of anatomic dou,2006,10.1016/j.arthro.2005.12.017,Arthroscopy - Journal of Arthroscopic and Related Surgery,Yasuda2006,,,
,Matsumoto A. (2006),Embase,"Matsumoto A., Yoshiya S., Muratsu H., Yagi M., Iwasaki Y., Kurosaka M., Kuroda R.",Matsumoto,A comparison of bone-patellar tendon-bone and bone-hamstring tendon-bone autografts for anterior cruciate ligament reconstruction,A comparison of bone-patellar tendo,2006,10.1177/0363546505279919,American Journal of Sports Medicine,Matsumoto2006,,,
,Fauno P. (2005),Embase,"Fauno P., Kaalund S.",Fauno,Tunnel widening after hamstring anterior cruciate ligament reconstruction is influenced by the type of graft fixation used: A prospective randomized study,Tunnel widening after hamstring ant,2005,10.1016/j.arthro.2005.08.023,Arthroscopy - Journal of Arthroscopic and Related Surgery,Fauno2005,,,
,PfÃ¶rringer W. (2005),Embase,"PfÃ¶rringer W., Kremer C.",PfÃ¶rringer,"Subsequent treatment of surgically managed, fresh, anterior cruciate ligament ruptures - A randomized, prospective study",Subsequent treatment of surgically ,2005,10.1055/s-2005-858472,Sportverletzung-Sportschaden,PfÃ¶rringer2005,,,
,Ibrahim S.A.-R. (2005),Embase,"Ibrahim S.A.-R., Al-Kussary I.M., Al-Misfer A.R.K., Al-Mutairi H.Q., Ghafar S.A., El Noor T.A.",Ibrahim,Clinical evaluation of arthroscopically assisted anterior cruciate ligament reconstruction: Patellar tendon versus gracilis and semitendinosus autograft,Clinical evaluation of arthroscopic,2005,10.1016/j.arthro.2004.12.002,Arthroscopy - Journal of Arthroscopic and Related Surgery,Ibrahim2005,,,
,Gobbi A. (2005),Embase,"Gobbi A., Domzalski M., Pascual J., Zanazzo M.",Gobbi,Hamstring anterior cruciate ligament reconstruction: Is it necessary to sacrifice the gracilis?,Hamstring anterior cruciate ligamen,2005,10.1016/j.arthro.2004.10.016,Arthroscopy - Journal of Arthroscopic and Related Surgery,Gobbi2005,,,
,Stengel D. (2005),Embase,"Stengel D., Matthes G., Seifert J., Tober V., Mutze S., Rademacher G., Ekkernkamp A., Bauwens K., Wich M., Casper D.",Stengel,"Resorbable screws versus pins for optimal transplant fixation (SPOT) in anterior cruciate ligament replacement with autologous hamstring grafts: Rationale and design of a randomized, controlled, patient and investigator blinded trial [ISRCTN17384369]",Resorbable screws versus pins for o,2005,10.1186/1471-2482-5-1,BMC Surgery,Stengel2005,,,
,Hill P.F. (2005),Embase,"Hill P.F., Russell V.J., Salmon L.J., Pinczewski L.A.",Hill,The influence of supplementary tibial fixation on laxity measurements after anterior cruciate ligament reconstruction with hamstring tendons in female patients,The influence of supplementary tibi,2005,10.1177/0363546504268036,American Journal of Sports Medicine,Hill2005,,,
,Harilainen A. (2005),Embase,"Harilainen A., Sandelin J., Jansson K.A.",Harilainen,Cross-pin femoral fixation versus metal interference screw fixation in anterior cruciate ligament reconstruction with hamstring tendons: Results of a controlled prospective randomized study with 2-year follow-up,Cross-pin femoral fixation versus m,2005,10.1016/j.arthro.2004.09.013,Arthroscopy - Journal of Arthroscopic and Related Surgery,Harilainen2005,,,
,Laxdal G. (2005),Embase,"Laxdal G., Kartus J., Hansson L., Heidvall M., Ejerhed L., Karlsson J.",Laxdal,A prospective randomized comparison of bone-patellar tendon-bone and hamstring grafts for anterior cruciate ligament reconstruction,A prospective randomized comparison,2005,10.1016/j.arthro.2004.09.014,Arthroscopy - Journal of Arthroscopic and Related Surgery,Laxdal2005,,,
,Aglietti P. (2004),Embase,"Aglietti P., Giron F., Buzzi R., Biddau F., Sasso F.",Aglietti,"Anterior cruciate ligament reconstruction: Bone-patellar tendon-bone compared with double semitendinosus and gracilis tendon grafts - A prospective, randomized clinical trial",Anterior cruciate ligament reconstr,2004,10.2106/00004623-200410000-00004,Journal of Bone and Joint Surgery,Aglietti2004,,,
,Beynnon B.D. (2002),Embase,"Beynnon B.D., Johnson R.J., Fleming B.C., Kannus P., Kaplan M., Samani J., RenstroÌˆm P.",Beynnon,"Anterior cruciate ligament replacement: Comparison of bone-patellar tendon-bone grafts with two-strand hamstring grafts. A prospective, randomized study",Anterior cruciate ligament replacem,2002,10.2106/00004623-200209000-00001,Journal of Bone and Joint Surgery,Beynnon2002,,,
,Aune A.K. (2001),Embase,"Aune A.K., Holm I., Risberg M.A., Jensen H.K., Steen H.",Aune,Four-strand hamstring tendon autograft compared with patellar tendon-bone autograft for anterior cruciate ligament reconstruction: A randomized study with two-year follow-up,Four-strand hamstring tendon autogr,2001,10.1177/03635465010290060901,American Journal of Sports Medicine,Aune2001,,,
,Anderson A.F. (2001),Embase,"Anderson A.F., Snyder R.B., Lipscomb Jr. A.B.",Anderson,Anterior cruciate ligament reconstruction. A prospective randomized study of three surgical methods,Anterior cruciate ligament reconstr,2001,10.1177/03635465010290030201,American Journal of Sports Medicine,Anderson2001,,,
,Eriksson K. (2001),Embase,"Eriksson K., Anderberg P., Hamberg P., LÃ¶fgren A.C., Bredenberg M., Westman I., Wredmark T.",Eriksson,A comparison of quadruple semitendinosus and patellar tendon grafts in reconstruction of the anterior cruciate ligament,A comparison of quadruple semitendi,2001,10.1302/0301-620X.83B3.11685,Journal of Bone and Joint Surgery - Series B,Eriksson2001,,,
,Arciero R.A. (1996),Embase,"Arciero R.A., Scoville C.R., Hayda R.A., Snyder R.J.",Arciero,"The effect of tourniquet use in anterior cruciate ligament reconstruction: A prospective, randomized study",The effect of tourniquet use in ant,1996,10.1177/036354659602400610,American Journal of Sports Medicine,Arciero1996,,,
,Lawless A.M. (2026),Embase,"Lawless A.M., Ebert J.R., Edwards P.K., Malik S.S., Davies P.S.E., D'Alessandro P.A.",Lawless,A semitendinosus with adjustable button graft construct in patients undergoing hamstring ACL reconstruction results in improved knee flexor strength symmetry and less donor site pain and morbidity: Outcomes from the DOSTAR randomized controlled trial,A semitendinosus with adjustable bu,2026,10.1002/ksa.12698,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Lawless2026,,,
,Yadav A.K. (2025),Embase,"Yadav A.K., Sharma A., Paul N., Bhakhar A., Sarkar B., Azam M.Q.",Yadav,Quadriceps versus hamstrings autograft in anterior cruciate ligament reconstruction: a randomized control trial,Quadriceps versus hamstrings autogr,2025,10.1007/s00590-025-04510-2,European Journal of Orthopaedic Surgery and Traumatology,Yadav2025,,,
,Castellanos Dolk D. (2025),Embase,"Castellanos Dolk D., Sarakatsianos V., WÃ¶rner T., Ã–stin M., Cristiani R., Kvist J., StÃ¥lman A.",Castellanos,Semitendinosus vs quadriceps tendon autograft in anterior cruciate ligament reconstruction (SEQUAR): protocol for a prospective randomized controlled trial,Semitendinosus vs quadriceps tendon,2025,10.1186/s12891-025-09183-w,BMC Musculoskeletal Disorders,Castellanos2025,,,
,Cao X. (2025),Embase,"Cao X., Liu J., Zhao J., Feng S., Zhao Z.",Cao,Evaluation of the Application of BOth Sides Up Ball Training Combined With Resistance Training in Joint Stability Improvement Following Anterior Cruciate Ligament Reconstruction Surgery in Teenage Athletes,Evaluation of the Application of BO,2025,10.1123/jsr.2024-0160,Journal of sport rehabilitation,Cao2025,,,
,Martinez-Cano J.P. (2025),Embase,"Martinez-Cano J.P., Gallego A., Cuadros J., Ibarra L., MejÃ­a F.M., Velasquez-Hammerle M.V., Martinez-Rondanelli A.",Martinez-Cano,Similar results with quadrupled semitendinosus and semitendinosus-gracilis graft in anterior cruciate ligament reconstruction: A randomised controlled trial with 2-year follow-up,Similar results with quadrupled sem,2025,10.1002/jeo2.70399,Journal of Experimental Orthopaedics,Martinez-Cano2025,,,
,Kadivar Y. (2025),Embase,"Kadivar Y., Katariya C., Merja H.",Kadivar,Impact of early versus delayed rehabilitation protocols on lower limb strength symmetry after hamstring tendon autograft ACL reconstruction,Impact of early versus delayed reha,2025,10.69605/ijlbpr_14.7.2025.278,International Journal of Life Sciences Biotechnology and Pharma Research,Kadivar2025,,,
,Calvert N.D. (2025),Embase,"Calvert N.D., Ebert J.R., Radic R.",Calvert,Kneeling tolerance when using quadriceps tendon autograft for anterior cruciate ligament reconstruction is superior to hamstring tendon autograft,Kneeling tolerance when using quadr,2025,10.1002/ksa.12583,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Calvert2025,,,
,LaPrade C.M. (2025),Embase,"LaPrade C.M., Carey E.G., Gachigi K.K., Erbe M., Gabriel C., Riboh J.C.",LaPrade,The addition of lateral extra-articular augmentation procedures to bone-tendon-bone or quadriceps autograft anterior cruciate ligament reconstruction does not negatively affect physical or psychological readiness for return to sport at 6 and 9 months,The addition of lateral extra-artic,2025,10.1002/ksa.12710,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",LaPrade2025,,,
,Ebert J.R. (2024),Embase,"Ebert J.R., Calvert N.D., Radic R.",Ebert,A Prospective Randomized Controlled Trial Investigating Quadriceps Versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction,A Prospective Randomized Controlled,2024,10.1177/03635465231222279,The American journal of sports medicine,Ebert2024,,,
,Tang N. (2024),Embase,"Tang N., Eren M., Gurpinar T., Ozturkmen Y.",Tang,A prospective randomized controlled study of hamstring and bone-free quadriceps tendons autografts in arthroscopic ACL reconstruction,A prospective randomized controlled,2024,10.1007/s00590-023-03636-5,European Journal of Orthopaedic Surgery and Traumatology,Tang2024,,,
,Khatri R.Y. (2023),Embase,"Khatri R.Y., Patil V., Kulkarni S., Naik S., Nandi S.",Khatri,Functional Outcomes of Quadriceps Tendon versus Hamstring Tendon Autograft using Suspensory Fixation at Femoral and Tibial Sites for Primary Anterior Cruciate Ligament Reconstruction: A Randomised Controlled Study,Functional Outcomes of Quadriceps T,2023,10.7860/JCDR/2023/64284.18350,Journal of Clinical and Diagnostic Research,Khatri2023,,,
,Ong M.T.-Y. (2022),Embase,"Ong M.T.-Y., Man G.C.-W., Lau L.C.-M., He X., Qiu J., Wang Q., Chow M.C.-S., Choi B.C.-Y., Yu M., Yung P.S.-H.",Ong,"Effect of pulsed electromagnetic field as an intervention for patients with quadriceps weakness after anterior cruciate ligament reconstruction: a double-blinded, randomized-controlled trial",Effect of pulsed electromagnetic fi,2022,10.1186/s13063-022-06674-2,Trials,Ong2022,,,
,Vieira de Melo R.F. (2022),Embase,"Vieira de Melo R.F., Komatsu W.R., Freitas M.S., Vieira de Melo M.E., Cohen M.",Vieira,Comparison of Quadriceps and Hamstring Muscle Strength after Exercises with and without Blood Flow Restriction following Anterior Cruciate Ligament Surgery: A Randomized Controlled Trial,Comparison of Quadriceps and Hamstr,2022,10.2340/jrm.v54.2550,Journal of rehabilitation medicine,Vieira2022,,,
,de Souza Borges J.H. (2022),Embase,"de Souza Borges J.H., Oliveira M., Junior P.L., de Souza Machado R., Lima R., Ramos L.A., Cohen M.",de,Is contralateral autogenous patellar tendon graft a better choice than ipsilateral for anterior cruciate ligament reconstruction in young sportsmen? A randomized controlled trial,Is contralateral autogenous patella,2022,10.1016/j.knee.2022.03.015,Knee,de2022,,,
,Hoogeslag R.A.G. (2022),Embase,"Hoogeslag R.A.G., Huis In 't Veld R., Brouwer R.W., de Graaff F., Verdonschot N.",Hoogeslag,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Five-Year Results of a Randomized Controlled Clinical Trial,Acute Anterior Cruciate Ligament Ru,2022,10.1177/03635465221090527,The American journal of sports medicine,Hoogeslag2022,,,
,Oliveira M. (2022),Embase,"Oliveira M., JÃºnior P.L., Imoto A.M., Santos T., Borges J.H.S., Nunes P., Barin F.R., Damando M., Peccin M.S.",Oliveira,Unilateral Versus Bilateral Resistance Exercise in Postoperative Rehabilitation After ACL Reconstruction With Boneâ€“Patellar Tendonâ€“Bone Graft: A Randomized Controlled Trial,Unilateral Versus Bilateral Resista,2022,10.1177/23259671221088830,Orthopaedic Journal of Sports Medicine,Oliveira2022,,,
,Horstmann H. (2022),Embase,"Horstmann H., Petri M., Tegtbur U., Felmet G., Krettek C., Jagodzinski M.",Horstmann,"Quadriceps and hamstring tendon autografts in ACL reconstruction yield comparably good results in a prospective, randomized controlled trial",Quadriceps and hamstring tendon aut,2022,10.1007/s00402-021-03862-8,Archives of Orthopaedic and Trauma Surgery,Horstmann2022,,,
,Sanborn R.M. (2022),Embase,"Sanborn R.M., Badger G.J., Yen Y.-M., Murray M.M., Christino M.A., Proffen B., Sant N., Barnett S., Fleming B.C., Kramer D.E., Micheli L.J.",Sanborn,Psychological Readiness to Return to Sport at 6 Months Is Higher After Bridge-Enhanced ACL Restoration Than Autograft ACL Reconstruction: Results of a Prospective Randomized Clinical Trial,Psychological Readiness to Return t,2022,10.1177/23259671211070542,Orthopaedic Journal of Sports Medicine,Sanborn2022,,,
,Sohu D.M. (2022),Embase,"Sohu D.M., Hussain F., Jatoi Z.A., Bhatti S.H., Chandio M.S., Keerio N.H.",Sohu,Determining Early Morbidity After The Reconstruction Of Anterior Cruciate Ligament: Hamstring Tendon Vs Patellar Tendon Autograft,Determining Early Morbidity After T,2022,10.47750/pnr.2022.13.S09.1056,Journal of Pharmaceutical Negative Results,Sohu2022,,,
,Sole G. (2021),Embase,"Sole G., Lamb P., Pataky T., Klima S., Navarre P., Hammer N.",Sole,Immediate and 6-week effects of wearing a knee sleeve following anterior cruciate ligament reconstruction: a cross-over laboratory and randomised clinical trial,Immediate and 6-week effects of wea,2021,10.1186/s12891-021-04540-x,BMC Musculoskeletal Disorders,Sole2021,,,
,Ogrodzka-Ciechanowicz K. (2021),Embase,"Ogrodzka-Ciechanowicz K., GÅ‚Ä…b G., Åšlusarski J., GÄ…dek A.",Ogrodzka-Ciechanowicz,Quadriceps muscle strength recovery with the use of high tone power therapy after anterior cruciate ligament reconstruction: a randomized controlled trial,Quadriceps muscle strength recovery,2021,10.1186/s12891-021-04862-w,BMC Musculoskeletal Disorders,Ogrodzka-Ciechanowicz2021,,,
,Minshull C. (2021),Embase,"Minshull C., Gallacher P., Roberts S., Barnett A., Kuiper J.H., Bailey A.",Minshull,Contralateral strength training attenuates muscle performance loss following anterior cruciate ligament (ACL) reconstruction: a randomised-controlled trial,Contralateral strength training att,2021,10.1007/s00421-021-04812-3,European journal of applied physiology,Minshull2021,,,
,Irrgang J.J. (2021),Embase,"Irrgang J.J., Tashman S., Patterson C.G., Musahl V., West R., Oostdyk A., Galvin B., Poploski K., Fu F.H.",Irrgang,Anatomic single vs. double-bundle ACL reconstruction: a randomized clinical trial-Part 1: clinical outcomes,Anatomic single vs. double-bundle A,2021,10.1007/s00167-021-06585-w,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Irrgang2021,,,
,BariÃ© A. (2020),Embase,"BariÃ© A., Sprinckstub T., Huber J., Jaber A.",BariÃ©,"Quadriceps tendon vs. patellar tendon autograft for ACL reconstruction using a hardware-free press-fit fixation technique: comparable stability, function and return-to-sport level but less donor site morbidity in athletes after 10Â years",Quadriceps tendon vs. patellar tend,2020,10.1007/s00402-020-03508-1,Archives of Orthopaedic and Trauma Surgery,BariÃ©2020,,,
,Vidmar M.F. (2020),Embase,"Vidmar M.F., Baroni B.M., Michelin A.F., Mezzomo M., Lugokenski R., Pimentel G.L., Silva M.F.",Vidmar,Isokinetic eccentric training is more effective than constant load eccentric training for quadriceps rehabilitation following anterior cruciate ligament reconstruction: a randomized controlled trial,Isokinetic eccentric training is mo,2020,10.1016/j.bjpt.2019.07.003,Brazilian journal of physical therapy,Vidmar2020,,,
,Roger J. (2020),Embase,"Roger J., Bertani A., Vigouroux F., Mottier F., Gaillard R., Have L., RongiÃ¨ras F.",Roger,ACL reconstruction using a quadruple semitendinosus graft with cortical fixations gives suitable isokinetic and clinical outcomes after 2Â years,ACL reconstruction using a quadrupl,2020,10.1007/s00167-020-06121-2,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Roger2020,,,
,Sinding K.S. (2020),Embase,"Sinding K.S., Nielsen T.G., Hvid L.G., Lind M., Dalgas U.",Sinding,Effects of Autograft Types on Muscle Strength and Functional Capacity in Patients Having Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial,Effects of Autograft Types on Muscl,2020,10.1007/s40279-020-01276-x,"Sports medicine (Auckland, N.Z.)",Sinding2020,,,
,Zhang X. (2020),Embase,"Zhang X., Huang H., Yu Y., Yang J., Liang Z., Chang C.",Zhang,Impact of whey protein isolate and eccentric training on quadriceps mass and strength in patients with anterior cruciate ligament rupture: A randomized controlled trial,Impact of whey protein isolate and ,2020,10.2340/16501977-2664,Journal of rehabilitation medicine,Zhang2020,,,
