doi,first_author,short_title,year,sTITLE+fAUTHOR+YEAR
10.1016/j.arthro.2014.07.020,Koga ,midtolongtermresultsofsinglebundlev,2015,midtolongtermresultsofsinglebundlevKoga 2015
10.1177/0363546512449618,Mutsuzaki ,effectofcalciumphosphatehybridizedt,2012,effectofcalciumphosphatehybridizedtMutsuzaki 2012
10.1177/0363546504268036,Hill ,theinfluenceofsupplementarytibialfi,2005,theinfluenceofsupplementarytibialfiHill 2005
10.1177/0363546505279919,Matsumoto ,acomparisonofbonepatellartendonbone,2006,acomparisonofbonepatellartendonboneMatsumoto 2006
10.1302/0301-620X.84B3.12400,Nau ,anewgenerationofartificialligaments,2002,anewgenerationofartificialligamentsNau 2002
10.1177/0363546505284889,Halinen ,operativeandnonoperativetreatmentso,2006,operativeandnonoperativetreatmentsoHalinen 2006
10.1177/0363546509350301,Holm ,nodifferenceinkneefunctionorprevale,2010,nodifferenceinkneefunctionorprevaleHolm 2010
10.1302/0301-620X.89B9.19339,Gohil ,anteriorcruciateligamentreconstruct,2007,anteriorcruciateligamentreconstructGohil 2007
10.1016/j.arthro.2005.08.023,Fauno ,tunnelwideningafterhamstringanterio,2005,tunnelwideningafterhamstringanterioFauno 2005
10.1177/0363546506298275,Lidén ,patellartendonorsemitendinosustendo,2007,patellartendonorsemitendinosustendoLidén 2007
10.1016/j.arthro.2007.01.022,Zhao ,doublebundleanteriorcruciateligamen,2007,doublebundleanteriorcruciateligamenZhao 2007
10.1016/j.knee.2012.02.005,Lui ,arandomizedcontrolledtrialcomparing,2012,arandomizedcontrolledtrialcomparingLui 2012
10.1007/s00402-015-2386-4,Konrads ,nosignificantdifferenceinclinicalou,2016,nosignificantdifferenceinclinicalouKonrads 2016
10.1177/0363546506288014,Laxdal ,biodegradableandmetallicinterferenc,2006,biodegradableandmetallicinterferencLaxdal 2006
10.1177/0363546506290726,Sajovic ,aprospectiverandomizedcomparisonofs,2006,aprospectiverandomizedcomparisonofsSajovic 2006
10.1016/j.arthro.2012.07.007,Hwang ,doespressfittechniquereducetunnelvo,2013,doespressfittechniquereducetunnelvoHwang 2013
10.1177/23259671221088830,Oliveira ,unilateralversusbilateralresistance,2022,unilateralversusbilateralresistanceOliveira 2022
10.1177/0363546517752918,Liu ,arandomizedclinicaltrialtoevaluatea,2018,arandomizedclinicaltrialtoevaluateaLiu 2018
10.1177/0363546510361952,Stener ,alongtermprospectiverandomizedstudy,2010,alongtermprospectiverandomizedstudyStener 2010
10.1177/0363546520951507,Zhang ,maturityprogressionoftheentireanter,2020,maturityprogressionoftheentireanterZhang 2020
10.1177/0363546516638387,Akelman ,effectofmatchingoroverconstrainingk,2016,effectofmatchingoroverconstrainingkAkelman 2016
10.1016/j.knee.2018.03.011,Martin-Alguacil ,strengthrecoveryafteranteriorcrucia,2018,strengthrecoveryafteranteriorcruciaMartin-Alguacil 2018
10.2106/JBJS.18.01322,Mohtadi ,arandomizedclinicaltrialcomparingpa,2019,arandomizedclinicaltrialcomparingpaMohtadi 2019
10.1177/0363546520910148,Porter ,modifiediliotibialbandtenodesisisin,2020,modifiediliotibialbandtenodesisisinPorter 2020
10.1007/s00167-014-3430-6,Sacramento ,anewtechniqueindoublebundleanterior,2016,anewtechniqueindoublebundleanteriorSacramento 2016
10.1177/2325967118808778,Elveos ,anteriorcruciateligamentreconstruct,2018,anteriorcruciateligamentreconstructElveos 2018
10.1177/0363546509339577,Taylor ,patellartendonversushamstringtendon,2009,patellartendonversushamstringtendonTaylor 2009
10.1177/03635465030310010501,Jansson ,aprospectiverandomizedstudyofpatell,2003,aprospectiverandomizedstudyofpatellJansson 2003
10.1177/0363546504268406,Beynnon ,rehabilitationafteranteriorcruciate,2005,rehabilitationafteranteriorcruciateBeynnon 2005
10.1177/03635465020300041201,Pinczewski ,afiveyearcomparisonofpatellartendon,2002,afiveyearcomparisonofpatellartendonPinczewski 2002
10.1177/0363546510369549,Barenius ,qualityoflifeandclinicaloutcomeafte,2010,qualityoflifeandclinicaloutcomeafteBarenius 2010
10.1177/0363546509349490,Sekir ,earlyversuslatestartofisokineticham,2010,earlyversuslatestartofisokinetichamSekir 2010
10.1016/j.arthro.2009.05.016,Endele ,anteriorcruciateligamentreconstruct,2009,anteriorcruciateligamentreconstructEndele 2009
10.1097/JSM.0b013e31812570fa,Huang ,preliminaryeffectsofhyaluronicacido,2007,preliminaryeffectsofhyaluronicacidoHuang 2007
10.1016/j.knee.2022.03.015,Borges ,iscontralateralautogenouspatellarte,2022,iscontralateralautogenouspatellarteBorges 2022
10.1177/0363546514526139,Barenius ,increasedriskofosteoarthritisaftera,2014,increasedriskofosteoarthritisafteraBarenius 2014
10.1177/0363546513499140,McRae ,ipsilateralversuscontralateralhamst,2013,ipsilateralversuscontralateralhamstMcRae 2013
10.1177/0363546515624471,Sasaki ,prospectiverandomizedstudyofobjecti,2016,prospectiverandomizedstudyofobjectiSasaki 2016
10.1177/2325967120918490,Sonnery-Cottet ,combinedaclandanterolateralreconstr,2020,combinedaclandanterolateralreconstrSonnery-Cottet 2020
10.1007/s00167-013-2564-2,Mayr ,braceornobraceafteraclgraft?fouryea,2014,braceornobraceafteraclgraft?fouryeaMayr 2014
10.1177/0363546518769295,Walters ,effectofintraoperativeplateletrichp,2018,effectofintraoperativeplateletrichpWalters 2018
10.1177/23259671231210035,Anz ,augmentationofaclautograftreconstru,2023,augmentationofaclautograftreconstruAnz 2023
10.1177/0363546509350325,Jagodzinski ,biodegradablescrewversusapressfitbo,2010,biodegradablescrewversusapressfitboJagodzinski 2010
10.1177/0363546513476482,Fukuda ,openkineticchainexercisesinarestric,2013,openkineticchainexercisesinarestricFukuda 2013
10.1007/s00167-022-06980-x,Beaudoin ,nodifferencesfoundinlongtermoutcome,2022,nodifferencesfoundinlongtermoutcomeBeaudoin 2022
10.1177/0095399703258675,Arneja ,augmentationoffemoralfixationinhams,2004,augmentationoffemoralfixationinhamsArneja 2004
10.1016/j.arthro.2013.12.014,Matsumoto ,reductionoftunnelenlargementwithuse,2014,reductionoftunnelenlargementwithuseMatsumoto 2014
10.1177/0363546514567069,Koga ,effectofposterolateralbundlegraftfi,2015,effectofposterolateralbundlegraftfiKoga 2015
10.1177/0363546507311601,Birmingham ,arandomizedcontrolledtrialcomparing,2008,arandomizedcontrolledtrialcomparingBirmingham 2008
10.1177/03635465221149738,Kulinski ,anteriorcruciateligamentreconstruct,2023,anteriorcruciateligamentreconstructKulinski 2023
10.1007/s00167-012-2341-7,Zhang ,theeffectofremnantpreservationontib,2014,theeffectofremnantpreservationontibZhang 2014
10.1016/j.arthro.2020.01.048,Smith ,allinsidequadrupledsemitendinosusau,2020,allinsidequadrupledsemitendinosusauSmith 2020
10.1177/0363546507312164,Bottoni ,postoperativerangeofmotionfollowing,2008,postoperativerangeofmotionfollowingBottoni 2008
10.1097/JSM.0000000000000165,Mohtadi ,arandomizedclinicaltrialcomparingpa,2015,arandomizedclinicaltrialcomparingpaMohtadi 2015
10.1177/03635465221128566,Balasingam ,anatomicdoublebundleanteriorcruciat,2022,anatomicdoublebundleanteriorcruciatBalasingam 2022
10.1177/0363546507308360,Järvelä ,doublebundleanteriorcruciateligamen,2008,doublebundleanteriorcruciateligamenJärvelä 2008
10.1007/s00167-017-4664-x,MacDonald ,noclinicaldifferencesbetweenanterom,2018,noclinicaldifferencesbetweenanteromMacDonald 2018
10.1177/03635465030310011401,Ejerhed ,patellartendonorsemitendinosustendo,2003,patellartendonorsemitendinosustendoEjerhed 2003
10.1016/j.arthro.2014.07.020,Koga ,midtolongtermresultsofsinglebundlev,2015,midtolongtermresultsofsinglebundlevKoga 2015
10.1177/0363546512449618,Mutsuzaki ,effectofcalciumphosphatehybridizedt,2012,effectofcalciumphosphatehybridizedtMutsuzaki 2012
10.1177/0363546511411702,Sajovic ,qualityoflifeandclinicaloutcomecomp,2011,qualityoflifeandclinicaloutcomecompSajovic 2011
10.1177/0363546515626543,Karikis ,comparisonofanatomicdoubleandsingle,2016,comparisonofanatomicdoubleandsingleKarikis 2016
10.1177/0363546504268036,Hill ,theinfluenceofsupplementarytibialfi,2005,theinfluenceofsupplementarytibialfiHill 2005
10.1016/j.arthro.2007.04.010,Muneta ,aprospectiverandomizedstudyof4stran,2007,aprospectiverandomizedstudyof4stranMuneta 2007
10.1177/0363546505279919,Matsumoto ,acomparisonofbonepatellartendonbone,2006,acomparisonofbonepatellartendonboneMatsumoto 2006
10.1177/0363546509350301,Holm ,nodifferenceinkneefunctionorprevale,2010,nodifferenceinkneefunctionorprevaleHolm 2010
10.1302/0301-620X.89B9.19339,Gohil ,anteriorcruciateligamentreconstruct,2007,anteriorcruciateligamentreconstructGohil 2007
10.1177/0363546516650876,Liu ,comparisonbetweensingleanddoublebun,2016,comparisonbetweensingleanddoublebunLiu 2016
10.1016/j.arthro.2005.08.023,Fauno ,tunnelwideningafterhamstringanterio,2005,tunnelwideningafterhamstringanterioFauno 2005
10.1016/j.arthro.2007.01.022,Zhao ,doublebundleanteriorcruciateligamen,2007,doublebundleanteriorcruciateligamenZhao 2007
10.1177/0363546520911024,Sundaraj ,bioabsorbableversustitaniumscrewsin,2020,bioabsorbableversustitaniumscrewsinSundaraj 2020
10.1177/0363546506298275,Lidén ,patellartendonorsemitendinosustendo,2007,patellartendonorsemitendinosustendoLidén 2007
10.1177/0363546506288014,Laxdal ,biodegradableandmetallicinterferenc,2006,biodegradableandmetallicinterferencLaxdal 2006
10.1016/j.knee.2012.02.005,Lui ,arandomizedcontrolledtrialcomparing,2012,arandomizedcontrolledtrialcomparingLui 2012
10.1177/0363546513476473,Fu ,theeffectofearlywholebodyvibrationt,2013,theeffectofearlywholebodyvibrationtFu 2013
10.1016/j.arthro.2020.08.012,Krishna ,fivestrandversusfourstrandhamstring,2021,fivestrandversusfourstrandhamstringKrishna 2021
10.1007/s00402-015-2386-4,Konrads ,nosignificantdifferenceinclinicalou,2016,nosignificantdifferenceinclinicalouKonrads 2016
10.1177/0363546516634021,Grunau ,arandomizedclinicaltrialtoassessthe,2016,arandomizedclinicaltrialtoassesstheGrunau 2016
10.1177/0363546510361952,Stener ,alongtermprospectiverandomizedstudy,2010,alongtermprospectiverandomizedstudyStener 2010
10.1177/0363546516658041,Thompson ,twentyyearoutcomeofalongitudinalpro,2016,twentyyearoutcomeofalongitudinalproThompson 2016
10.1177/0363546517752918,Liu ,arandomizedclinicaltrialtoevaluatea,2018,arandomizedclinicaltrialtoevaluateaLiu 2018
10.1016/j.arthro.2012.07.007,Hwang ,doespressfittechniquereducetunnelvo,2013,doespressfittechniquereducetunnelvoHwang 2013
10.1177/0363546506290726,Sajovic ,aprospectiverandomizedcomparisonofs,2006,aprospectiverandomizedcomparisonofsSajovic 2006
10.1177/0363546515588926,Arama ,bioabsorbableversustitaniumscrewsin,2015,bioabsorbableversustitaniumscrewsinArama 2015
10.1177/23259671221116340,Zhang ,radialextracorporealshockwavetherap,2022,radialextracorporealshockwavetherapZhang 2022
10.1177/23259671221088830,Oliveira ,unilateralversusbilateralresistance,2022,unilateralversusbilateralresistanceOliveira 2022
10.1177/0363546520951507,Zhang ,maturityprogressionoftheentireanter,2020,maturityprogressionoftheentireanterZhang 2020
10.1177/0363546517721692,Chen ,longtermoutcomesofanteriorcruciatel,2017,longtermoutcomesofanteriorcruciatelChen 2017
10.1007/s00167-014-2890-z,Karimi-Mobarakeh ,roleofgracilisharvestinginfourstran,2015,roleofgracilisharvestinginfourstranKarimi-Mobarakeh 2015
10.1177/0363546516638387,Akelman ,effectofmatchingoroverconstrainingk,2016,effectofmatchingoroverconstrainingkAkelman 2016
10.1016/j.knee.2018.03.011,Martin-Alguacil ,strengthrecoveryafteranteriorcrucia,2018,strengthrecoveryafteranteriorcruciaMartin-Alguacil 2018
10.1186/s12891-021-04280-y,van ,repairversusreconstructionforproxim,2021,repairversusreconstructionforproximvan 2021
10.1177/23259671221138103,Shelbourne ,rangeofmotionstrengthandfunctionaft,2022,rangeofmotionstrengthandfunctionaftShelbourne 2022
10.2106/JBJS.18.01322,Mohtadi ,arandomizedclinicaltrialcomparingpa,2019,arandomizedclinicaltrialcomparingpaMohtadi 2019
10.1177/0363546518784005,Boutsiadis ,anteriorlaxityat2yearsafteranterior,2018,anteriorlaxityat2yearsafteranteriorBoutsiadis 2018
10.1177/0363546520910148,Porter ,modifiediliotibialbandtenodesisisin,2020,modifiediliotibialbandtenodesisisinPorter 2020
10.1007/s00590-023-03522-0,Mousavi ,evaluationtheresultsofanteriorcruci,2023,evaluationtheresultsofanteriorcruciMousavi 2023
10.1007/s00167-014-3430-6,Sacramento ,anewtechniqueindoublebundleanterior,2016,anewtechniqueindoublebundleanteriorSacramento 2016
10.1177/0363546509339577,Taylor ,patellartendonversushamstringtendon,2009,patellartendonversushamstringtendonTaylor 2009
10.1016/j.eng.2024.10.018,Zhang ,currentadvancesofartificialligament,2025,currentadvancesofartificialligamentZhang 2025
10.1007/s00264-012-1718-z,Dejour ,comparativestudybetweenmonobundlebo,2013,comparativestudybetweenmonobundleboDejour 2013
10.2340/jrm.v54.2550,DE ,comparisonofquadricepsandhamstringm,2022,comparisonofquadricepsandhamstringmDE 2022
10.1177/03635465020300041201,Pinczewski ,afiveyearcomparisonofpatellartendon,2002,afiveyearcomparisonofpatellartendonPinczewski 2002
10.4085/1062-6050-49.3.53,Harris ,fiveyearclinicaloutcomesofarandomiz,2015,fiveyearclinicaloutcomesofarandomizHarris 2015
10.1177/03635465030310010501,Jansson ,aprospectiverandomizedstudyofpatell,2003,aprospectiverandomizedstudyofpatellJansson 2003
10.1177/0363546509349490,Sekir ,earlyversuslatestartofisokineticham,2010,earlyversuslatestartofisokinetichamSekir 2010
10.1177/0363546510369549,Barenius ,qualityoflifeandclinicaloutcomeafte,2010,qualityoflifeandclinicaloutcomeafteBarenius 2010
10.24875/CIRU.19001001,Vilchez-Cavazos ,anteriorcruciateligamentinjuriestre,2020,anteriorcruciateligamentinjuriestreVilchez-Cavazos 2020
10.1016/j.otsr.2016.06.011,Cantin ,outcomeofcartilageat12yearsoffollow,2016,outcomeofcartilageat12yearsoffollowCantin 2016
10.1177/03635465221090527,Hoogeslag ,acuteanteriorcruciateligamentruptur,2022,acuteanteriorcruciateligamentrupturHoogeslag 2022
10.1186/s40634-023-00601-3,Runer ,currenttrendsingraftchoiceforprimar,2023,currenttrendsingraftchoiceforprimarRuner 2023
10.1177/0363546515624471,Sasaki ,prospectiverandomizedstudyofobjecti,2016,prospectiverandomizedstudyofobjectiSasaki 2016
10.1016/j.aott.2016.03.005,Balki ,kinesiotapingasatreatmentmethodinth,2016,kinesiotapingasatreatmentmethodinthBalki 2016
10.1177/23259671231210035,Anz ,augmentationofaclautograftreconstru,2023,augmentationofaclautograftreconstruAnz 2023
10.1177/0363546510396180,Feil ,theeffectivenessofsupplementingasta,2011,theeffectivenessofsupplementingastaFeil 2011
10.1177/0363546518795137,Lecoq ,graftchoiceandtheincidenceofosteoar,2018,graftchoiceandtheincidenceofosteoarLecoq 2018
10.1177/0363546513499140,McRae ,ipsilateralversuscontralateralhamst,2013,ipsilateralversuscontralateralhamstMcRae 2013
10.1007/s40279-020-01276-x,Sinding ,effectsofautografttypesonmusclestre,2020,effectsofautografttypesonmusclestreSinding 2020
10.1177/2325967119827237,López-Vidriero ,efficacyandtolerabilityofprogenanut,2019,efficacyandtolerabilityofprogenanutLópez-Vidriero 2019
10.1177/0363546512464200,Fleming ,theeffectofinitialgrafttensionafter,2013,theeffectofinitialgrafttensionafterFleming 2013
10.1177/0363546519861530,Shumborski ,arandomizedcontrolledtrialofpeekver,2019,arandomizedcontrolledtrialofpeekverShumborski 2019
10.1177/03635465221124917,Costa ,effectsofinitialgrafttensionandpati,2022,effectsofinitialgrafttensionandpatiCosta 2022
10.1177/2325967120918490,Sonnery-Cottet ,combinedaclandanterolateralreconstr,2020,combinedaclandanterolateralreconstrSonnery-Cottet 2020
10.1016/j.arthro.2024.09.023,Ramakanth ,medialcollateralligamentrepairisola,2021,medialcollateralligamentrepairisolaRamakanth 2021
10.1177/0363546514526139,Barenius ,increasedriskofosteoarthritisaftera,2014,increasedriskofosteoarthritisafteraBarenius 2014
10.1186/s13102-021-00275-3,Ghaderi ,effectsofaneuromusculartrainingprog,2021,effectsofaneuromusculartrainingprogGhaderi 2021
10.1186/s12891-018-2028-4,Boer ,selfreportedfunctionalrecoveryafter,2018,selfreportedfunctionalrecoveryafterBoer 2018
10.1186/s12891-021-04540-x,Sole ,immediateand6weekeffectsofwearingak,2021,immediateand6weekeffectsofwearingakSole 2021
10.1186/s13063-018-2448-3,Bregenhof ,theeffectoftargetedexerciseonkneemu,2018,theeffectoftargetedexerciseonkneemuBregenhof 2018
10.1007/s00402-024-05639-1,Butt ,5yearsoutcomesfollowingarthroscopic,2024,5yearsoutcomesfollowingarthroscopicButt 2024
10.1016/j.knee.2009.07.002,Mayr ,rehabilitationresultsfollowinganter,2010,rehabilitationresultsfollowinganterMayr 2010
10.1007/s00167-018-5040-1,Harput ,crosseducationimprovesquadricepsstr,2019,crosseducationimprovesquadricepsstrHarput 2019
10.1177/0363546509350325,Jagodzinski ,biodegradablescrewversusapressfitbo,2010,biodegradablescrewversusapressfitboJagodzinski 2010
10.1056/NEJMoa0907797,Frobell ,arandomizedtrialoftreatmentforacute,2010,arandomizedtrialoftreatmentforacuteFrobell 2010
10.1177/0363546507299238,Kostogiannis ,activitylevelandsubjectivekneefunct,2007,activitylevelandsubjectivekneefunctKostogiannis 2007
10.1177/0363546507307867,Tagesson ,acomprehensiverehabilitationprogram,2008,acomprehensiverehabilitationprogramTagesson 2008
10.1123/jsr.22.3.191,Christensen ,theeffectsofearlyaggressiverehabili,2013,theeffectsofearlyaggressiverehabiliChristensen 2013
10.1177/0363546513476482,Fukuda ,openkineticchainexercisesinarestric,2013,openkineticchainexercisesinarestricFukuda 2013
10.1007/s00167-011-1458-4,Darabos ,intraarticularapplicationofautologo,2011,intraarticularapplicationofautologoDarabos 2011
10.1002/jeo2.70460,Firoozabadi ,intraarticulartranexamicacidimprove,2025,intraarticulartranexamicacidimproveFiroozabadi 2025
10.1177/0363546518820529,Porter ,anklelateralligamentaugmentationver,2019,anklelateralligamentaugmentationverPorter 2019
10.1007/s00167-022-06980-x,Beaudoin ,nodifferencesfoundinlongtermoutcome,2022,nodifferencesfoundinlongtermoutcomeBeaudoin 2022
10.1007/s00590-023-03636-5,Tang ,aprospectiverandomizedcontrolledstu,2024,aprospectiverandomizedcontrolledstuTang 2024
10.1007/s00402-024-05639-1,Butt ,5yearsoutcomesfollowingarthroscopic,2024,5yearsoutcomesfollowingarthroscopicButt 2024
10.1016/j.arthro.2014.01.012,Lund ,isquadricepstendonabettergraftchoic,2014,isquadricepstendonabettergraftchoicLund 2014
10.1007/s00167-021-06585-w,Irrgang ,anatomicsinglevsdoublebundleaclreco,2021,anatomicsinglevsdoublebundleaclrecoIrrgang 2021
10.1177/23259671221088830,Oliveira ,unilateralversusbilateralresistance,2022,unilateralversusbilateralresistanceOliveira 2022
10.1016/j.knee.2018.03.011,Martin-Alguacil ,strengthrecoveryafteranteriorcrucia,2018,strengthrecoveryafteranteriorcruciaMartin-Alguacil 2018
10.1177/23259671221138103,Shelbourne ,rangeofmotionstrengthandfunctionaft,2022,rangeofmotionstrengthandfunctionaftShelbourne 2022
10.1007/s00167-014-3430-6,Sacramento ,anewtechniqueindoublebundleanterior,2016,anewtechniqueindoublebundleanteriorSacramento 2016
10.1302/2633-1462.111.BJO-2020.0012.R1,Ashraf ,conventionalversus'allinside'anteri,2020,conventionalversus'allinside'anteriAshraf 2020
10.2340/jrm.v54.2550,DE ,comparisonofquadricepsandhamstringm,2022,comparisonofquadricepsandhamstringmDE 2022
10.1177/0363546509349490,Sekir ,earlyversuslatestartofisokineticham,2010,earlyversuslatestartofisokinetichamSekir 2010
10.24875/CIRU.19001001,Vilchez-Cavazos ,anteriorcruciateligamentinjuriestre,2020,anteriorcruciateligamentinjuriestreVilchez-Cavazos 2020
10.2340/16501977-2664,Zhang ,impactofwheyproteinisolateandeccent,2020,impactofwheyproteinisolateandeccentZhang 2020
10.1097/JSM.0b013e31812570fa,Huang ,preliminaryeffectsofhyaluronicacido,2007,preliminaryeffectsofhyaluronicacidoHuang 2007
10.1177/03635465221090527,Hoogeslag ,acuteanteriorcruciateligamentruptur,2022,acuteanteriorcruciateligamentrupturHoogeslag 2022
10.1186/s40634-023-00601-3,Runer ,currenttrendsingraftchoiceforprimar,2023,currenttrendsingraftchoiceforprimarRuner 2023
10.1016/j.aott.2016.03.005,Balki ,kinesiotapingasatreatmentmethodinth,2016,kinesiotapingasatreatmentmethodinthBalki 2016
10.1177/0363546510396180,Feil ,theeffectivenessofsupplementingasta,2011,theeffectivenessofsupplementingastaFeil 2011
10.1016/j.jisako.2024.100309,Rips ,inthemediumtermmorethanhalfofmalesr,2024,inthemediumtermmorethanhalfofmalesrRips 2024
10.1097/CM9.0000000000003267,Wang ,whichtechniqueprovidesmorebenefitsi,2025,whichtechniqueprovidesmorebenefitsiWang 2025
10.1016/j.knee.2022.03.015,Borges ,iscontralateralautogenouspatellarte,2022,iscontralateralautogenouspatellarteBorges 2022
10.1007/s40279-020-01276-x,Sinding ,effectsofautografttypesonmusclestre,2020,effectsofautografttypesonmusclestreSinding 2020
10.1016/j.bjpt.2019.07.003,Vidmar ,isokineticeccentrictrainingismoreef,2020,isokineticeccentrictrainingismoreefVidmar 2020
10.1177/0363546513499140,McRae ,ipsilateralversuscontralateralhamst,2013,ipsilateralversuscontralateralhamstMcRae 2013
10.1186/s12891-021-04540-x,Sole ,immediateand6weekeffectsofwearingak,2021,immediateand6weekeffectsofwearingakSole 2021
10.1007/s00167-018-5040-1,Harput ,crosseducationimprovesquadricepsstr,2019,crosseducationimprovesquadricepsstrHarput 2019
10.1186/s13063-018-2448-3,Bregenhof ,theeffectoftargetedexerciseonkneemu,2018,theeffectoftargetedexerciseonkneemuBregenhof 2018
10.1177/0363546515620583,Chmielewski ,lowversushighintensityplyometricexe,2016,lowversushighintensityplyometricexeChmielewski 2016
10.1177/23259671241271729,Lim ,effectivenessofinhomeaugmentedreali,2024,effectivenessofinhomeaugmentedrealiLim 2024
10.1186/s40798-025-00901-1,Qiu ,fiveweeksofwholebodyvibrationinpreh,2025,fiveweeksofwholebodyvibrationinprehQiu 2025
10.4085/1062-6050-49.3.95,Christensen ,whatcanthefirst2monthstellusaboutou,2015,whatcanthefirst2monthstellusaboutouChristensen 2015
10.1177/0363546507307867,Tagesson ,acomprehensiverehabilitationprogram,2008,acomprehensiverehabilitationprogramTagesson 2008
10.1186/s12891-021-04862-w,Ogrodzka-Ciechanowicz ,quadricepsmusclestrengthrecoverywit,2021,quadricepsmusclestrengthrecoverywitOgrodzka-Ciechanowicz 2021
10.1177/0363546513476482,Fukuda ,openkineticchainexercisesinarestric,2013,openkineticchainexercisesinarestricFukuda 2013
10.1007/s00590-023-03636-5,Tang ,aprospectiverandomizedcontrolledstu,2024,aprospectiverandomizedcontrolledstuTang 2024
10.1016/j.jcot.2018.04.018,Gupta ,comparisonofpatellartendonversusham,2019,comparisonofpatellartendonversushamGupta 2019
10.1007/s00590-016-1809-4,Biswal ,correlationoftunnelwideningandtunne,2016,correlationoftunnelwideningandtunneBiswal 2016
10.1016/S0020-1383(14)70008-7,Azcárate ,comparisonbetweentwodifferentplatel,2014,comparisonbetweentwodifferentplatelAzcárate 2014
10.1007/s00167-013-2630-9,Stensbirk ,iliotibialbandautograftversusbonepa,2014,iliotibialbandautograftversusbonepaStensbirk 2014
10.1007/s00167-013-2636-3,Peterson ,longtermresultsofarandomizedstudyon,2014,longtermresultsofarandomizedstudyonPeterson 2014
10.1007/s00402-014-1999-3,Sarzaeem ,aclreconstructionusingbonepatellate,2014,aclreconstructionusingbonepatellateSarzaeem 2014
10.1177/0363546513499140,McRae ,ipsilateralversuscontralateralhamst,2013,ipsilateralversuscontralateralhamstMcRae 2013
10.1007/s00167-011-1585-y,Fernandes ,isokineticmusclestrengthandkneefunc,2012,isokineticmusclestrengthandkneefuncFernandes 2012
10.1016/j.knee.2012.02.005,Lui ,arandomizedcontrolledtrialcomparing,2012,arandomizedcontrolledtrialcomparingLui 2012
10.1007/s00167-010-1353-4,Drogset ,aprospectiverandomizedstudyofaclrec,2011,aprospectiverandomizedstudyofaclrecDrogset 2011
10.1016/j.injury.2010.09.029,Volpi ,aclreconstructioninsportsactivepeop,2010,aclreconstructioninsportsactivepeopVolpi 2010
10.1016/j.knee.2009.09.008,Ghalayini ,arthroscopicanteriorcruciateligamen,2010,arthroscopicanteriorcruciateligamenGhalayini 2010
10.1177/0363546509349490,Şekir ,earlyversuslatestartofisokineticham,2010,earlyversuslatestartofisokinetichamŞekir 2010
10.1016/j.arthro.2009.05.016,Endele ,anteriorcruciateligamentreconstruct,2009,anteriorcruciateligamentreconstructEndele 2009
10.1007/s11999-007-0015-4,Han ,anteriorcruciateligamentreconstruct,2008,anteriorcruciateligamentreconstructHan 2008
10.1097/JSM.0b013e31812570fa,Huang ,preliminaryeffectsofhyaluronicacido,2007,preliminaryeffectsofhyaluronicacidoHuang 2007
10.1016/j.arthro.2006.12.026,Barber ,bilokinterferencescrewsforanteriorc,2007,bilokinterferencescrewsforanteriorcBarber 2007
10.1177/0363546506296042,Pinczewski ,a10yearcomparisonofanteriorcruciate,2007,a10yearcomparisonofanteriorcruciatePinczewski 2007
10.1016/j.knee.2006.10.004,Ito ,aprospectivestudyof3dayversus2weeki,2007,aprospectivestudyof3dayversus2weekiIto 2007
10.1007/s00167-006-0138-2,Isberg ,earlyactiveextensionafteranteriorcr,2006,earlyactiveextensionafteranteriorcrIsberg 2006
10.1007/s00167-006-0050-9,Gobbi ,factorsaffectingreturntosportsafter,2006,factorsaffectingreturntosportsafterGobbi 2006
10.1177/0363546505284889,Halinen ,operativeandnonoperativetreatmentso,2006,operativeandnonoperativetreatmentsoHalinen 2006
10.1111/j.1600-0838.2004.00435.x,Harilainen ,postoperativeuseofkneebraceinbonete,2006,postoperativeuseofkneebraceinboneteHarilainen 2006
10.1016/s0035-1040(06)75947-5,Giraud ,intraarticularreconstructionofthean,2006,intraarticularreconstructionoftheanGiraud 2006
10.1007/s00113-005-0948-6,Tecklenburg ,aclreconstructionwithbonepatellarte,2005,aclreconstructionwithbonepatellarteTecklenburg 2005
10.1177/0363546504272264,Drogset ,endoscopicreconstructionoftheanteri,2005,endoscopicreconstructionoftheanteriDrogset 2005
10.1177/0363546504268406,Beynnon ,rehabilitationafteranteriorcruciate,2005,rehabilitationafteranteriorcruciateBeynnon 2005
10.1016/j.arthro.2004.09.012,Kaeding ,aprospectiverandomizedcomparisonofb,2005,aprospectiverandomizedcomparisonofbKaeding 2005
10.1016/j.arthro.2004.12.002,Ibrahim ,clinicalevaluationofarthroscopicall,2005,clinicalevaluationofarthroscopicallIbrahim 2005
10.1177/0363546504268036,Hill ,theinfluenceofsupplementarytibialfi,2005,theinfluenceofsupplementarytibialfiHill 2005
10.1177/0363546504265924,Nicholas ,aprospectivelyrandomizeddoubleblind,2004,aprospectivelyrandomizeddoubleblindNicholas 2004
10.1016/s0035-1040(04)70756-4,Boyer ,reliabilityofthekt1000arthrometer(m,2004,reliabilityofthekt1000arthrometer(mBoyer 2004
10.1007/s00167-003-0386-3,Melegati ,theroleoftherehabilitationbraceinre,2003,theroleoftherehabilitationbraceinreMelegati 2003
10.1007/s00167-003-0406-3,Mikkelsen ,canapostoperativebraceinslighthyper,2003,canapostoperativebraceinslighthyperMikkelsen 2003
10.1007/s00402-002-0457-9,Muren ,reconstructionofacuteanteriorcrucia,2003,reconstructionofacuteanteriorcruciaMuren 2003
