doi,first_author,short_title,year,sTITLE+fAUTHOR+YEAR
10.1007/s00167-010-1278-y,Chen ,effectofrepeatedfreezingthawingonth,2011,effectofrepeatedfreezingthawingonthChen 2011
10.1177/03635465000280020601,Aronowitz ,anteriorcruciateligamentreconstruct,2000,anteriorcruciateligamentreconstructAronowitz 2000
10.1016/j.medengphy.2021.103733,Küpper ,validationofamagneticresonanceimagi,2022,validationofamagneticresonanceimagiKüpper 2022
10.1186/s13018-021-02437-y,Alves ,textureanalysistodifferentiateanter,2021,textureanalysistodifferentiateanterAlves 2021
10.1007/s00167-009-0886-x,Lindström ,adaptationsofgaitandmuscleactivatio,2010,adaptationsofgaitandmuscleactivatioLindström 2010
10.1249/01.mss.0000227642.06478.8f,Binder-Markey ,tibialisanteriorvolumesandareasinac,2006,tibialisanteriorvolumesandareasinacBinder-Markey 2006
10.2106/JBJS.19.00098,Sporsheim ,autologousbptbaclreconstructionresu,2019,autologousbptbaclreconstructionresuSporsheim 2019
10.1177/2309499019867580,Alentorn-Geli ,effectsofautologousadiposederivedre,2019,effectsofautologousadiposederivedreAlentorn-Geli 2019
10.1055/s-0033-1343614,Barber ,polyllactidecoglycolide/βtricalcium,2013,polyllactidecoglycolide/βtricalciumBarber 2013
10.1016/j.arthro.2010.11.056,Barber ,longtermdegradationofapolylactideco,2011,longtermdegradationofapolylactidecoBarber 2011
10.1007/s00264-011-1206-x,Mihelic ,longtermresultsofanteriorcruciateli,2011,longtermresultsofanteriorcruciateliMihelic 2011
10.1007/s00113-001-0405-0,Gorschewsky ,clinicohistologiccomparisonofalloge,2002,clinicohistologiccomparisonofallogeGorschewsky 2002
10.1302/0301-620x.84b3.12400,Nau ,anewgenerationofartificialligaments,2002,anewgenerationofartificialligamentsNau 2002
10.1302/0301-620x.81b5.8644,Jomha ,arthroscopicreconstructionoftheante,1999,arthroscopicreconstructionoftheanteJomha 1999
10.1016/s0749-8063(98)70022-2,van ,theeffectofdifferentgrafttensioning,1998,theeffectofdifferentgrafttensioningvan 1998
10.3928/0147-7447-19950301-06,Cameron ,aprospectiverandomizedcomparisonofo,1995,aprospectiverandomizedcomparisonofoCameron 1995
10.1016/0749-8063(91)90076-a,Richmond ,continuouspassivemotionafterarthros,1991,continuouspassivemotionafterarthrosRichmond 1991
10.1016/j.csm.2023.08.005,Getgood ,avoidinggraftfailure:lessonslearned,2024,avoidinggraftfailure:lessonslearnedGetgood 2024
10.1016/j.arthro.2023.01.101,Helito ,smallhamstringtendongraftforanterio,2023,smallhamstringtendongraftforanterioHelito 2023
10.1177/03635465221128581,Lodhia ,performanceof5strandhamstringautogr,2022,performanceof5strandhamstringautogrLodhia 2022
10.1016/j.jisako.2022.04.006,Grassi ,objectivelaxityandsubjectiveoutcome,2022,objectivelaxityandsubjectiveoutcomeGrassi 2022
10.1155/2022/6779207,Jin ,comparisonofrapidrehabilitationafte,2022,comparisonofrapidrehabilitationafteJin 2022
10.23750/abm.v92i6.10875,Labianca ,theeffectivenessofkinesiotapinginim,2022,theeffectivenessofkinesiotapinginimLabianca 2022
10.1177/03635465211061150,Firth ,predictorsofgraftfailureinyoungacti,2022,predictorsofgraftfailureinyoungactiFirth 2022
10.1177/0363546519896333,Getgood ,lateralextraarticulartenodesisreduc,2020,lateralextraarticulartenodesisreducGetgood 2020
10.1016/j.arthro.2018.03.034,Mayr ,singlebundleversusdoublebundleanter,2018,singlebundleversusdoublebundleanterMayr 2018
10.1007/s00402-016-2497-6,Ateschrang ,acutemclandaclinjuries:firstresults,2016,acutemclandaclinjuries:firstresultsAteschrang 2016
10.1007/s00167-015-3593-9,Tsoukas ,nodifferenceinosteoarthritisaftersu,2016,nodifferenceinosteoarthritisaftersuTsoukas 2016
10.1007/s00132-015-3102-3,Offerhaus ,kneelaxityinanteriorcruciateligamen,2015,kneelaxityinanteriorcruciateligamenOfferhaus 2015
10.1007/s00113-013-2420-3,Offerhaus ,kneelaxityinanteriorcruciateligamen,2014,kneelaxityinanteriorcruciateligamenOfferhaus 2014
10.1177/0363546513497926,Ahldén ,aprospectiverandomizedstudycomparin,2013,aprospectiverandomizedstudycomparinAhldén 2013
10.3944/aott.2012.2679,Mirzatolooei ,comparisonofshorttermclinicaloutcom,2012,comparisonofshorttermclinicaloutcomMirzatolooei 2012
10.1590/s0102-86502012000800010,Zhang ,comparisonoftwomethodsoffemoraltunn,2012,comparisonoftwomethodsoffemoraltunnZhang 2012
10.1177/0363546512448177,Suomalainen ,doublebundleversussinglebundleanter,2012,doublebundleversussinglebundleanterSuomalainen 2012
10.1016/j.arthro.2011.08.305,Yasuda ,apilotstudyofanatomicdoublebundlean,2012,apilotstudyofanatomicdoublebundleanYasuda 2012
10.1177/0363546511426416,Hussein ,prospectiverandomizedclinicalevalua,2012,prospectiverandomizedclinicalevaluaHussein 2012
10.1016/j.arthro.2011.06.027,Noh ,anteriorcruciateligamentreconstruct,2011,anteriorcruciateligamentreconstructNoh 2011
10.1007/s11999-011-1940-9,Gobbi ,singleversusdoublebundleaclreconstr,2012,singleversusdoublebundleaclreconstrGobbi 2012
10.1177/0363546511406234,De ,tibialfixationinanteriorcruciatelig,2011,tibialfixationinanteriorcruciateligDe 2011
10.1177/0363546511405024,Suomalainen ,doublebundleversussinglebundleanter,2011,doublebundleversussinglebundleanterSuomalainen 2011
10.1177/0363546510397172,Izawa ,comparisonofrotatorystabilityaftera,2011,comparisonofrotatorystabilityafteraIzawa 2011
10.1016/j.arthro.2010.05.018,Sobhy ,neurovascularsafetyandclinicaloutco,2010,neurovascularsafetyandclinicaloutcoSobhy 2010
10.1097/BLO.0b013e31802ba45c,Yagi ,doublebundleaclreconstructioncanimp,2007,doublebundleaclreconstructioncanimpYagi 2007
10.1007/s00167-004-0553-1,Giron ,anteriorcruciateligamentreconstruct,2005,anteriorcruciateligamentreconstructGiron 2005
10.1177/03635465030310040701,Charlton ,clinicaloutcomeofanteriorcruciateli,2003,clinicaloutcomeofanteriorcruciateliCharlton 2003
10.1016/s0968-0160(01)00062-x,Beard ,hamstringsvspatellatendonforanterio,2001,hamstringsvspatellatendonforanterioBeard 2001
10.3928/0147-7447-19970201-08,Billotti ,aprospectiveclinicalstudyevaluating,1997,aprospectiveclinicalstudyevaluatingBillotti 1997
10.1177/10538127241296376,Li ,theeffectofneuromuscularelectricals,2025,theeffectofneuromuscularelectricalsLi 2025
10.1007/s00167-017-4678-4,Ithurburn ,youngathletesafteraclreconstruction,2018,youngathletesafteraclreconstructionIthurburn 2018
10.1007/s00167-014-3490-7,Lelli ,"the""leversign"":anewclinicaltestfort",2016,"the""leversign"":anewclinicaltestfortLelli 2016"
10.1007/s00064-013-0263-2,Heitmann ,ligamentbracingaugmentedprimarysutu,2014,ligamentbracingaugmentedprimarysutuHeitmann 2014
10.1016/s0749-8063(88)80003-3,Gillquist ,arthroscopicreconstructionoftheante,1988,arthroscopicreconstructionoftheanteGillquist 1988
10.1007/s00264-016-3246-8,Schandl ,bonealbuminfillingdecreasesdonorsit,2016,bonealbuminfillingdecreasesdonorsitSchandl 2016
10.4103/jajs.jajs_66_24,Gupta ,evaluationofreturntomilitaryactivit,2025,evaluationofreturntomilitaryactivitGupta 2025
10.1016/j.jcot.2024.102865,Duraiswamy ,arandomizedcontrolledtrialonoblique,2025,arandomizedcontrolledtrialonobliqueDuraiswamy 2025
10.1007/s00590-022-03406-9,Fares ,posteriortibialslope(pts)≥10degrees,2023,posteriortibialslope(pts)≥10degreesFares 2023
10.1177/23259671231174478,Götschi ,osteoconductivescaffoldplacedatthef,2023,osteoconductivescaffoldplacedatthefGötschi 2023
10.3390/jcm12103350,Weninger ,extracorporealshockwavetherapyimpro,2023,extracorporealshockwavetherapyimproWeninger 2023
10.3390/jcm12052074,Schoepp ,bracefreerehabilitationafterisolate,2023,bracefreerehabilitationafterisolateSchoepp 2023
10.12998/wjcc.v10.i24.8463,Chalidis ,graftchoicesforanterolateralligamen,2022,graftchoicesforanterolateralligamenChalidis 2022
10.1136/bmjopen-2021-057465,Bade ,singleversusdoublehamstringtendongr,2022,singleversusdoublehamstringtendongrBade 2022
10.47750/pnr.2022.13.S09.975,Amr ,autologousboneeffectsonfemoraltunne,2022,autologousboneeffectsonfemoraltunneAmr 2022
10.1016/j.asmr.2021.05.003,Panagopoulos ,nodifferenceinoutcomesbetweensuspen,2021,nodifferenceinoutcomesbetweensuspenPanagopoulos 2021
10.1002/jor.24794,Fleming ,longtermoutcomesofanteriorcruciatel,2021,longtermoutcomesofanteriorcruciatelFleming 2021
10.1016/j.clinbiomech.2020.105231,Behnke ,neuromuscularfunctioninanteriorcruc,2021,neuromuscularfunctioninanteriorcrucBehnke 2021
10.2298/VSP200128026D,Djordjević ,applicationoftwotypesofsuspensoryfi,2021,applicationoftwotypesofsuspensoryfiDjordjević 2021
10.1177/2325967120933135,Lee ,intraarticularadministrationoftrane,2020,intraarticularadministrationoftraneLee 2020
10.1186/s12891-019-2589-x,Getgood ,thestabilitystudy:aprotocolforamult,2019,thestabilitystudy:aprotocolforamultGetgood 2019
10.1177/2325967118824356,Murray ,bridgeenhancedanteriorcruciateligam,2019,bridgeenhancedanteriorcruciateligamMurray 2019
10.1016/j.jcot.2017.03.001,Manandhar ,functionaloutcomeofanearlyanteriorc,2018,functionaloutcomeofanearlyanteriorcManandhar 2018
10.1016/j.arthro.2017.06.025,Karikis ,radiographictibialtunnelassessmenta,2017,radiographictibialtunnelassessmentaKarikis 2017
10.1016/j.jajs.2017.08.003,Gupta ,roleofacceleratedrehabilitationvers,2017,roleofacceleratedrehabilitationversGupta 2017
10.3969/j.issn.2095-4344.2016.15.009,Tu ,,2016,Tu 2016
10.2739/kurumemedj.MS66002,Inoue ,anatomicoblongdoublebundleanteriorc,2015,anatomicoblongdoublebundleanteriorcInoue 2015
10.55095/achot2014/004,Zeman ,anatomicalaclreconstructionbyadoubl,2014,anatomicalaclreconstructionbyadoublZeman 2014
10.7860/JCDR/2014/8834.4237,Hegde ,acomparisonoffunctionaloutcomesafte,2014,acomparisonoffunctionaloutcomesafteHegde 2014
10.1007/s12570-013-0231-1,Koken ,comparingtheanatomicsinglebundlever,2014,comparingtheanatomicsinglebundleverKoken 2014
10.3944/AOTT.2012.2679,Mirzatolooei ,comparisonofshorttermclinicaloutcom,2012,comparisonofshorttermclinicaloutcomMirzatolooei 2012
10.3969/j.issn.2095-4344.2012.53.019,Xu ,transplantationofsinglebundlefourst,2012,transplantationofsinglebundlefourstXu 2012
10.1016/j.arthro.2011.02.015,Fujita ,comparisonoftheclinicaloutcomeofdou,2011,comparisonoftheclinicaloutcomeofdouFujita 2011
10.3760/cma.j.issn.0366-6999.2009.06.022,Wang ,clinicalevaluationofdoublebundleant,2009,clinicalevaluationofdoublebundleantWang 2009
10.1016/j.arthro.2024.06.042,Lavender ,anteriorcruciateligamentreconstruct,2025,anteriorcruciateligamentreconstructLavender 2025
10.1016/j.smhs.2025.03.002,Yue ,theeffectofexerciserehabilitationon,2025,theeffectofexerciserehabilitationonYue 2025
10.1186/s13063-024-08094-w,Ong ,vitamindasaninterventionforimprovin,2024,vitamindasaninterventionforimprovinOng 2024
10.53555/yqb1tm68,Khan ,impactofneuromuscularelectricalstim,2024,impactofneuromuscularelectricalstimKhan 2024
10.4103/jajs.jajs_137_22,Khan ,transcutaneouselectricalnervestimul,2024,transcutaneouselectricalnervestimulKhan 2024
10.1177/2325967118797990,Runner ,quadricepsstrengthdeficitsafterafem,2018,quadricepsstrengthdeficitsafterafemRunner 2018
10.3881/j.issn.1000-503X.2017.06.010,Zhang ,effectsofpreoperativeisokineticecce,2017,effectsofpreoperativeisokineticecceZhang 2017
10.47009/jamp.2024.6.5.90,Prasad ,aprospectivestudyonthefunctionalout,2024,aprospectivestudyonthefunctionaloutPrasad 2024
10.2106/JBJS.L.00356,Kim ,bonetunnelwideningwithautogenousbon,2013,bonetunnelwideningwithautogenousbonKim 2013
10.1186/s13018-018-1045-1,Mutsuzaki ,anatomicsinglebundleanteriorcruciat,2018,anatomicsinglebundleanteriorcruciatMutsuzaki 2018
10.1177/0363546504269590,Fithian ,prospectivetrialofatreatmentalgorit,2005,prospectivetrialofatreatmentalgoritFithian 2005
10.1371/journal.pone.0183095,Chen ,translationculturaladaptationandval,2017,translationculturaladaptationandvalChen 2017
10.1007/s00167-014-3156-5,Bohn ,rotationallaxityafteranatomicalaclr,2015,rotationallaxityafteranatomicalaclrBohn 2015
10.11138/mltj/2017.7.4.564,Drocco ,tripledsemitendinosuswithsingleharv,2017,tripledsemitendinosuswithsingleharvDrocco 2017
10.1177/0363546517744535,Kim ,comparisonofclinicalresultssecondlo,2018,comparisonofclinicalresultssecondloKim 2018
10.3389/fsurg.2023.1003022,Cai ,theeffectofhamstringdonorsiteblockf,2023,theeffectofhamstringdonorsiteblockfCai 2023
10.1097/PHM.0000000000000941,Song ,hamstringcocontractionintheearlysta,2018,hamstringcocontractionintheearlystaSong 2018
10.3389/fresc.2025.1627228,Vicente-Mampel ,enhancingfunctionalrecoveryafteracl,2025,enhancingfunctionalrecoveryafteraclVicente-Mampel 2025
10.1007/s00402-024-05356-9,Helal ,periostealwrappingofthehamstringten,2024,periostealwrappingofthehamstringtenHelal 2024
10.1007/s00167-017-4623-6,Minzlaff ,patientsatisfactionwithhealthissubs,2018,patientsatisfactionwithhealthissubsMinzlaff 2018
10.1016/j.jor.2019.04.004,Mutsuzaki ,safetyandfeasibilityofusingcalciump,2019,safetyandfeasibilityofusingcalciumpMutsuzaki 2019
10.1002/ksa.70170,Fu ,prehabilitationenhancesfunctionalan,2025,prehabilitationenhancesfunctionalanFu 2025
10.1016/j.physio.2021.11.003,Li ,effectofwaterbasedwalkingexerciseon,2022,effectofwaterbasedwalkingexerciseonLi 2022
10.2519/jospt.2014.4852,Logerstedt ,selfreportedkneefunctioncanidentify,2014,selfreportedkneefunctioncanidentifyLogerstedt 2014
10.1007/s00590-025-04422-1,Lezak ,incidenceandpatientreportedoutcomes,2025,incidenceandpatientreportedoutcomesLezak 2025
10.1016/j.knee.2025.01.003,Kotian ,correlationofmorphologicalparameter,2025,correlationofmorphologicalparameterKotian 2025
10.1177/23259671241264503,Beber ,theintraarticulartendinousgraftdiam,2024,theintraarticulartendinousgraftdiamBeber 2024
10.1016/j.asmr.2024.100910,Hazzard ,anteriorcruciateligamentreconstruct,2024,anteriorcruciateligamentreconstructHazzard 2024
10.1016/j.jmps.2021.104577,Luetkemeyer ,constitutivemodelingoftheanteriorcr,2021,constitutivemodelingoftheanteriorcrLuetkemeyer 2021
10.1007/s00167-020-06419-1,Nakazato ,lateralposteriortibialslopeandlengt,2021,lateralposteriortibialslopeandlengtNakazato 2021
10.1177/0363546520982241,Shelbourne ,posteriortibialslopeinpatientsunder,2021,posteriortibialslopeinpatientsunderShelbourne 2021
10.1016/j.eats.2020.09.037,Benson ,anteriorcruciateligamentreconstruct,2021,anteriorcruciateligamentreconstructBenson 2021
10.1590/1413-785220212901234943,Inada ,clinicaloutcomesaftertwostagebicruc,2021,clinicaloutcomesaftertwostagebicrucInada 2021
10.1007/s00264-020-04580-3,Luceri ,effectsofsagittaltibialosteotomyonf,2020,effectsofsagittaltibialosteotomyonfLuceri 2020
10.1016/j.jos.2019.07.001,Okimura ,minimaltibialtunnelenlargementafter,2020,minimaltibialtunnelenlargementafterOkimura 2020
10.1055/s-0039-1681064,Taketomi ,lengthofthetendonwithinthetibialtun,2020,lengthofthetendonwithinthetibialtunTaketomi 2020
10.1016/j.otsr.2019.09.034,Curado ,verylongtermosteoarthritisrateafter,2020,verylongtermosteoarthritisrateafterCurado 2020
10.1016/j.jos.2019.03.016,Ohori ,tibialtunnelenlargementafteranatomi,2020,tibialtunnelenlargementafteranatomiOhori 2020
10.1016/j.jos.2019.01.004,Ohori ,tibialtunnelenlargementafteranatomi,2019,tibialtunnelenlargementafteranatomiOhori 2019
10.1007/s00167-018-5300-0,Tachibana ,anatomicalrectangulartunnelsidentif,2019,anatomicalrectangulartunnelsidentifTachibana 2019
10.1136/jisakos-2018-000244,Uchida ,excellentboneplugsocketintegrationa,2019,excellentboneplugsocketintegrationaUchida 2019
10.1055/s-0038-1669902,Kim ,anteriorcruciateligamentreconstruct,2019,anteriorcruciateligamentreconstructKim 2019
10.1007/s00590-017-2030-9,Mouzopoulos ,hipabductortendinitisafteraclrecons,2018,hipabductortendinitisafteraclreconsMouzopoulos 2018
10.2106/JBJS.16.01412,Noyes ,theeffectofanaclreconstructionincon,2018,theeffectofanaclreconstructioninconNoyes 2018
10.5312/wjo.v8.i12.913,Tashiro ,anterolateralrotatoryinstabilityinv,2017,anterolateralrotatoryinstabilityinvTashiro 2017
10.1055/s-0036-1593364,Higuchi ,efficacyofî²tricalciumphosphategraf,2017,efficacyofî²tricalciumphosphategrafHiguchi 2017
10.1177/0363546516682233,Noyes ,isananterolateralligamentreconstruc,2017,isananterolateralligamentreconstrucNoyes 2017
10.1177/0363546516657539,Søreide ,theeffectoflimitedperioperativenons,2016,theeffectoflimitedperioperativenonsSøreide 2016
10.1007/s00402-016-2459-z,Akkaya ,realtimeelastographyofpatellartendo,2016,realtimeelastographyofpatellartendoAkkaya 2016
10.1111/jsap.12486,Barnes ,shorttermoutcomeandcomplicationsoft,2016,shorttermoutcomeandcomplicationsoftBarnes 2016
10.1177/0363546515623507,Benner ,thedegreeofkneeextensiondoesnotaffe,2016,thedegreeofkneeextensiondoesnotaffeBenner 2016
10.1016/j.arthro.2015.08.037,Barber ,longtermdegradationofselfreinforced,2016,longtermdegradationofselfreinforcedBarber 2016
10.11138/jts/2016.4.1.012,Padua ,theinfluenceofgraftplacementonclini,2016,theinfluenceofgraftplacementoncliniPadua 2016
10.1016/j.clinbiomech.2015.10.004,Pegg ,sagittalkinematicsofmobileunicompar,2016,sagittalkinematicsofmobileunicomparPegg 2016
10.1007/s00421-015-3126-8,Labanca ,earlycompensatoryandanticipatorypos,2015,earlycompensatoryandanticipatoryposLabanca 2015
10.1016/j.asmart.2015.03.002,Take ,excursionofbonepatellatendonbonegra,2015,excursionofbonepatellatendonbonegraTake 2015
10.11138/jts/2015.3.3.102,Taketomi ,securefixationoffemoralboneplugwith,2015,securefixationoffemoralboneplugwithTaketomi 2015
10.2106/jbjs.m.00598,Kim ,effectofcigarettesmokingontheclinic,2014,effectofcigarettesmokingontheclinicKim 2014
10.1016/j.jbiomech.2014.03.003,Salehghaffari ,amodelofarticularcruciateligamentre,2014,amodelofarticularcruciateligamentreSalehghaffari 2014
10.1177/2325967114532762,Posner ,comparisonofpulloutstrengthfordiffe,2014,comparisonofpulloutstrengthfordiffePosner 2014
10.1016/j.eats.2014.04.003,Grawe ,avoidinggrafttunnellengthmismatchin,2014,avoidinggrafttunnellengthmismatchinGrawe 2014
10.1016/j.rbo.2013.12.002,Vieira ,radiologicalanalysisonfemoraltunnel,2014,radiologicalanalysisonfemoraltunnelVieira 2014
10.1007/s00590-012-1073-1,Pan ,bonepatellartendonboneautograftvers,2013,bonepatellartendonboneautograftversPan 2013
10.2298/ACI1302013M,Milankov ,disruptionofthekneeextensorapparatu,2013,disruptionofthekneeextensorapparatuMilankov 2013
10.2519/jospt.2013.3967,Xergia ,asymmetriesinfunctionalhoptestslowe,2013,asymmetriesinfunctionalhoptestsloweXergia 2013
10.1111/j.1532-950X.2012.01018.x,Rutherford ,fractureofthepatellaaftertploin6dog,2012,fractureofthepatellaaftertploin6dogRutherford 2012
10.1097/BPB.0b013e328348aa47,Memeo ,anteriorcruciateligamentrecostructi,2012,anteriorcruciateligamentrecostructiMemeo 2012
10.1186/1471-2474-13-115,Widuchowski ,femoralpressfitfixationinaclreconst,2012,femoralpressfitfixationinaclreconstWiduchowski 2012
10.1016/j.otsr.2012.03.003,Ioncu ,bonepatellartendonbonegraftviaasing,2012,bonepatellartendonbonegraftviaasingIoncu 2012
10.1007/s00264-011-1306-7,Demey ,totalkneearthroplastyforadvancedost,2012,totalkneearthroplastyforadvancedostDemey 2012
10.2298/MPNS1212476M,Milankov ,fractureofthepatellaaftertheanterio,2012,fractureofthepatellaaftertheanterioMilankov 2012
10.1016/j.jbiomech.2011.09.004,Fleming ,theuseofmagneticresonanceimagingtop,2011,theuseofmagneticresonanceimagingtopFleming 2011
10.4103/0019-5413.80045,Pandey ,femoraltunnelinterferencescrewdiver,2011,femoraltunnelinterferencescrewdiverPandey 2011
10.1177/230949901101900219,Marimuthu ,anteriorcruciateligamentreconstruct,2011,anteriorcruciateligamentreconstructMarimuthu 2011
10.1007/s00113-010-1828-2,Halder ,arthroscopicreconstructionofanterio,2010,arthroscopicreconstructionofanterioHalder 2010
10.1007/s00402-010-1050-2,Felmet ,implantfreepressfitfixationforbonep,2010,implantfreepressfitfixationforbonepFelmet 2010
10.1007/s00167-009-0861-6,Pujol ,anatomicdoublebundleaclreconstructi,2010,anatomicdoublebundleaclreconstructiPujol 2010
10.2106/JBJS.H.00940,Ristanis ,effectoffemoraltunnelplacementforre,2009,effectoffemoraltunnelplacementforreRistanis 2009
10.1007/s00167-009-0788-y,Möller ,outcomeandkneerelatedqualityoflifea,2009,outcomeandkneerelatedqualityoflifeaMöller 2009
10.1177/0363546508325665,Shelbourne ,incidenceofsubsequentinjurytoeither,2009,incidenceofsubsequentinjurytoeitherShelbourne 2009
10.1016/j.otsr.2008.09.006,Gaudot ,doubleincisionminiinvasivetechnique,2009,doubleincisionminiinvasivetechniqueGaudot 2009
10.1055/s-0030-1247770,Pritchett ,assistedreproductionoftheanteriorcr,2009,assistedreproductionoftheanteriorcrPritchett 2009
10.1053/j.otsm.2009.01.003,Harner ,anteriorcruciateligamentinjuries:ev,2009,anteriorcruciateligamentinjuries:evHarner 2009
10.1590/s1517-86922009000200011,Fukuda ,supracondylarfemurfractureduringjum,2009,supracondylarfemurfractureduringjumFukuda 2009
10.1007/s00402-008-0724-5,Ververidis ,anteriorcruciateligamentreconstruct,2009,anteriorcruciateligamentreconstructVerveridis 2009
10.2106/JBJS.G.01215,Markolf ,anteriorposteriorandrotatorystabili,2009,anteriorposteriorandrotatorystabiliMarkolf 2009
10.1302/0301-620X.90B11.21210,Dahm ,reconstructionoftheanteriorcruciate,2008,reconstructionoftheanteriorcruciateDahm 2008
10.1186/1749-799X-3-24,van ,theoccurrenceofosteoarthritisatamin,2008,theoccurrenceofosteoarthritisataminvan 2008
10.1177/0363546508314721,Lebel ,arthroscopicreconstructionoftheante,2008,arthroscopicreconstructionoftheanteLebel 2008
10.1097/BTK.0b013e31815bdd38,Noyes ,anatomicalposterolateralkneereconst,2008,anatomicalposterolateralkneereconstNoyes 2008
10.1016/j.knee.2007.11.008,Pandit ,combinedanteriorcruciatereconstruct,2008,combinedanteriorcruciatereconstructPandit 2008
10.1007/s12306-008-0056-1,Felli ,surgicaltreatmentofanunstablevarusk,2008,surgicaltreatmentofanunstablevaruskFelli 2008
10.1016/j.arthro.2007.08.012,van ,additionalsurgeryafteranteriorcruci,2008,additionalsurgeryafteranteriorcrucivan 2008
10.1007/s00167-006-0269-5,Milano ,comparisonoffemoralfixationmethodsf,2007,comparisonoffemoralfixationmethodsfMilano 2007
10.1016/j.arthro.2007.03.094,Cohen ,anteriorcruciateligamentreconstruct,2007,anteriorcruciateligamentreconstructCohen 2007
10.1177/0363546506293704,Noyes ,posterolateralkneereconstructionwit,2007,posterolateralkneereconstructionwitNoyes 2007
10.1055/s-2007-989316,Anders ,radiologicalandclinicalfunctionalex,2007,radiologicalandclinicalfunctionalexAnders 2007
10.1007/s00167-006-0136-4,Salvi ,intraoperativefractureofpatellarbon,2007,intraoperativefractureofpatellarbonSalvi 2007
10.1016/j.artkro.2005.12.004,Zerahn ,bonemineraldensityintheproximaltibi,2006,bonemineraldensityintheproximaltibiZerahn 2006
10.1177/0363546506290403,Papannagari ,invivokinematicsofthekneeafteranter,2006,invivokinematicsofthekneeafteranterPapannagari 2006
10.1016/j.clinimag.2006.02.004,Nyland ,wristcircumferenceisrelatedtopatell,2006,wristcircumferenceisrelatedtopatellNyland 2006
10.1055/s-2006-942122,Bohnsack ,influenceofthepostoperativeactivity,2006,influenceofthepostoperativeactivityBohnsack 2006
10.1007/s00167-005-0019-0,Mahiroǧullari ,reconstructionoftheanteriorcruciate,2006,reconstructionoftheanteriorcruciateMahiroǧullari 2006
10.1007/s00167-006-0061-6,Isberg ,kt1000recordssmallersidetosidediffe,2006,kt1000recordssmallersidetosidediffeIsberg 2006
10.1016/j.clinbiomech.2005.12.013,Peña ,influenceofthetunnelangleinaclrecon,2006,influenceofthetunnelangleinaclreconPeña 2006
10.1097/00042752-200603000-00005,Ristanis ,followupevaluation2yearsafteraclrec,2006,followupevaluation2yearsafteraclrecRistanis 2006
10.1016/j.arthro.2005.12.004,Zerahn ,bonemineraldensityintheproximaltibi,2006,bonemineraldensityintheproximaltibiZerahn 2006
10.1177/0363546505279920,Pavlik ,femoralpressfitfixationtechniqueina,2006,femoralpressfitfixationtechniqueinaPavlik 2006
10.2298/MPNS0610421N,Ninković ,correlationbetweenradiologicalandcl,2006,correlationbetweenradiologicalandclNinković 2006
10.2106/JBJS.D.02876,Drogset ,asixteenyearfollowupofthreeoperativ,2006,asixteenyearfollowupofthreeoperativDrogset 2006
10.1016/j.arthro.2005.08.032,Ristanis ,excessivetibialrotationduringhighde,2005,excessivetibialrotationduringhighdeRistanis 2005
10.1302/0301-620X.87B11.16138,Hart ,assessmentofosteoarthritisafterreco,2005,assessmentofosteoarthritisafterrecoHart 2005
10.1016/j.arthro.2005.05.007,Laxdal ,outcomeandriskfactorsafteranteriorc,2005,outcomeandriskfactorsafteranteriorcLaxdal 2005
10.1007/s00167-004-0606-5,Hertel ,aclreconstructionusingbonepatellart,2005,aclreconstructionusingbonepatellartHertel 2005
10.1007/s00402-004-0640-2,Iwai ,effectsofreinforcementwiththeilioti,2005,effectsofreinforcementwiththeiliotiIwai 2005
10.1016/j.arthro.2005.02.017,Milano ,evaluationofboneplugandsofttissuean,2005,evaluationofboneplugandsofttissueanMilano 2005
10.1016/j.arthro.2005.05.028,Costa-Paz ,simultaneousacuteruptureofthepatell,2005,simultaneousacuteruptureofthepatellCosta-Paz 2005
10.2106/JBJS.D.01842,Spindler ,clinicaloutcomeataminimumoffiveyear,2005,clinicaloutcomeataminimumoffiveyearSpindler 2005
10.1007/s10195-004-0062-5,Denti ,bioabsorbableinterferencescrewsforb,2004,bioabsorbableinterferencescrewsforbDenti 2004
10.1055/s-2004-821097,Eberhardt ,longtermresultsafterprimaryreconstr,2004,longtermresultsafterprimaryreconstrEberhardt 2004
10.1016/j.arthro.2004.04.056,Sernert ,rightandleftkneelaxitymeasurements:,2004,rightandleftkneelaxitymeasurements:Sernert 2004
10.1016/j.arthro.2004.03.009,Shelbourne ,comparisonofpartialmeniscectomyvers,2004,comparisonofpartialmeniscectomyversShelbourne 2004
10.1007/s00167-003-0419-y,Al-Husseiny ,pressfitfixationinreconstructionofa,2004,pressfitfixationinreconstructionofaAl-Husseiny 2004
10.1177/0363546503261511,Cooper ,posteriorcruciateligamentreconstruc,2004,posteriorcruciateligamentreconstrucCooper 2004
10.1016/j.arthro.2004.06.020,Larrain ,arthroscopicanteriorcruciateligamen,2004,arthroscopicanteriorcruciateligamenLarrain 2004
10.1016/j.arthro.2004.01.001,Scopp ,theeffectofobliquefemoraltunnelplac,2004,theeffectofobliquefemoraltunnelplacScopp 2004
10.1177/0095399703258619,Järvelä ,ultrasonographicandpowerdopplereval,2004,ultrasonographicandpowerdopplerevalJärvelä 2004
10.1016/S0377-1237(04)80150-3,Pathania ,anteriorcruciateligamentreconstruct,2004,anteriorcruciateligamentreconstructPathania 2004
