,title,authors,journal,year,doi,id,source
133,Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial,"Harput G., Ulusoy B., Yildiz T.I., Demirci S., Eraslan L., Turhan E., Tunay V.B.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2019) 27:1 (68-75). Date of Publication: 1 Jan 2019",2019,10.1007/s00167-018-5040-1,https://www.embase.com/search/results?subaction=viewrecord&id=L626620899&from=export,Embase
134,"Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel A prospective randomized study","Xiang X., Qu Z., Sun H., Ma X., Wang W., Huang L.",Medicine (United States) (2019) 98:11 Article Number: e14851. Date of Publication: 2019,2019,10.1097/MD.0000000000014851,https://www.embase.com/search/results?subaction=viewrecord&id=L633925833&from=export,Embase
135,Clinical Outcome Following Arthroscopic Knee Surgery (COFAKS),,clinicaltrials.gov (2018). Date of Publication: 26 Sep 2018,2018,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03700996&from=export,Embase
136,Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial,"Martin-Alguacil J.L., Arroyo-Morales M., Martín-Gomez J.L., Monje-Cabrera I.M., Abellán-Guillén J.F., Esparza-Ros F., Lozano M.L., Cantarero-Villanueva I.",Knee (2018) 25:4 (704-714). Date of Publication: 1 Aug 2018,2018,10.1016/j.knee.2018.03.011,https://www.embase.com/search/results?subaction=viewrecord&id=L2000770155&from=export,Embase
137,The Effect of Cartilage Fragments on Femoral Tunnel Widening After Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Controlled Study,"Zhang C., Pan J., Chen J.-D., Zhang Y.-J., Gu P.-C., Lin X.-J., Cai Y.-Z.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2018) 34:7 (2218-2227). Date of Publication: 1 Jul 2018,2018,10.1016/j.arthro.2018.03.011,https://www.embase.com/search/results?subaction=viewrecord&id=L2000733552&from=export,Embase
138,Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial,"Sajovic M., Stropnik D., Skaza K.",The American journal of sports medicine (2018) 46:8 (1800-1808). Date of Publication: 1 Jul 2018,2018,10.1177/0363546518768768,https://www.embase.com/search/results?subaction=viewrecord&id=L629131661&from=export,Embase
139,Intraarticular Injection of Tranexamic Acid Reduced Postoperative Hemarthrosis in Arthroscopic Anterior Cruciate Ligament Reconstruction - A Prospective Randomized Study,,clinicaltrials.gov (2018). Date of Publication: 26 Jun 2018,2018,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03580018&from=export,Embase
140,Self-reported functional recovery after reconstruction versus repair in acute anterior cruciate ligament rupture (ROTOR): A randomized controlled clinical trial,"Boer B.C., Hoogeslag R.A.G., Brouwer R.W., Demmer A., Huis In't Veld R.M.H.A.",BMC Musculoskeletal Disorders (2018) 19:1 Article Number: 127. Date of Publication: 20 Apr 2018,2018,10.1186/s12891-018-2028-4,https://www.embase.com/search/results?subaction=viewrecord&id=L621732283&from=export,Embase
141,Functional outcome of an early anterior cruciate ligament reconstruction in comparison to delayed: Are we waiting in vain?,"Manandhar R.R., Chandrashekhar K., Kumaraswamy V., Sahanand S., Rajan D.",Journal of Clinical Orthopaedics and Trauma (2018) 9:2 (163-166). Date of Publication: 1 Apr 2018,2018,10.1016/j.jcot.2017.03.001,https://www.embase.com/search/results?subaction=viewrecord&id=L614916274&from=export,Embase
142,A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging,"Liu S., Li H., Tao H., Sun Y., Chen S., Chen J.",The American journal of sports medicine (2018) 46:5 (1143-1149). Date of Publication: 1 Apr 2018,2018,10.1177/0363546517752918,https://www.embase.com/search/results?subaction=viewrecord&id=L628567425&from=export,Embase
143,"Single-blind, Multi-centre, Randomized Controlled Trial Comparing Ligamys Anterior Cruciate Ligament (ACL) Repair, Internal Bracing ACL Repair and Conventional ACL Reconstruction for Relative Clinical Efficacy and Economic Benefit.",,clinicaltrials.gov (2018). Date of Publication: 13 Feb 2018,2018,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03441295&from=export,Embase
144,Arthroscopic Primary Repair of the Anterior Cruciate Ligament (ACL),,clinicaltrials.gov (2018). Date of Publication: 2 Feb 2018,2018,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03510845&from=export,Embase
145,Comparison of hamstring and patellar tendon grafts in anterior cruciate ligament reconstruction: A prospective randomized study,"Stańczak K., Zielińska M., Synder M., Domżalski M., Polguj M., Sibiński M.",Journal of International Medical Research (2018) 46:2 (785-791). Date of Publication: 1 Feb 2018,2018,10.1177/0300060517722696,https://www.embase.com/search/results?subaction=viewrecord&id=L620798261&from=export,Embase
146,Changes in gait pattern and early functional results after ACL repair are comparable to those of ACL reconstruction,"Schliemann B., Glasbrenner J., Rosenbaum D., Lammers K., Herbort M., Domnick C., Raschke M.J., Kösters C.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2018) 26:2 (374-380). Date of Publication: 1 Feb 2018",2018,10.1007/s00167-017-4618-3,https://www.embase.com/search/results?subaction=viewrecord&id=L623064022&from=export,Embase
147,Quadrupled Semitendinosus Graft and Traditional Hamstrings Graft in Anterior Cruciate Ligament Reconstruction: Randomized Controlled Trial,,clinicaltrials.gov (2018). Date of Publication: 27 Jan 2018,2018,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03433170&from=export,Embase
148,The effect of targeted exercise on knee-muscle function in patients with persistent hamstring deficiency following ACL reconstruction - study protocol for a randomized controlled trial,"Bregenhof B., Jørgensen U., Aagaard P., Nissen N., Creaby M.W., Thorlund J.B., Jensen C., Torfing T., Holsgaard-Larsen A.",Trials (2018) 19:1 Article Number: 75. Date of Publication: 26 Jan 2018,2018,10.1186/s13063-018-2448-3,https://www.embase.com/search/results?subaction=viewrecord&id=L620339135&from=export,Embase
149,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,"Bi M., Zhao C., Zhang S., Yao B., Hong Z., Bi Q.",Journal of Knee Surgery (2018) 31:10 (1022-1030). Date of Publication: 2018,2018,10.1055/s-0038-1627466,https://www.embase.com/search/results?subaction=viewrecord&id=L620767532&from=export,Embase
150,Evaluation of the MRI findings on a tendon graft after the anatomic anterior cruciate ligament reconstruction in patients with versus without the application of platelet-rich fibrin - Results of the,"Zeman P., Kasl J., Tupý R., Frei R., Kott O., Kautzner J.",Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca (2018) 85:5 (343-350). Date of Publication: 2018,2018,,https://www.embase.com/search/results?subaction=viewrecord&id=L624866580&from=export,Embase
151,Randomized Controlled Trial for the Use of an Osteoconductive Scaffold in ACL-Reconstruction,,clinicaltrials.gov (2017). Date of Publication: 29 Dec 2017,2017,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03462823&from=export,Embase
152,Radiographic Tibial Tunnel Assessment After Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts and Biocomposite Screws: A Prospective Study With 5-Year Follow-Up,"Karikis I., Ejerhed L., Sernert N., Rostgård-Christensen L., Kartus J.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2017) 33:12 (2184-2194). Date of Publication: 1 Dec 2017,2017,10.1016/j.arthro.2017.06.025,https://www.embase.com/search/results?subaction=viewrecord&id=L617805873&from=export,Embase
153,Outcome of Hamstring Autograft With Preserved Insertions Compared With Free Hamstring Autograft in Anterior Cruciate Ligament Surgery at 2-Year Follow-up,"Gupta R., Bahadur R., Malhotra A., Masih G.D., Sood M., Gupta P., Mathur V.K.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2017) 33:12 (2208-2216). Date of Publication: 1 Dec 2017,2017,10.1016/j.arthro.2017.06.040,https://www.embase.com/search/results?subaction=viewrecord&id=L618557198&from=export,Embase
154,Tunnel widening after single- versus double-bundle anterior cruciate ligament reconstruction: a randomized 8-year follow-up study,"Beyaz S., Güler Ü.Ö., Demir Ş., Yüksel S., Çınar B.M., Özkoç G., Akpınar S.",Archives of Orthopaedic and Trauma Surgery (2017) 137:11 (1547-1555). Date of Publication: 1 Nov 2017,2017,10.1007/s00402-017-2774-z,https://www.embase.com/search/results?subaction=viewrecord&id=L618004586&from=export,Embase
155,Comparison of patellar versus hamstring tendon autografts in arthroscopic anterior cruciate ligament reconstruction: A 6-month follow-up of a randomized clinical trial,"Sadeghpour A., Ebrahimpour A., Attar B., Azizian Z.",Journal of Research in Medical Sciences (2017) 22:9 Article Number: 105. Date of Publication: 1 Sep 2017,2017,10.4103/jrms.JRMS_939_16,https://www.embase.com/search/results?subaction=viewrecord&id=L619449402&from=export,Embase
156,The effectiveness of Pilates for partial anterior cruciate ligament injury,"Çelik D., Turkel N.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2017) 25:8 (2357-2364). Date of Publication: 1 Aug 2017",2017,10.1007/s00167-015-3718-1,https://www.embase.com/search/results?subaction=viewrecord&id=L621047142&from=export,Embase
157,Randomised comparison of pretensioning using cyclical loading and on tendon board for arthroscopic anterior cruciate ligament reconstruction using hamstring autograft,"Khare R., Lal H., Vidyarthi K., Jangira V., Mittal D.",Journal of Clinical Orthopaedics and Trauma (2017) 8:3 (259-264). Date of Publication: 1 Jul 2017,2017,10.1016/j.jcot.2017.06.015,https://www.embase.com/search/results?subaction=viewrecord&id=L617046784&from=export,Embase
158,"A Prospective, Randomised Study Investigating the Use of a Fixed Loop Versus an Adjustable Suspensory Loop in Anterior Cruciate Ligament Reconstruction - a Comparison of Clinical and Functional Outcome",,clinicaltrials.gov (2017). Date of Publication: 24 May 2017,2017,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03184922&from=export,Embase
159,Role of accelerated rehabilitation versus standard rehabilitation following anterior cruciate ligament reconstruction using hamstring graft,"Gupta P.K., Acharya A., Mourya A., Ameriya D.",Journal of Arthroscopy and Joint Surgery (2017) 4:2 (89-93). Date of Publication: 1 May 2017,2017,10.1016/j.jajs.2017.08.003,https://www.embase.com/search/results?subaction=viewrecord&id=L618013265&from=export,Embase
160,Resorbable screw and sheath versus resorbable interference screw and staples for ACL reconstruction: a comparison of two tibial fixation methods,"Carulli C., Matassi F., Soderi S., Sirleo L., Munz G., Innocenti M.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2017) 25:4 (1264-1271). Date of Publication: 1 Apr 2017",2017,10.1007/s00167-016-4135-9,https://www.embase.com/search/results?subaction=viewrecord&id=L618850552&from=export,Embase
161,Arthroscopic ACL Reconstruction: Hamstring Versus Quadriceps Tendon Autograft,,clinicaltrials.gov (2017). Date of Publication: 10 Mar 2017,2017,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT04137250&from=export,Embase
162,A prospective randomized control trial of arthroscopic surgery for stable ramp lesion of the medial meniscus,"Liu X., Feng H., Hong L., Zhang H.",Zhonghua wai ke za zhi [Chinese journal of surgery] (2017) 55:3 (161-165). Date of Publication: 1 Mar 2017,2017,10.3760/cma.j.issn.0529-5815.2017.03.001,https://www.embase.com/search/results?subaction=viewrecord&id=L637574085&from=export,Embase
163,"Graft Selection in Anatomic Anterior Cruciate Ligament Reconstruction: Patella, Hamstrings or Quadriceps Tendon Autograft",,clinicaltrials.gov (2017). Date of Publication: 23 Feb 2017,2017,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03073083&from=export,Embase
164,What is the Functional Status of Anterior Cruciate Ligament Reconstruction (ACLR) Patients at Discharge From Rehabilitation,,clinicaltrials.gov (2017). Date of Publication: 31 Jan 2017,2017,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT03047187&from=export,Embase
165,A prospective randomized comparison of two distinct allogenic tissue constructs for anterior cruciate ligament reconstruction,"Rose M.B., Domes C., Farooqi M., Crawford D.C.",Knee (2016) 23:6 (1112-1120). Date of Publication: 1 Dec 2016,2016,10.1016/j.knee.2016.08.011,https://www.embase.com/search/results?subaction=viewrecord&id=L613675059&from=export,Embase
166,"Kinesio taping as a treatment method in the acute phase of ACL reconstruction: A double-blind, placebo-controlled study","Balki S., Göktaş H.E., Öztemur Z.",Acta orthopaedica et traumatologica turcica (2016) 50:6 (628-634). Date of Publication: 1 Dec 2016,2016,10.1016/j.aott.2016.03.005,https://www.embase.com/search/results?subaction=viewrecord&id=L614384878&from=export,Embase
167,Can Targeted Exercise Improve Knee Strength in Patients With Persisting Hamstring Deficiency Following ACL-reconstruction? - A Randomized Controlled Trial,,clinicaltrials.gov (2016). Date of Publication: 4 Oct 2016,2016,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT02939677&from=export,Embase
168,A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction,"Björnsson H., Samuelsson K., Sundemo D., Desai N., Sernert N., Rostgård-Christensen L., Karlsson J., Kartus J.",The American journal of sports medicine (2016) 44:9 (2304-2313). Date of Publication: 1 Sep 2016,2016,10.1177/0363546516646378,https://www.embase.com/search/results?subaction=viewrecord&id=L618335230&from=export,Embase
169,"Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6- to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial","Liu Y., Cui G., Yan H., Yang Y., Ao Y.",The American journal of sports medicine (2016) 44:9 (2314-2322). Date of Publication: 1 Sep 2016,2016,10.1177/0363546516650876,https://www.embase.com/search/results?subaction=viewrecord&id=L618335889&from=export,Embase
170,Infra Patellar Branch of Saphenous Nerve Injury during Hamstring Graft Harvest: Vertical versus Oblique Incisions,"Joshi A., Kayasth N., Shrestha S., Kc B.R.",Journal of Nepal Health Research Council (2016) 14:34 (180-185). Date of Publication: 1 Sep 2016,2016,,https://www.embase.com/search/results?subaction=viewrecord&id=L618739702&from=export,Embase
171,Hamstring graft tibial insertion preservation versus detachment in anterior cruciate ligament reconstruction: a prospective randomized comparative study,"Ruffilli A., Pagliazzi G., Ferranti E., Busacca M., Capannelli D., Buda R.",European Journal of Orthopaedic Surgery and Traumatology (2016) 26:6 (657-664). Date of Publication: 1 Aug 2016,2016,10.1007/s00590-016-1812-9,https://www.embase.com/search/results?subaction=viewrecord&id=L611200889&from=export,Embase
172,Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up,"Akelman M.R., Fadale P.D., Hulstyn M.J., Shalvoy R.M., Garcia A., Chin K.E., Duryea J., Badger G.J., Tung G.A., Fleming B.C.",The American journal of sports medicine (2016) 44:7 (1660-1670). Date of Publication: 1 Jul 2016,2016,10.1177/0363546516638387,https://www.embase.com/search/results?subaction=viewrecord&id=L618900641&from=export,Embase
173,A Randomized Clinical Trial to Assess the Clinical Effectiveness of a Measured Objective Tensioning Device in Hamstring Anterior Cruciate Ligament Reconstruction,"Grunau P.D., Arneja S., Leith J.M.",The American journal of sports medicine (2016) 44:6 (1482-1486). Date of Publication: 1 Jun 2016,2016,10.1177/0363546516634021,https://www.embase.com/search/results?subaction=viewrecord&id=L618702602&from=export,Embase
174,Comparison of Anatomic Double- and Single-Bundle Techniques for Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts: A Prospective Randomized Study With 5-Year Clinical and Radiographic Follow-up,"Karikis I., Desai N., Sernert N., Rostgard-Christensen L., Kartus J.",The American journal of sports medicine (2016) 44:5 (1225-1236). Date of Publication: 1 May 2016,2016,10.1177/0363546515626543,https://www.embase.com/search/results?subaction=viewrecord&id=L618829414&from=export,Embase
175,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction,"Konrads C., Reppenhagen S., Plumhoff P., Hoberg M., Rudert M., Barthel T.",Archives of Orthopaedic and Trauma Surgery (2016) 136:4 (521-525). Date of Publication: 1 Apr 2016,2016,10.1007/s00402-015-2386-4,https://www.embase.com/search/results?subaction=viewrecord&id=L607490183&from=export,Embase
176,Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction,"Sasaki S., Tsuda E., Hiraga Y., Yamamoto Y., Maeda S., Sasaki E., Ishibashi Y.",The American journal of sports medicine (2016) 44:4 (855-864). Date of Publication: 1 Apr 2016,2016,10.1177/0363546515624471,https://www.embase.com/search/results?subaction=viewrecord&id=L616093791&from=export,Embase
177,Single-bundle versus double-bundle anterior cruciate ligament reconstruction: A comparative 2-year follow-up,"Mayr H.O., Benecke P., Hoell A., Schmitt-Sody M., Bernstein A., Suedkamp N.P., Stoehr A.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2016) 32:1 (34-42). Date of Publication: 2016,2016,10.1016/j.arthro.2015.06.029,https://www.embase.com/search/results?subaction=viewrecord&id=L605792839&from=export,Embase
178,"Reruptures, reinjuries, and revisions at a minimum 2-year follow-up: A randomized clinical trial comparing 3 graft types for ACL reconstruction","Mohtadi N., Chan D., Barber R., Paolucci E.O.",Clinical Journal of Sport Medicine (2016) 26:2 (96-107). Date of Publication: 2016,2016,10.1097/JSM.0000000000000209,https://www.embase.com/search/results?subaction=viewrecord&id=L608942904&from=export,Embase
179,Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial,"Webster K.E., Feller J.A., Hartnett N., Leigh W.B., Richmond A.K.",The American journal of sports medicine (2016) 44:1 (83-90). Date of Publication: 1 Jan 2016,2016,10.1177/0363546515611886,https://www.embase.com/search/results?subaction=viewrecord&id=L611394429&from=export,Embase
180,,"Tu Z.S., Liang L.X., Xing J.S.",Chinese Journal of Tissue Engineering Research (2016) 20:15 (2190-2196). Date of Publication: 2016,2016,10.3969/j.issn.2095-4344.2016.15.009,https://www.embase.com/search/results?subaction=viewrecord&id=L617442047&from=export,Embase
181,MRI Study of Ballooning and Ligamentisation Short Transplants ACL Hamstring According to Technical DT4,,clinicaltrials.gov (2015). Date of Publication: 7 Dec 2015,2015,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT02626975&from=export,Embase
182,"Post-operative bracing after ACL reconstruction has no effect on knee joint effusion. A prospective, randomized study","Lindström M., Wredmark T., Wretling M.-L., Henriksson M., Felländer-Tsai L.",Knee (2015) 22:6 (559-564). Date of Publication: 1 Dec 2015,2015,10.1016/j.knee.2015.04.015,https://www.embase.com/search/results?subaction=viewrecord&id=L604712648&from=export,Embase
183,A comparison of acute and chronic anterior cruciate ligament reconstruction using LARS artificial ligaments: A randomized prospective study with a 5-year follow-up,"Chen J., Gu A., Jiang H., Zhang W., Yu X.",Archives of Orthopaedic and Trauma Surgery (2015) 135:1 (95-102). Date of Publication: 9 Nov 2015,2015,10.1007/s00402-014-2108-3,https://www.embase.com/search/results?subaction=viewrecord&id=L603592357&from=export,Embase
184,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Blinded, Randomized Controlled Trial With 5-Year Follow-up","Arama Y., Salmon L.J., Sri-Ram K., Linklater J., Roe J.P., Pinczewski L.A.",The American journal of sports medicine (2015) 43:8 (1893-1901). Date of Publication: 1 Aug 2015,2015,10.1177/0363546515588926,https://www.embase.com/search/results?subaction=viewrecord&id=L612120206&from=export,Embase
185,Anterior cruciate ligament reconstruction with or without remnant preservation: A 6-month follow-up,"Wang J., Li Y., Yu T.-B., Zhang Q.-L.",Chinese Journal of Tissue Engineering Research (2015) 19:29 (4640-4644). Date of Publication: 9 Jul 2015,2015,10.3969/j.issn.2095-4344.2015.29.010,https://www.embase.com/search/results?subaction=viewrecord&id=L606126214&from=export,Embase
186,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up","Mohtadi N., Chan D., Barber R., Oddone Paolucci E.",Clinical Journal of Sport Medicine (2015) 25:4 (321-331). Date of Publication: 8 Jul 2015,2015,10.1097/JSM.0000000000000165,https://www.embase.com/search/results?subaction=viewrecord&id=L600881138&from=export,Embase
187,Effect of posterolateral bundle graft fixation angles on clinical outcomes in double-bundle anterior cruciate ligament reconstruction: a randomized controlled trial,"Koga H., Muneta T., Yagishita K., Watanabe T., Mochizuki T., Horie M., Nakamura T., Otabe K., Sekiya I.",The American journal of sports medicine (2015) 43:5 (1157-1164). Date of Publication: 1 May 2015,2015,10.1177/0363546514567069,https://www.embase.com/search/results?subaction=viewrecord&id=L607605611&from=export,Embase
188,Role of gracilis harvesting in four-strand hamstring tendon anterior cruciate ligament reconstruction: a double-blinded prospective randomized clinical trial,"Karimi-Mobarakeh M., Mardani-Kivi M., Mortazavi A., Saheb-Ekhtiari K., Hashemi-Motlagh K.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2015) 23:4 (1086-1091). Date of Publication: 1 Apr 2015",2015,10.1007/s00167-014-2890-z,https://www.embase.com/search/results?subaction=viewrecord&id=L606351385&from=export,Embase
189,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success,"Papalia R., Franceschi F., Tecame A., D’Adamio S., Maffulli N., Denaro V.",International Orthopaedics (2015) 39:3 (527-534). Date of Publication: 1 Mar 2015,2015,10.1007/s00264-014-2513-9,https://www.embase.com/search/results?subaction=viewrecord&id=L602556436&from=export,Embase
190,Mid- to long-term results of single-bundle versus double-bundle anterior cruciate ligament reconstruction: Randomized controlled trial,"Koga H., Muneta T., Yagishita K., Watanabe T., Mochizuki T., Horie M., Nakamura T., Otabe K., Sekiya I.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2015) 31:1 (69-76). Date of Publication: 1 Jan 2015,2015,10.1016/j.arthro.2014.07.020,https://www.embase.com/search/results?subaction=viewrecord&id=L602000239&from=export,Embase
191,Intratunnel versus extratunnel autologous hamstring double-bundle graft for anterior cruciate ligament reconstruction: a comparison of 2 femoral fixation procedures,"Ibrahim S.A., Abdul Ghafar S., Marwan Y., Mahgoub A.M., Al Misfer A., Farouk H., Wagdy M., Alherran H., Khirait S.",The American journal of sports medicine (2015) 43:1 (161-168). Date of Publication: 1 Jan 2015,2015,10.1177/0363546514554189,https://www.embase.com/search/results?subaction=viewrecord&id=L604577256&from=export,Embase
192,Anatomic oblong double bundle anterior cruciate ligament reconstruction,"Inoue T., Soejima T., Murakami H., Tabuchi K., Noguchi K., Horibe S., Tanaka Y., Shiba N.",Kurume Medical Journal (2015) 62:3-4 (53-58). Date of Publication: 2015,2015,10.2739/kurumemedj.MS66002,https://www.embase.com/search/results?subaction=viewrecord&id=L611401891&from=export,Embase
193,Autologous hamstring tendon for anterior cruciate ligament reconstruction: Influence of incisions in different directions for cutting the hamstring tendon on the anterior tibial skin sensitivity,"Li J.-Y., Zhao Q.-C., Shang X.-F., Deng X.-W., Gan Z.-Y.",Chinese Journal of Tissue Engineering Research (2014) 18:51 (8320-8324). Date of Publication: 10 Dec 2014,2014,10.3969/j.issn.2095-4344.2014.51.023,https://www.embase.com/search/results?subaction=viewrecord&id=L606126643&from=export,Embase
194,Acute Anterior Cruciate Ligament Rupture; RecOnsTruction Or Repair?,,clinicaltrials.gov (2014). Date of Publication: 1 Dec 2014,2014,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT02310854&from=export,Embase
195,Femoral fixation of hamstring tendon grafts in ACL reconstructions: the 2-year follow-up results of a prospective randomized controlled study,"Gifstad T., Drogset J.O., Grøntvedt T., Hortemo G.S.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2014) 22:9 (2153-2162). Date of Publication: 1 Sep 2014",2014,10.1007/s00167-013-2652-3,https://www.embase.com/search/results?subaction=viewrecord&id=L603536192&from=export,Embase
196,Shockwave therapy improves anterior cruciate ligament reconstruction,"Wang C.-J., Ko J.-Y., Chou W.-Y., Hsu S.-L., Ko S.-F., Huang C.-C., Chang H.-W.",Journal of Surgical Research (2014) 188:1 (110-118). Date of Publication: 1 May 2014,2014,10.1016/j.jss.2014.01.050,https://www.embase.com/search/results?subaction=viewrecord&id=L53015463&from=export,Embase
197,The effect of remnant preservation on tibial tunnel enlargement in ACL reconstruction with hamstring autograft: A prospective randomized controlled trial,"Zhang Q., Zhang S., Cao X., Liu L., Liu Y., Li R.","Knee Surgery, Sports Traumatology, Arthroscopy (2014) 22:1 (166-173). Date of Publication: January 2014",2014,10.1007/s00167-012-2341-7,https://www.embase.com/search/results?subaction=viewrecord&id=L1052354624&from=export,Embase
198,Anatomical ACL reconstruction by a double- versus a single-bundle technique. prospective randomised study of short-term clinical results,"Zeman P., Koudela K., Kasl J., Nepraš P., Zeman J., Matějka J.",Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca (2014) 81:1 (40-50). Date of Publication: 2014,2014,10.55095/achot2014/004,https://www.embase.com/search/results?subaction=viewrecord&id=L372766894&from=export,Embase
199,A comparison of functional outcomes after metallic and bioabsorbable interference screw fixations in arthroscopic ACL reconstructions,"Hegde A.S., Rai D.K., Kannampilly A.J.",Journal of Clinical and Diagnostic Research (2014) 8:4 (LC01-LC03). Date of Publication: April 2014,2014,10.7860/JCDR/2014/8834.4237,https://www.embase.com/search/results?subaction=viewrecord&id=L372840609&from=export,Embase
200,"Comparing the anatomic single-bundle versus the anatomic double-bundle for anterior cruciate ligament reconstruction: A prospective, randomized, single blind, clinical study","Koken M., Akan B., Kaya A., Armangil M.",European Orthopaedics and Traumatology (2014) 5:3 (247-252). Date of Publication: September 2014,2014,10.1007/s12570-013-0231-1,https://www.embase.com/search/results?subaction=viewrecord&id=L373811498&from=export,Embase
201,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial.,"Barenius B., Ponzer S., Shalabi A., Bujak R., Norlén L., Eriksson K.",The American journal of sports medicine (2014) 42:5 (1049-1057). Date of Publication: May 2014,2014,,https://www.embase.com/search/results?subaction=viewrecord&id=L373981905&from=export,Embase
202,Reduction of tunnel enlargement with use of autologous ruptured tissue in anterior cruciate ligament reconstruction: A pilot clinical trial,"Matsumoto T., Kuroda R., Matsushita T., Araki D., Hoshino Y., Nagamune K., Kurosaka M.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2014) 30:4 (468-474). Date of Publication: April 2014,2014,10.1016/j.arthro.2013.12.014,https://www.embase.com/search/results?subaction=viewrecord&id=L53024915&from=export,Embase
203,The effect of progressive eccentric and concentric training on functional performance after autogenous hamstring anterior cruciate ligament reconstruction: a randomized controlled study,"Kınıklı G.I., Yüksel I., Baltacı G., Atay O.A.",Acta orthopaedica et traumatologica turcica (2014) 48:3 (283-289). Date of Publication: 2014,2014,10.3944/AOTT.2014.13.0111,https://www.embase.com/search/results?subaction=viewrecord&id=L605393811&from=export,Embase
204,Do the patients really need concentrated and/or accelerated rehabilitation program after ACL surgery? A new lightened rehabilitation program: A prospective - Double blind - Randomized- controlled study,"Kaya D., Turhan E., Dönmez G., Doral M.N.",Orthopaedic Journal of Sports Medicine (2014) 2:11 Supplement 3. Date of Publication: 2014,2014,10.1177/2325967114S00274,https://www.embase.com/search/results?subaction=viewrecord&id=L611784198&from=export,Embase
205,The effects of early aggressive rehabilitation on outcomes after anterior cruciate ligament reconstruction using autologous hamstring tendon: A randomized clinical trial,"Christensen J.C., Goldfine L.R., West H.S.",Journal of Sport Rehabilitation (2013) 22:3 (191-201). Date of Publication: August 2013,2013,10.1123/jsr.22.3.191,https://www.embase.com/search/results?subaction=viewrecord&id=L370141788&from=export,Embase
